web_enter_code,id.x,species,category,common_name,life_stage,n_s_both,zone,trophic_strategy,interaction_type,resourceName,source
,247,Littorina keenae,littorine,eroded periwinke,adult,Both,high,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,248,Littorina scutulata,littorine,checkered periwinkle,adult,Both,high to middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,259,Crepidula adunca,slipper snail,hooked slipper snail,juvenile,Both,middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,361,Onchidella borealis,snail,leather limpet,adult,N,high to middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,394,Leptochiton rugatus,chiton,NA,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,395,Lepidozona interstincta,chiton,NA,adult,N,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,396,Lepidozona regularis,chiton,NA,adult,N,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,397,Lepidozona mertensii,chiton,NA,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,398,Lepidozona cooperi,chiton,NA,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,399,Lepidozona scrobiculata,chiton,NA,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,400,Lepidozona pectinulata,chiton,NA,adult,S,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,402,Stenoplax fallax,chiton,NA,adult,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; light & Smith"
,403,Stenoplax conspicua,chiton,NA,adult,S,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,406,Dendrochiton flectens,chiton,NA,adult,Both,very low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,407,Callistochiton crassicostatus,chiton,NA,adult,Both,middle to low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,408,Callistochiton palmulatus,chiton,NA,adult,Both,middle to low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,410,Chaetopleura gemma,chiton,NA,adult,Both,middle to low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,415,Placiphorella velata,chiton,veiled chiton,adult,Both,very low,omnivore,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,416,Katharina tunicata,chiton,NA,adult,N,middle to low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,487,Ligia occidentalis,isopod,rock isopod,adult,Both,high,scavenger,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,504,Oligochinus lighti,gammarid,NA,adult,Both,high to middle,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,505,Caprella californica,amphipod,caprellid,adult,Both,low,omnivore,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,568,Tigriopus californicus,copepod,tig,adult,Both,high,omnivore,preys_on,microalgal film,"Morris, Abbott, & Haderlie; Light & Smith"
,1754,Stenoplax fallax,chiton,NA,juvenile,Both,low,grazer,preys_on,microalgal film,"Morris, Abbott, & Haderlie"
,1803,Alvania compacta,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,1804,Alvania almo,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,1805,Alvinia aequisculpta,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,1806,Alvinia purpurea,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,1807,Onoba carpenteri,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,1808,Onoba mighelsii,microsnail,NA,adult,N,all,grazer,preys_on,microalgal films.,Light & Smith
,229,Haliotis cracherodii,abalone,black abalone,adult,Both,all,grazer,preys_on,microalgal flim,"Morris, Abbott, & Haderlie; Light & Smith"
,142,Linckia columbiae,asteroid,NA,adult,S,low,NA,preys_on,microherbivores,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,341,Onchidoris muricata,nudibranch,white onchodoris,adult,N,low,micropredator,preys_on,Microporella spp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1717,Lineus sanguineus,nemertean,ribbon worm,adult,Both,high to middle,carnivore (scavenger + predator),preys_on,minced clams,Light & Smith
,428,Oxydromus pugettensis,polychaete,NA,adult,Both,low,omnivore,preys_on,miscellaneous debris,"Morris, Abbott, & Haderlie; Light & Smith"
,573,Nyctunguis heathi,other arthropod,centipede,adult,Both,high,typical predator,preys_on,mites,"Morris, Abbott, & Haderlie"
,282,Acanthinucella spirata,snail,angular unicorn,adult,Both,high to middle,typical predator,preys_on,mollusks,"Morris, Abbott, & Haderlie; Light & Smith"
,419,Octopus rubescens,octopus,red octopus,adult,N,low,typical predator,preys_on,mollusks,"Morris, Abbott, & Haderlie; Light & Smith"
,421,Octopus micropyrsus,octopus,NA,adult,S,low,typical predator,preys_on,mollusks,"Morris, Abbott, & Haderlie; Light & Smith"
,706,Apodichthys fucorum,fish,rockweed gunnel,adult,Both,NA,typical predator,preys_on,mollusks,"Morris, Abbott,, Haderlie; FishBase"
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,moon snails,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,moon snails,Light & Smith
no - already in web,143,Dermasterias imbricata,asteroid,leather star,adult,Both,low,typical predator,preys_on,mostly Anthopleura xanthogrammatica/elegantissima,"Morris, Abbott, & Haderlie; Light & Smith"
,285,Nucella lamellosa,snail,frilled dogwinkle,adult,N,low,typical predator,preys_on,mussels,"Morris, Abbott, & Haderlie; Light & Smith"
,625,Pteropurpura festiva,murex,festive murex,adult,S,NA,typical predator,preys_on,mussels,Wikipedia
,1845,Nucella analoga analoga,snail,NA,adult,N,all,typical predator,preys_on,mussels,Light & Smith
no - resource (soft sediment),559,Fabia subquadrata,true crab,pea crab,adult,Both,low,filter feeder,parasitic_on,Mya arenaria,"Morris, Abbott, & Haderlie; Light & Smith"
,2072,Paralabrax nebulifer,fish,barred sand bass,adult,Both,low,typical predator,preys_on,mysids),FishBase
,2073,Paralabrax nebulifer,fish,barred sand bass,juvenile,Both,low,typical predator,preys_on,mysids),FishBase
,150,Pisaster ochraceus,asteroid,ochre star,adult,Both,"middle, low",typical predator,preys_on,Mytilus,"Morris, Abbott, & Haderlie"
no - resource (soft sediment),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Nassarius fossatus,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,Nassarius fossatus,"Morris, Abbott, & Haderlie; Light & Smith"
,998,Carcinus maenas,true crab,European Green Crab,adult,N,low,carnivore (scavenger + predator),preys_on,native crabs,Light & Smith
,1223,Cirolana diminuta,isopod,NA,adult,S,all,carnivore (scavenger + predator),preys_on,nearshore fishes,Light & Smith
,228,Hydractinia milleri,hydroid,NA,adult,Both,low,carnivore (scavenger + predator),preys_on,nematodes,"Morris, Abbott, & Haderlie"
,928,Halimedusa typus,hydroid,NA,hydroid colony,N,low,filter feeder,preys_on,nematodes,Light & Smith; Mills 2000
,483,Limnoria algarum,isopod,gribble,adult,Both,low,micropredator,preys_on,Nereocystis sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1510,Hadrotes crassus,insect,NA,adult,NA,all,typical predator,preys_on,Nocturnal predators of crustaceans,Light & Smith
no - resource (atlantic),1895,Diaphorodoris lirulatocauda,nudibranch,NA,adult,N,all,unknown,preys_on,Nolella stipitata,Light & Smith
yes,286,Lirabuccinum dirum,whelk,dire whelk,adult,Both,middle,typical predator,preys_on,Lottia scutum (Notoacmea scutum),"Morris, Abbott, & Haderlie; Light & Smith"
yes,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Lottia scutum (Notoacmea scutum),"Morris, Abbott, & Haderlie; Light & Smith"
,418,Octopus bimaculoides,octopus,two-spot octopus,adult,Both,middle to low,typical predator,preys_on,Notoacmea sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,123,Emplectonema gracile,nemertean,ribbon worm,adult,Both,"high, middle",NA,preys_on,Nucella eggs,"Morris, Abbott, & Haderlie"
expanded,230,Calliostoma annulatum,topsnail,purple ringed topsnail,adult,Both,low,omnivore,preys_on,Obelia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,347,Doto amyra,nudibranch,hammerhead doto,adult,Both,low,micropredator,preys_on,Obelia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,633,Doto columbiana,nudibranch,NA,adult,N,low,micropredator,preys_on,Obelia sp.,Light & Smith
expanded,1924,Dendronotus subramosus,nudibranch,NA,adult,N,all,micropredator,preys_on,Obelia sp.,Light & Smith
expanded,1937,Eubranchus rustyus,nudibranch,NA,adult,N,all,micropredator,preys_on,Obelia sp.,Light & Smith
expanded,1939,Catriona columbiana,nudibranch,NA,adult,N,all,micropredator,preys_on,Obelia sp.,Light & Smith
expanded,1949,Tenellia adspersa,nudibranch,NA,adult,Both,all,micropredator,preys_on,Obelia sp.,Light & Smith
expanded,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Obelia spp.,Light & Smith
expanded,1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Obelia spp.,Light & Smith
expanded,1936,Eubranchus rupium,nudibranch,NA,adult,N,all,micropredator,preys_on,Obelia spp.,Light & Smith
yes,761,Ligia pallasii,isopod,NA,adult,Both,high,detritivore,preys_on,occasional members of the same species,Walla Walla; Light & Smith
,147,Astrometis sertulifera,asteroid,red/yellow star,adult,S,very low,typical predator,preys_on,occasionally sea urchins,"Morris, Abbott, & Haderlie; Light & Smith"
,270,Trivia californiana,snail,California trivia,adult,NA,low,micropredator,preys_on,occidentalis,Light & Smith
yes,1744,Dicyemennea sp.,rhombozoan,NA,adult,S,all,parasite,parasitic_on,Octopus microprysus,Light & Smith
expanded,1740,Dicyema acheroni,rhombozoan,NA,adult,Both,all,parasite,parasitic_on,Octopus sp.,Light & Smith
expanded,1741,Dicyema acciaccatum,rhombozoan,NA,adult,Both,all,parasite,parasitic_on,Octopus sp.,Light & Smith
expanded,1742,Dicyemennea abasi,rhombozoan,NA,adult,Both,all,parasite,parasitic_on,Octopus sp.,Light & Smith
expanded,1743,Dicyemennea abbreviata,rhombozoan,NA,adult,Both,all,parasite,parasitic_on,Octopus sp.,Light & Smith
expanded,545,Loxorhynchus grandis,true crab,sheep crab,adult,Both,low,scavenger,preys_on,octopuses,"Morris, Abbott, & Haderlie"
,984,Crangon handi,shrimp,NA,adult,N,NA,carnivore (scavenger + predator),preys_on,oedicerotid ganmmaridean amphipod,"Light & Smith; Kuris, Carlton 1977"
no,748,Leptochelia sp.,tanaid,NA,adult,NA,all,detritivore,preys_on,often scraped from the surface of larger organisms (Kozloff 1993),OIMB; Light & Smith
,1707,Lineus ruber,nemertean,ribbon worm,adult,N,middle,omnivore,preys_on,oligochaetes,Light & Smith
,1709,Lineus ruber,nemertean,ribbon worm,juvenile,N,middle,omnivore,preys_on,oligochaetes,Light & Smith
,1717,Lineus sanguineus,nemertean,ribbon worm,adult,Both,high to middle,carnivore (scavenger + predator),preys_on,oligochaetes,Light & Smith
no - resource (soft sediment),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Olivella biplicata,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,Olivella biplicata,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),418,Octopus bimaculoides,octopus,two-spot octopus,adult,Both,middle to low,typical predator,preys_on,Olivella biplicata,"Morris, Abbott, & Haderlie; Light & Smith"
,945,Eutonina indicans,plankton,NA,medusa,N,low,filter feeder,preys_on,on appendicularians,Light & Smith
,945,Eutonina indicans,plankton,NA,medusa,N,low,filter feeder,preys_on,on other small hydromedusae,Light & Smith
,1886,Olea hansineensis,nudibranch,NA,adult,N,all,typical predator,preys_on,opisthobranch eggs,Light & Smith
,1889,Aplysiopsis enteromorphae,nudibranch,NA,adult,N,all,grazer,preys_on,or Cladophora spp,Light & Smith
,1528,Aegialites fuchsi,insect,NA,adult,NA,all,omnivore,preys_on,organic matter,Light & Smith
,1529,Aegialites subopacus,insect,NA,adult,NA,middle,omnivore,preys_on,organic matter,Light & Smith
,413,Mopalia hindsii,chiton,NA,adult,Both,middle to low,omnivore,preys_on,other animal material bryozoans,"Morris, Abbott, & Haderlie; Light & Smith"
,905,Chelyosoma productum,tunicate,"Flattop sea squirt, horseshoe ascidian",adult,Both,low,filter feeder,preys_on,other ascidians (https://inverts.wallawalla.edu/Chordata_%28Urochordata%29/Class_Ascidiacea/Phlebobranchia/Corellidae/Chelyosoma_productum.html#:~:text=Description%3A%20This%20solitary%20tunicate%20has,Light & Smith
,702,Crangon alaskensis,shrimp,NA,adult,Both,NA,carnivore (scavenger + predator),parasitic_on,other bopyrid isopods,PO; Light & Smith
expanded,1495,Cafius luteipennis,insect,NA,adult,NA,all,typical predator,preys_on,other Cafius species,Light & Smith
expanded,1496,Cafius luteipennis,insect,NA,larvae,NA,all,typical predator,preys_on,other Cafius species,Light & Smith
,1481,Neochthebius vandykei,insect,NA,larvae,NA,high,carnivore (scavenger + predator),preys_on,other hydraenid larvae,Light & Smith
,1476,Anisolabis maritima,insect,seaside earwig,adult,Both,high,typical predator,preys_on,other insects,Light & Smith
,930,Hydrocoryne bodegensis,hydroid,NA,hydroid colony,N,all,filter feeder,preys_on,other macrobenthic crustaceans,"Light & Smith; Rees, Hand,, Mills (1976)"
,285,Nucella lamellosa,snail,frilled dogwinkle,adult,N,low,typical predator,preys_on,other mollusks,"Morris, Abbott, & Haderlie; Light & Smith"
,302,Stiliger fuscovittatus,nudibranch,streaked stilliger,adult,Both,low,grazer,preys_on,other red algae,"Morris, Abbott, & Haderlie; Light & Smith"
,146,Solaster dawsoni,asteroid,sun star,adult,N,low,typical predator,preys_on,other sea stars,"Morris, Abbott, & Haderlie; Light & Smith"
,299,Navanax inermis,nudibranch,Navanax,adult,Both,low,typical predator,preys_on,other shelled opisthobranchs,"Morris, Abbott, & Haderlie"
,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,other small animals,Light & Smith; Walla Walla
,580,Paraphrosylus praedator,insect,long legged fly,adult,N,high to middle,typical predator,preys_on,other small insect,"Morris, Abbott, & Haderlie; Light & Smith"
,142,Linckia columbiae,asteroid,NA,adult,S,low,NA,preys_on,other species of Linckia are substrate film feeders,"Morris, Abbott, & Haderlie; Light & Smith"
,1487,Aleochara (Coprochara) sulcicollis,insect,NA,adult,NA,all,typical predator,preys_on,other vegetation,Light & Smith
,1488,Aleochara arenaria,insect,NA,adult,NA,all,typical predator,preys_on,other vegetation,Light & Smith
,1497,Cafius opacus,insect,NA,adult,NA,all,typical predator,preys_on,other vegetation.,Light & Smith
,1498,Cafius sulcicollis,insect,NA,adult,NA,all,typical predator,preys_on,other vegetation.,Light & Smith
,1499,Cafius sulcicollis,insect,NA,larvae,NA,all,typical predator,preys_on,other vegetation.,Light & Smith
,1500,Cafius nauticus,insect,NA,adult,NA,all,typical predator,preys_on,other vegetation.,Light & Smith
expanded,418,Octopus bimaculoides,octopus,two-spot octopus,adult,Both,middle to low,typical predator,preys_on,Pagurus sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,549,Cancer antennaria,true crab,rock crab,adult,Both,low,carnivore (scavenger + predator),preys_on,Pagurus sp.,"Morris, Abbott, & Haderlie; light & Smith"
no - resource (soft sediment),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Panopea generosa,"Morris, Abbott, & Haderlie; Light & Smith"
yes,1117,Namakosiramia californiensis,copepod,NA,adult,S,all,parasite,parasitic_on,Parastichopus parvimensis,Light & Smith
,405,Cyanoplax hartwegii,chiton,NA,adult,Both,"high tide pools, nocturnal",grazer,preys_on,Pelvetia fastigiata,"Morris, Abbott, & Haderlie; Light & Smith"
,208,Lottia pelta,true limpet,shield limpet,adult,Both,middle to low,grazer,preys_on,Pelvetia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,248,Littorina scutulata,littorine,checkered periwinkle,adult,Both,high to middle,grazer,preys_on,Pelvetia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,524,Pagurus samuelis,hermit crab,blue banded hermit crab,adult,Both,high to middle,scavenger,preys_on,Pelvetia sp.,"Morris, Abbott, & Haderlie"
,527,Pagurus granosimanus,hermit crab,blue spotted hermit crab,adult,Both,low,scavenger,preys_on,Pelvetia sp.,"Morris, Abbott, & Haderlie"
,192,Fissurellidea bimaculata,limpet,two-spotted keyhole,adult,Both,low,omnivore,preys_on,perhaps phytoplankton?,"Morris, Abbott, & Haderlie; Light & Smith"
,405,Cyanoplax hartwegii,chiton,NA,adult,Both,"high tide pools, nocturnal",grazer,preys_on,Petrocelis sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,203,Lottia limatula,true limpet,file limpet,adult,Both,middle to low,grazer,preys_on,Peysonnelia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
yes,151,Pisaster giganteus,asteroid,blue knobby star,adult,Both,very low,typical predator,preys_on,Phragmatophoma californica,"Morris, Abbott, & Haderlie"
no - consumer (outside CA),1323,Carinonajna bicarinata,gammarid,NA,adult,NA,all,parasite,parasitic_on,Phyllospadix,Light & Smith
no - consumer (outside CA),1325,Carinonajna carli,gammarid,NA,adult,NA,all,parasite,parasitic_on,Phyllospadix,Light & Smith
expanded,1253,Idotea resecata,isopod,NA,adult,Both,all,unknown,preys_on,Phyllospadix seeds,Light & Smith
expanded,214,Tectura paleacea,true limpet,surfgrass limpet,adult,Both,low,grazer,parasitic_on,Phyllospadix sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,214,Tectura paleacea,true limpet,surfgrass limpet,adult,Both,low,grazer,preys_on,Phyllospadix sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,491,Idotea montereyensis,isopod,NA,adult,N,middle to low,unknown,preys_on,Phyllospadix sp.,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,556,Cycloxanthops novemdentatus,true crab,large pebble crab,adult,Both,low,omnivore,preys_on,Phyllospadix sp.,"Morris, Abbott, & Haderlie"
,154,Cucumaria pseudocurata,cucumber,NA,adult,N,middle,grazer,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,250,Thylacodes squamigerus,vermetid,scaled worm snail,adult,Both,all,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; MacGintie & MacGintie 1949; Hadfield 1967; Light & Smith"
,251,Petaloconchus montereyensis,vermetid,NA,adult,Both,low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,258,Crepidula adunca,slipper snail,hooked slipper snail,adult,Both,middle,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,260,Bostrycapulus aculeatus,slipper snail,spiny slipper snail,adult,Both,low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,262,Crepidula nummaria,slipper snail,white slipper snail,adult,Both,low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,263,Crepidula onyx,slipper snail,onyx slipper snail,adult,S,low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,366,Mytilus californianus,mussel,California mussel,adult,Both,high to middle,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,367,Mytilus edulis,mussel,bay mussel,adult,Both,low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,434,Cirriformia luxuriosa,polychaete,NA,juvenile,Both,middle to low,filter feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie"
,435,Dodecaceria fewkesi,polychaete,NA,adult,Both,middle,deposit feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,441,Thelepus setosus,polychaete,feather duster worm,adult,Both,low,deposit feeder,preys_on,phytoplankton,"Morris, Abbott, & Haderlie; Light & Smith"
yes,1939,Catriona columbiana,nudibranch,NA,adult,N,all,micropredator,preys_on,Ectopleura crocea (Pinauay crocea),Light & Smith
yes,1941,Cuthona albocrusta,nudibranch,NA,adult,N,all,micropredator,preys_on,Ectopleura crocea (Pinauay crocea),Light & Smith
yes,1949,Tenellia adspersa,nudibranch,NA,adult,Both,all,micropredator,preys_on,Ectopleura crocea (Pinauay crocea),Light & Smith
yes,1931,Flabellina cooperi,nudibranch,NA,adult,Both,all,micropredator,preys_on,Ectopleura crocea (Pinauay crocea),Light & Smith
yes,1924,Dendronotus subramosus,nudibranch,NA,adult,N,all,micropredator,preys_on,Ectopleura (Pinauay marina),Light & Smith
no - resource (not in RIZ),577,Neomachilis halophila,insect,bristletail,adult,Both,high,grazer,preys_on,Pinus radiata pollen,"Morris, Abbott, & Haderlie; Light & Smith"
,139,Flustrellidra corniculata,bryozoan,NA,adult,N,low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie"
,453,Octolasmis lowei,barnacle,NA,adult,Both,low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie"
,521,Hapalogaster cavicauda,true crab,NA,adult,Both,low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie"
,522,Oedignathus inermis,true crab,NA,adult,Both,middle to low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie; Light & Smith"
,532,Petrolisthes cinctipes,porcelain crab,flat porcelain crab,adult,N,middle to low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie"
,535,Pachycheles rudis,porcelain crab,thick clawed porcelain crab,adult,Both,low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie; Light & Smith"
,559,Fabia subquadrata,true crab,pea crab,adult,Both,low,filter feeder,preys_on,plankton,"Morris, Abbott, & Haderlie; Light & Smith"
,568,Tigriopus californicus,copepod,tig,adult,Both,high,omnivore,preys_on,plankton,"Morris, Abbott, & Haderlie; Light & Smith"
,127,Malacobdella grossa,nemertean,NA,adult,N,low,filter feeder,preys_on,plankton feeders,"Morris, Abbott, & Haderlie"
,776,Phoronopsis harmeri,phoronid,NA,adult,Both,all,filter feeder,preys_on,planktonic organisms ranging between 1.2-12um (ref #206),Light & Smith
,430,Platynereis bicanaliculata,polychaete,NA,adult,Both,low,grazer,preys_on,plants,"Morris, Abbott, & Haderlie; Light & Smith"
,417,Cryptochiton stelleri,chiton,gumboot chiton,adult,Both,low tidepools,grazer,preys_on,Plocamium,"Morris, Abbott, & Haderlie; Light & Smith"
,226,Haliotis fulgens,abalone,green abalone,adult,S,low,grazer,preys_on,Plocamium sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,491,Idotea montereyensis,isopod,NA,adult,N,middle to low,unknown,preys_on,Plocamium sp.,"Morris, Abbott, & Haderlie; Light & Smith"
yes,1937,Eubranchus rustyus,nudibranch,NA,adult,N,all,micropredator,preys_on,Plumularia lagenifera.,Light & Smith
expanded,634,Doto kya,nudibranch,NA,adult,Both,low,micropredator,preys_on,Plumularia sp.,Light & Smith
expanded,1936,Eubranchus rupium,nudibranch,NA,adult,N,all,micropredator,preys_on,Plumularia sp.,Light & Smith
,475,Cirolana harfordi,isopod,rock isopod,adult,Both,middle,carnivore (scavenger + predator),preys_on,polychaete worms,"Morris, Abbott, & Haderlie"
,553,Cancer oregonensis,true crab,Oregon cancer crab,adult,Both,low,typical predator,preys_on,polychaete worms,"Morris, Abbott, & Haderlie; Light & Smith"
,123,Emplectonema gracile,nemertean,ribbon worm,adult,Both,"high, middle",NA,preys_on,polychaetes,"Morris, Abbott, & Haderlie"
,298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,polychaetes,"Morris, Abbott, & Haderlie; Light & Smith"
,1704,Lineus bilineatus,nemertean,ribbon worm,adult,Both,all,typical predator,preys_on,polychaetes,Light & Smith
,1707,Lineus ruber,nemertean,ribbon worm,adult,N,middle,omnivore,preys_on,polychaetes,Light & Smith
,1709,Lineus ruber,nemertean,ribbon worm,juvenile,N,middle,omnivore,preys_on,polychaetes,Light & Smith
,1852,Perimangelia interfossa,snail,NA,adult,N,all,typical predator,preys_on,polychaetes,Light & Smith
,1853,Clathromangelia fuscoligata,snail,NA,adult,N,all,typical predator,preys_on,polychaetes,Light & Smith
,1854,Clathurella canfieldi,snail,NA,adult,N,all,typical predator,preys_on,polychaetes,Light & Smith
,1855,Mitromorpha aspera,snail,NA,adult,N,all,typical predator,preys_on,polychaetes,Light & Smith
,1856,Mitromorpha gracilior,snail,NA,adult,N,low,typical predator,preys_on,polychaetes,Light & Smith
,297,Pseudomelatoma torosa,snail,knobbed drill,adult,Both,low,typical predator,preys_on,polychates,"Morris, Abbott, & Haderlie; Light & Smith"
,1890,Hermaea oliviae,nudibranch,NA,adult,N,all,grazer,preys_on,Polysiphonia hendryi.,Light & Smith
,302,Stiliger fuscovittatus,nudibranch,streaked stilliger,adult,Both,low,grazer,preys_on,Polysiphortia spp.,"Morris, Abbott, & Haderlie; Light & Smith"
,208,Lottia pelta,true limpet,shield limpet,adult,Both,middle to low,grazer,preys_on,Postelsia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,483,Limnoria algarum,isopod,gribble,adult,Both,low,micropredator,preys_on,Postelsia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,144,Patiria miniata,asteroid,bat star,adult,Both,low,carnivore (scavenger + predator),preys_on,pretty much everything,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Protothaca,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),418,Octopus bimaculoides,octopus,two-spot octopus,adult,Both,middle to low,typical predator,preys_on,Protothaca staminea,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (soft sediment),559,Fabia subquadrata,true crab,pea crab,adult,Both,low,filter feeder,parasitic_on,Protothaca staminea,"Morris, Abbott, & Haderlie; Light & Smith"
,161,Amphipholis squamata,brittle star,NA,adult,Both,low,deposit feeder,preys_on,protozoa,"Morris, Abbott, & Haderlie; Light & Smith"
no - resource (subtidal),1919,Tritonia pickensi,nudibranch,NA,adult,S,all,micropredator,preys_on,Psammogorgia arbuscula.,Light & Smith
no - resource (subtidal),1917,Doriopsilla gemela,nudibranch,NA,adult,Both,all,micropredator,preys_on,Cliona californiana (Pseudosuberites pseudos),Light & Smith
,226,Haliotis fulgens,abalone,green abalone,adult,S,low,grazer,preys_on,Pterocladia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,236,Tegula brunnea,topsnail,brown turban snail,adult,Both,low,grazer,preys_on,Pterygophora sp.,"Morris, Abbott, & Haderlie; light & Smith"
,539,Pugettia producta,true crab,kelp crab,young,Both,low,omnivore,preys_on,Pterygophora sp.,"Morris, Abbott, & Haderlie"
,1495,Cafius luteipennis,insect,NA,adult,NA,all,typical predator,preys_on,pupae,Light & Smith
