resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,parasitic
2338,Foraminifera,microorganisms,1,2352,Desdimelita californica,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9619,n
2338,Foraminifera,microorganisms,1,1330,Allorchestes bellabella,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9269,n
2338,Foraminifera,microorganisms,1,1597,Nereis latescens,polychaete,1,1,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10438,n
2338,Foraminifera,microorganisms,1,1598,Nereis pelagica,polychaete,1,1,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10449,n
2338,Foraminifera,microorganisms,1,1599,Nereis procera,polychaete,1,1,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10460,n
2338,Foraminifera,microorganisms,1,414,Mopalia lignosa,chiton,1,1,NA,3,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,middle to low,pools,NA,yes,NA,3438,n
2338,Foraminifera,microorganisms,1,1273,Podocerus spongicolus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9955,n
2338,Foraminifera,microorganisms,1,1204,Paranthura elegans,isopod,1,3,2,6,1,Light & Smith,NA,all,both,NA,yes,NA,11387,n
2338,Foraminifera,microorganisms,1,1393,Elasmopus antennatus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9563,n
2338,Foraminifera,microorganisms,1,1394,Elasmopus mutatus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9577,n
2338,Foraminifera,microorganisms,1,1395,Elasmopus serricatus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9591,n
2338,Foraminifera,microorganisms,1,1594,Neanthes brandti,polychaete,1,1,4,4,1,"338, 337, 342",NA,all,both,no,yes,NA,10427,n
2338,Foraminifera,microorganisms,1,1320,Monocorophium insidiosum,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9227,n
2338,Foraminifera,microorganisms,1,1321,Monocorophium uenoi,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9241,n
2338,Foraminifera,microorganisms,1,563,Pinnixa longipes,true crab,1,1,3,10,1,300,NA,low,pools,NA,yes,NA,4061,n
2338,Foraminifera,microorganisms,1,994,Pinnixa tomentosa,true crab,1,1,3,10,1,300,NA,low,pools,NA,yes,NA,4062,n
2338,Foraminifera,microorganisms,1,994,Pinnixa tomentosa,true crab,1,1,4,10,1,Light & Smith,NA,all,pools,NA,yes,in tubeworms,4151,n
2338,Foraminifera,microorganisms,1,561,Pinnixa faba,true crab,4,1,3,10,1,300,NA,low,pools,NA,yes,NA,4060,n
2338,Foraminifera,microorganisms,1,1270,Lignophliantis pyrifera,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9311,n
2338,Foraminifera,microorganisms,1,1271,Pariphinotus escabrosus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9717,n
2338,Foraminifera,microorganisms,1,1272,Dulichia rhabdoplastis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9297,n
2338,Foraminifera,microorganisms,1,1274,Aoroides exilis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9059,n
2338,Foraminifera,microorganisms,1,1275,Aoroides inermis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9073,n
2338,Foraminifera,microorganisms,1,1276,Aoroides intermedius,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9087,n
2338,Foraminifera,microorganisms,1,1277,Bemlos concavus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9101,n
2338,Foraminifera,microorganisms,1,1278,Columbaora cyclocoxa,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9115,n
2338,Foraminifera,microorganisms,1,1279,Paramicrodeutopus schmitti,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9129,n
2338,Foraminifera,microorganisms,1,1306,Cerapus spp.,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9339,n
2338,Foraminifera,microorganisms,1,1307,Ericthonius brasiliensis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9353,n
2338,Foraminifera,microorganisms,1,1308,Ericthonius rubricornis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9367,n
2338,Foraminifera,microorganisms,1,1310,Ischyrocerus parvus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9381,n
2338,Foraminifera,microorganisms,1,1311,Jassa borowskyae,gammarid,1,1,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9395,n
2338,Foraminifera,microorganisms,1,1312,Jassa carltoni,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9409,n
2338,Foraminifera,microorganisms,1,1313,Jassa morinoi,gammarid,1,1,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9423,n
2338,Foraminifera,microorganisms,1,1314,Jassa shawi,gammarid,1,1,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9437,n
2338,Foraminifera,microorganisms,1,1315,Jassa slatteryi,gammarid,1,1,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9451,n
2338,Foraminifera,microorganisms,1,1317,Microjassa barnardi,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9465,n
2338,Foraminifera,microorganisms,1,1318,Microjassa litotes,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9479,n
2338,Foraminifera,microorganisms,1,1347,Atylus georgianus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9157,n
2338,Foraminifera,microorganisms,1,1350,Tiron biocellata,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10053,n
2338,Foraminifera,microorganisms,1,1351,Leucothoides pacifica,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9493,n
2338,Foraminifera,microorganisms,1,1355,Aristias veleronis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9143,n
2338,Foraminifera,microorganisms,1,1356,Dissiminassa dissimilis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9507,n
2338,Foraminifera,microorganisms,1,1357,Macronassa macromera,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9521,n
2338,Foraminifera,microorganisms,1,1358,Macronassa pariter,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9535,n
2338,Foraminifera,microorganisms,1,1359,Ocosingo borlus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9199,n
2338,Foraminifera,microorganisms,1,1360,Orchomenella recondita,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10067,n
2338,Foraminifera,microorganisms,1,1364,Foxiphalus obtusidens,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9745,n
2338,Foraminifera,microorganisms,1,1367,Commensipleustes commensalis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9759,n
2338,Foraminifera,microorganisms,1,1368,Dactylopleustes echionoides,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9773,n
2338,Foraminifera,microorganisms,1,1369,Gnathopleustes pachychaetus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9787,n
2338,Foraminifera,microorganisms,1,1370,Gnathopleustes pugettensis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9801,n
2338,Foraminifera,microorganisms,1,1371,Gnathopleustes serratus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9815,n
2338,Foraminifera,microorganisms,1,1372,Heteropleustes setosus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9829,n
2338,Foraminifera,microorganisms,1,1373,Micropleustes nautiloides,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9843,n
2338,Foraminifera,microorganisms,1,1374,Micropleustes nautilus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9857,n
2338,Foraminifera,microorganisms,1,1375,Pleusirus secorrus,gammarid,1,1,1,3,1,Light & Smith,NA,low,both,NA,yes,NA,9871,n
2338,Foraminifera,microorganisms,1,1376,Thorlaksonius brevirostris,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9885,n
2338,Foraminifera,microorganisms,1,1377,Thorlaksonius depressus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9899,n
2338,Foraminifera,microorganisms,1,1378,Thorlaksonius grandirostris,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9913,n
2338,Foraminifera,microorganisms,1,1379,Thorlaksonius subcarinatus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9927,n
2338,Foraminifera,microorganisms,1,1380,Trachypleustes trevori,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9941,n
2338,Foraminifera,microorganisms,1,1381,Calliopius carinatus,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9185,n
2338,Foraminifera,microorganisms,1,1383,Pontogeneia melanophthalma,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10039,n
2338,Foraminifera,microorganisms,1,1384,Accedomoera vagor,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9969,n
2338,Foraminifera,microorganisms,1,1385,Paramoera mohri,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9983,n
2338,Foraminifera,microorganisms,1,1386,Paramoera suchaneki,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9997,n
2338,Foraminifera,microorganisms,1,1387,Pontogeneia inermis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10011,n
2338,Foraminifera,microorganisms,1,1388,Pontogeneia intermedia,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,10025,n
2338,Foraminifera,microorganisms,1,1390,Netamelita cortada,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9325,n
2338,Foraminifera,microorganisms,1,1391,Ceradocus spinicauda,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9549,n
2338,Foraminifera,microorganisms,1,1392,Dulichiella spinosa,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9633,n
2338,Foraminifera,microorganisms,1,1396,Megamoera dentata,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9647,n
2338,Foraminifera,microorganisms,1,1397,Megamoera subtener,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9661,n
2338,Foraminifera,microorganisms,1,1398,Melita oregonensis,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9675,n
2338,Foraminifera,microorganisms,1,1399,Melita sulca,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9689,n
2338,Foraminifera,microorganisms,1,1400,Quadrimaera vigota,gammarid,1,1,1,3,1,Light & Smith,NA,all,both,NA,yes,NA,9605,n
2338,Foraminifera,microorganisms,1,1200,Cyathura munda,isopod,1,1,4,4,1,MAH,NA,low,pools,no,y,NA,20200,n
2338,Foraminifera,microorganisms,1,1201,Mesanthura occidentalis,isopod,1,1,4,4,1,MAH,NA,all,pools,no,y,NA,20206,n
2338,Foraminifera,microorganisms,1,1203,Colanthura bruscai,isopod,1,1,4,4,1,LS,NA,all,pools,no,y,NA,20212,n
2338,Foraminifera,microorganisms,1,509,Betaeus macginitieae,shrimp,1,1,3,4,1,433,NA,low,pools,n,y,"pigment indicative of ""generalist omnivore diet""",20485,n
2338,Foraminifera,microorganisms,1,1872,Diaphana californica,snail,1,1,NA,3,1,Light & Smith,NA,all,pools,NA,yes,NA,3439,n
2338,Foraminifera,microorganisms,1,1144,Gastrodelphys dalesi,copepod,1,1,4,4,1,312,NA,all,pools,NA,yes,NA,4368,n
2338,Foraminifera,microorganisms,1,1145,Gastrodelphys fernaldi,copepod,1,1,4,4,2,312,NA,all,pools,NA,yes,NA,4377,n
1009,Paguristes ulreyi,hermit crab,1,566,Pachygrapsus crassipes,true crab,1,1,NA,6,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,all,pools,NA,yes,NA,3444,n
1009,Paguristes ulreyi,hermit crab,1,710,Phanerodon vacca,fish,1,1,NA,6,1,"Morris, Abbott,, Haderlie",NA,low,pools,NA,yes,NA,3453,n
1010,Discorsopagurus schmitti,hermit crab,1,524,Pagurus samuelis,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17767,n
1010,Discorsopagurus schmitti,hermit crab,1,101,Anthopleura elegantissima,anemone,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14967,n
1010,Discorsopagurus schmitti,hermit crab,1,149,Leptasterias hexactis,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13455,n
1010,Discorsopagurus schmitti,hermit crab,1,99,Anthopleura xanthogrammica,anemone,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14951,n
1010,Discorsopagurus schmitti,hermit crab,1,16,Oligocottus maculosus,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14592,n
1010,Discorsopagurus schmitti,hermit crab,1,549,Cancer antennaria,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18357,n
1010,Discorsopagurus schmitti,hermit crab,1,562,Cancer gracilis,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18413,n
1010,Discorsopagurus schmitti,hermit crab,1,525,Pagurus hirsutiusculus,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17775,n
1010,Discorsopagurus schmitti,hermit crab,1,526,Pagurus hemphilli,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17783,n
1010,Discorsopagurus schmitti,hermit crab,1,527,Pagurus granosimanus,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17791,n
1010,Discorsopagurus schmitti,hermit crab,1,566,Pachygrapsus crassipes,true crab,1,1,NA,6,1,"Morris, Abbott, & Haderlie; Light & Smith",NA,all,pools,NA,yes,NA,3445,n
1010,Discorsopagurus schmitti,hermit crab,1,672,Leptasterias aequalis,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13463,n
1010,Discorsopagurus schmitti,hermit crab,1,550,Cancer anthonyi,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18365,n
1010,Discorsopagurus schmitti,hermit crab,1,554,Cancer productus,true crab,4,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18397,n
1010,Discorsopagurus schmitti,hermit crab,1,15,Clinocottus analis,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14454,n
1010,Discorsopagurus schmitti,hermit crab,1,555,Cancer productus,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18405,n
1010,Discorsopagurus schmitti,hermit crab,1,553,Cancer oregonensis,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18389,n
1010,Discorsopagurus schmitti,hermit crab,1,710,Phanerodon vacca,fish,1,1,NA,6,1,"Morris, Abbott,, Haderlie",NA,low,pools,NA,yes,NA,3454,n
1010,Discorsopagurus schmitti,hermit crab,1,11,Artedius fenestralis,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13720,n
1010,Discorsopagurus schmitti,hermit crab,1,2077,Artedius harringtoni,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13736,n
1010,Discorsopagurus schmitti,hermit crab,1,2088,Hemilepidotus hemilepidotus,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14553,n
1010,Discorsopagurus schmitti,hermit crab,1,2102,Xiphister atropurpureus,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14635,n
1010,Discorsopagurus schmitti,hermit crab,1,2081,Clinocottus acuticeps,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14462,n
1010,Discorsopagurus schmitti,hermit crab,1,2083,Clinocottus globiceps,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14478,n
1010,Discorsopagurus schmitti,hermit crab,1,2078,Artedius lateralis,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13744,n
1010,Discorsopagurus schmitti,hermit crab,1,2082,Clinocottus embryum,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14470,n
1010,Discorsopagurus schmitti,hermit crab,1,1012,Pagurus beringanus,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17815,n
1010,Discorsopagurus schmitti,hermit crab,1,551,Cancer jordani,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18373,n
1010,Discorsopagurus schmitti,hermit crab,1,552,Cancer branneri,true crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18381,n
1010,Discorsopagurus schmitti,hermit crab,1,2076,Artedius corallinus,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13728,n
1010,Discorsopagurus schmitti,hermit crab,1,2084,Clinocottus recalvus,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14486,n
1010,Discorsopagurus schmitti,hermit crab,1,2085,Clinocottus spp.,fish,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14494,n
1010,Discorsopagurus schmitti,hermit crab,1,1010,Discorsopagurus schmitti,hermit crab,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,17799,n
1010,Discorsopagurus schmitti,hermit crab,1,995,Cancer gracilis,true crab,4,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18421,n
1010,Discorsopagurus schmitti,hermit crab,1,996,Cancer gracilis,true crab,3,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18429,n
1010,Discorsopagurus schmitti,hermit crab,1,148,Leptasterias pusilla,sea star,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,13447,n
1010,Discorsopagurus schmitti,hermit crab,1,100,Anthopleura sola,anemone,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14959,n
1010,Discorsopagurus schmitti,hermit crab,1,103,Anthopleura artemisia,anemone,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14975,n
1010,Discorsopagurus schmitti,hermit crab,1,719,Enhydra lutris,mammal,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,14800,n
1010,Discorsopagurus schmitti,hermit crab,1,3049,Melanitta perspicillata,bird,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18641,n
1010,Discorsopagurus schmitti,hermit crab,1,3017,Larus argentatus,bird,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,NA,18913,n
1468,Chironomids,insect,3,8,Atherinops affinis,fish,1,1,2,6,1,357,Southern California,middle to low,pools,NA,yes,NA,11028,n
1468,Chironomids,insect,3,15,Clinocottus analis,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10873,n
1468,Chironomids,insect,3,2077,Artedius harringtoni,fish,1,1,4,6,2,354,"Puget Sound, WA",all,pools,NA,yes,NA,10994,n
1468,Chironomids,insect,3,2094,Oligocottus snyderi,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10911,n
1468,Chironomids,insect,3,2093,Oligocottus rubellio,fish,1,1,4,6,1,72,Central CA,all,pools,NA,yes,NA,11237,n
1468,Chironomids,insect,3,761,Ligia pallasii,isopod,1,1,NA,6,1,Walla Walla; Light & Smith,NA,high,exposed,NA,yes,NA,3468,n
1468,Chironomids,insect,3,1500,Cafius nauticus,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3505,n
1468,Chironomids,insect,3,1497,Cafius opacus,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3493,n
1468,Chironomids,insect,3,1498,Cafius sulcicollis,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3497,n
1468,Chironomids,insect,3,1499,Cafius sulcicollis,insect,3,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3501,n
1468,Chironomids,insect,3,1454,Agaue californica,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10669,n
1468,Chironomids,insect,3,1455,Agaue variabilis,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10638,n
1468,Chironomids,insect,3,1448,Agauopsis curvata,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10607,n
1468,Chironomids,insect,3,1453,Agauopsis filirostris,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10576,n
1468,Chironomids,insect,3,1449,Agauopsis newelli,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10545,n
1468,Chironomids,insect,3,1456,Copidognathus curtus,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10700,n
1468,Chironomids,insect,3,1450,Halacarus magniporus,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10514,n
1468,Chironomids,insect,3,2095,Oligocottus spp.,fish,1,1,3,6,1,72,Central CA,all,pools,NA,yes,NA,10979,n
1468,Chironomids,insect,3,1483,Cercyon fimbriatus,insect,3,1,3,6,2,MAH,NA,high,exposed,NA,yes,reported in MAH but they were guessing based on Cercyon sp. in Europe,10754,n
1468,Chironomids,insect,3,1485,Cercyon luniger,insect,3,1,3,6,2,MAH,NA,high,exposed,NA,yes,reported in MAH but they were guessing based on Cercyon sp. in Europe,10758,n
1468,Chironomids,insect,3,1515,Liparocephalus cordicollis,insect,3,1,1,3,1,351,NA,high,exposed,NA,yes,NA,10753,n
1468,Chironomids,insect,3,1463,Trichocorixa reticulata,insect,1,1,3,10,1,315,NA,NA,both,NA,yes,NA,4393,n
1468,Chironomids,insect,3,1464,Trichocorixa verticalis californica,insect,1,1,3,10,1,315,NA,NA,both,NA,yes,NA,4394,n
1468,Chironomids,insect,3,1465,Corisella decolor,insect,1,1,3,6,1,315,NA,NA,both,NA,yes,NA,4391,n
1468,Chironomids,insect,3,1466,Corisella inscripta,insect,1,1,3,6,1,315,NA,NA,both,NA,yes,NA,4392,n
1468,Chironomids,insect,3,1476,Anisolabis maritima,insect,1,1,3,6,1,Light & Smith,NA,high,exposed,NA,yes,limited inferred insect prey to non-volant insects and life stages,3624,n
1468,Chironomids,insect,3,3031,Tringa melanoleuca,bird,1,1,3,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11654,n
1468,Chironomids,insect,3,3043,Egretta thula,bird,1,1,2,6,1,393,NA,all,exposed,no,y,NA,19662,n
1468,Chironomids,insect,3,3015,Chroicocephalus philadelphia,bird,1,1,2,6,1,392,NA,all,exposed,no,y,NA,19572,n
1474,Coelopa (Fucomyia) frigida,insect,3,761,Ligia pallasii,isopod,1,1,NA,6,1,Walla Walla; Light & Smith,NA,high,exposed,NA,yes,NA,3469,n
1474,Coelopa (Fucomyia) frigida,insect,3,1500,Cafius nauticus,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3506,n
1474,Coelopa (Fucomyia) frigida,insect,3,1497,Cafius opacus,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3494,n
1474,Coelopa (Fucomyia) frigida,insect,3,1498,Cafius sulcicollis,insect,1,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3498,n
1474,Coelopa (Fucomyia) frigida,insect,3,1499,Cafius sulcicollis,insect,3,1,NA,6,1,Light & Smith,NA,high,exposed,NA,yes,NA,3502,n
1474,Coelopa (Fucomyia) frigida,insect,3,1454,Agaue californica,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10672,n
1474,Coelopa (Fucomyia) frigida,insect,3,1455,Agaue variabilis,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10641,n
1474,Coelopa (Fucomyia) frigida,insect,3,1448,Agauopsis curvata,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10610,n
1474,Coelopa (Fucomyia) frigida,insect,3,1453,Agauopsis filirostris,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10579,n
1474,Coelopa (Fucomyia) frigida,insect,3,1449,Agauopsis newelli,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10548,n
1474,Coelopa (Fucomyia) frigida,insect,3,1456,Copidognathus curtus,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10703,n
1474,Coelopa (Fucomyia) frigida,insect,3,1450,Halacarus magniporus,mite,1,1,4,10,2,"345, 346",NA,high,both,NA,yes,NA,10517,n
1474,Coelopa (Fucomyia) frigida,insect,3,1476,Anisolabis maritima,insect,1,1,3,6,1,Light & Smith,NA,high,exposed,NA,yes,limited inferred insect prey to non-volant insects and life stages,3627,n
1474,Coelopa (Fucomyia) frigida,insect,3,3031,Tringa melanoleuca,bird,1,1,3,5,2,409,Alaska,NA,NA,NA,NA,"eaten by ""birds""",11656,n
1474,Coelopa (Fucomyia) frigida,insect,3,3043,Egretta thula,bird,1,1,2,6,1,393,NA,all,exposed,no,y,NA,19668,n
1474,Coelopa (Fucomyia) frigida,insect,3,3015,Chroicocephalus philadelphia,bird,1,1,2,6,1,392,NA,all,exposed,no,y,NA,19578,n
1531,Emphyastes fucicola,insect,3,8,Atherinops affinis,fish,1,1,2,6,1,357,Southern California,middle to low,pools,NA,yes,NA,11023,n
1531,Emphyastes fucicola,insect,3,15,Clinocottus analis,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10868,n
1531,Emphyastes fucicola,insect,3,2077,Artedius harringtoni,fish,1,1,4,6,2,354,"Puget Sound, WA",all,pools,NA,yes,NA,10989,n
1531,Emphyastes fucicola,insect,3,2094,Oligocottus snyderi,fish,1,1,2,6,1,72,Central CA,all,pools,NA,yes,NA,10906,n
1531,Emphyastes fucicola,insect,3,2093,Oligocottus rubellio,fish,1,1,4,6,1,72,Central CA,all,pools,NA,yes,NA,11232,n
1531,Emphyastes fucicola,insect,3,761,Ligia pallasii,isopod,1,1,NA,6,1,Walla Walla; Light & Smith,NA,high,exposed,NA,yes,NA,3470,n
1531,Emphyastes fucicola,insect,3,2095,Oligocottus spp.,fish,1,1,3,6,1,72,Central CA,all,pools,NA,yes,NA,10974,n
1531,Emphyastes fucicola,insect,3,1476,Anisolabis maritima,insect,1,1,3,6,1,Light & Smith,NA,high,exposed,NA,yes,limited inferred insect prey to non-volant insects and life stages,3683,n
