resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,confidence,incl.code
2324,epiphytic diatoms,microalgae,1,205,Lottia strigatella,true limpet,4,1,"Simison & Lindberg 2003, Light & Smith, Jessica Bean pers comm",3,4,1
2324,epiphytic diatoms,microalgae,1,206,Lottia strigatella,true limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,209,Lottia persona,true limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,240,Tegula eiseni,snail,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,245,Homalopoma luridum,topsnail,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,252,Bittium eschrichtii,snail,1,3,"Morris, Abbott, & Haderlie",4,4,1
2324,epiphytic diatoms,microalgae,1,361,Onchidella borealis,snail,1,1,"Morris, Abbott, & Haderlie",3,NA,1
2324,epiphytic diatoms,microalgae,1,426,Harmothoe imbricata,scale worm,1,1,372,3,2,2
2324,epiphytic diatoms,microalgae,1,477,Exosphaeroma amplicauda,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,478,Exosphaeroma octoncum,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,479,Exosphaeroma rhomburum,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,482,Paracerceis gilliana,isopod,1,1,"Morris, Abbott, & Haderlie",4,4,1
2324,epiphytic diatoms,microalgae,1,491,Idotea montereyensis,isopod,1,3,"Morris, Abbott, & Haderlie; Light & Smith",4,4,1
2324,epiphytic diatoms,microalgae,1,492,Pentidotea kirchanskii,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,495,Colidotea rostrata,isopod,1,3,288,3,1,1
2324,epiphytic diatoms,microalgae,1,501,Ampithoe plumulosa,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,506,Caprella sp.,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,537,Epialtoides hiltoni,true crab,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,599,Apohyale grandicornis,amphipod,3,3,285,3,2,1
2324,epiphytic diatoms,microalgae,1,609,Protohyale (Protohyale) frequens,gammarid,1,1,304; Light & Smith,3,3,1
2324,epiphytic diatoms,microalgae,1,1000,Lophopanopeus bellus bellus,true crab,1,3,280,5,4,2
2324,epiphytic diatoms,microalgae,1,1001,Lophopanopeus bellus digensis,true crab,1,3,280,5,4,2
2324,epiphytic diatoms,microalgae,1,1002,Lophopanopeus leucomanus,true crab,1,3,293,6,4,1
2324,epiphytic diatoms,microalgae,1,1012,Pagurus beringanus,hermit crab,1,30,352,3,2,2
2324,epiphytic diatoms,microalgae,1,1235,Ancinus granulatus,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1236,Dynamene benedicti,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1237,Dynamenella dilatata,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1238,Dynamenella glabra,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1239,Dynamenella sheareri,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1241,Exosphaeroma inornata,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1242,Gnorimosphaeroma noblei,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1243,Paradella dianae,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1244,Sphaeroma quoianum,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1245,Sphaeroma walkeri,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1249,Colidotea findleyi,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1250,Erichsonella crenulata,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1251,Erichsonella pseudoculata,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1252,Idotea ochotensis,isopod,1,3,Light & Smith,4,4,1
2324,epiphytic diatoms,microalgae,1,1254,Idotea rufescens,isopod,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1255,Pentidotea schmitti,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1256,Synidotea berolzheimeri,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1257,Synidotea consolidata,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1258,Synidotea harfordi,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1259,Synidotea pettiboneae,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1260,Synidotea ritteri,isopod,1,3,317,4,4,1
2324,epiphytic diatoms,microalgae,1,1290,Ampithoe corallina,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1291,Ampithoe dalli,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1292,Ampithoe lacertosa,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1294,Ampithoe pollex,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1295,Ampithoe ramondi,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1296,Ampithoe sectimanus,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1301,Peramphithoe lindbergi,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1303,Peramphithoe plea,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1305,Peramphithoe tea,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1332,Apohyale anceps,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1333,Apohyale californica,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1334,Apohyale pugettensis,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1335,Parallorchestes americana,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1336,Parallorchestes cowani,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1337,Parallorchestes leblondi,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1338,Protohyale (Leptohyale) longipalpa,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1339,Ptilohyale littoralis,gammarid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1354,Cryptodius kelleri,gammarid,1,1,NA,3,2,2
2324,epiphytic diatoms,microalgae,1,1365,Chromopleustes lineatus,gammarid,1,1,NA,3,2,2
2324,epiphytic diatoms,microalgae,1,1403,Caprella alaskana,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1404,Caprella brevirostris,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1407,Caprella ferrea,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1408,Caprella greenleyi,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1409,Caprella incisa,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1410,Caprella kennerlyi,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1411,Caprella laeviuscula,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1412,Caprella natalensis,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1413,Caprella penantis,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1414,Caprella pilipalma,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1415,Caprella verrucosa,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1417,Tritella laevis,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1418,Tritella pilimana,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1419,Cercops compactus,caprellid,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1457,Hyadesiid mites,mite,1,3,"344, 345",3,2,2
2324,epiphytic diatoms,microalgae,1,1458,Ameronothroiid mites,mite,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1758,Lepidozona radians,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1763,Cyanoplax berryana,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1764,Cyanoplax caverna,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1765,Cyanoplax dentiens,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1766,Cyanoplax keepiana,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1767,Cyanoplax lowei,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1768,Cyanoplax cryptica,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1769,Cyanoplax thomasi,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1770,Nuttallina fluxa,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1771,Tonicella lokii,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1777,Mopalia kennerleyi,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1778,Mopalia lionota,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1779,Mopalia plumosa,chiton,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1800,Eatonina sp.,microsnail,1,1,NA,10,4,1
2324,epiphytic diatoms,microalgae,1,1809,Caecum californicum,microsnail,1,1,NA,10,4,1
2324,epiphytic diatoms,microalgae,1,1812,Fartulum orcutti,microsnail,1,1,NA,10,4,1
2324,epiphytic diatoms,microalgae,1,1873,Haminoea virescens,sea slug,1,3,333,3,3,2
2324,epiphytic diatoms,microalgae,1,1875,Williamia peltoides,limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1876,Lottia digitalis situs,limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1878,Littorina plena,limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,1881,Runcina macfarlandi,limpet,1,1,NA,4,4,1
2324,epiphytic diatoms,microalgae,1,2104,Ceratomyxa gracilis,myxozoan,1,3,360,3,1,1
2324,epiphytic diatoms,microalgae,1,2338,Foraminifera,microorganisms,1,1,Light & Smith,4,2,1
2324,epiphytic diatoms,microalgae,1,2375,Haliotis sp.,snail,4,1,ZZ,1,3,1
2324,epiphytic diatoms,microalgae,1,2399,Nocticanace arnaudi,insect,3,3,349; 350,3,1,1
2325,drift algae,algae,0,142,Linckia columbiae,sea star,1,3,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
2325,drift algae,algae,0,169,Strongylocentrotus franciscanus,urchin,1,1,NA,4,4,1
2325,drift algae,algae,0,200,Lottia fenestrata,true limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,206,Lottia strigatella,true limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,209,Lottia persona,true limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,229,Haliotis cracherodii,abalone,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
2325,drift algae,algae,0,237,Tegula funebralis,topsnail,1,30,"Morris, Abbott, & Haderlie",3,NA,1
2325,drift algae,algae,0,240,Tegula eiseni,snail,1,1,NA,4,4,1
2325,drift algae,algae,0,245,Homalopoma luridum,topsnail,1,1,NA,4,4,1
2325,drift algae,algae,0,252,Bittium eschrichtii,snail,1,30,"Morris, Abbott, & Haderlie",4,4,1
2325,drift algae,algae,0,430,Platynereis bicanaliculata,polychaete,1,30,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
2325,drift algae,algae,0,477,Exosphaeroma amplicauda,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,478,Exosphaeroma octoncum,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,479,Exosphaeroma rhomburum,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,482,Paracerceis gilliana,isopod,1,3,"Morris, Abbott, & Haderlie",4,4,1
2325,drift algae,algae,0,491,Idotea montereyensis,isopod,1,30,"Morris, Abbott, & Haderlie; Light & Smith",4,4,1
2325,drift algae,algae,0,492,Pentidotea kirchanskii,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,493,Idotea urotoma,isopod,1,30,"Morris, Abbott, & Haderlie; LIght & Smith",10,3,1
2325,drift algae,algae,0,501,Ampithoe plumulosa,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,506,Caprella sp.,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,509,Betaeus macginitieae,shrimp,1,1,433,4,3,1
2325,drift algae,algae,0,524,Pagurus samuelis,hermit crab,1,30,"Morris, Abbott, & Haderlie",3,NA,1
2325,drift algae,algae,0,537,Epialtoides hiltoni,true crab,1,1,NA,4,4,1
2325,drift algae,algae,0,609,Protohyale (Protohyale) frequens,gammarid,1,3,304; Light & Smith,3,3,1
2325,drift algae,algae,0,676,Diopatra ornata,polychaete,1,3,289,3,1,1
2325,drift algae,algae,0,1000,Lophopanopeus bellus bellus,true crab,1,3,280,5,4,2
2325,drift algae,algae,0,1001,Lophopanopeus bellus digensis,true crab,1,3,280,5,4,2
2325,drift algae,algae,0,1002,Lophopanopeus leucomanus,true crab,1,3,293,6,1,1
2325,drift algae,algae,0,1010,Discorsopagurus schmitti,hermit crab,1,3,280,3,1,1
2325,drift algae,algae,0,1235,Ancinus granulatus,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1236,Dynamene benedicti,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1237,Dynamenella dilatata,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1238,Dynamenella glabra,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1239,Dynamenella sheareri,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1241,Exosphaeroma inornata,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1242,Gnorimosphaeroma noblei,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1243,Paradella dianae,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1244,Sphaeroma quoianum,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1245,Sphaeroma walkeri,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1249,Colidotea findleyi,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1250,Erichsonella crenulata,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1251,Erichsonella pseudoculata,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1252,Idotea ochotensis,isopod,1,30,Light & Smith,4,4,1
2325,drift algae,algae,0,1254,Idotea rufescens,isopod,1,1,NA,4,4,1
2325,drift algae,algae,0,1255,Pentidotea schmitti,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1256,Synidotea berolzheimeri,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1257,Synidotea consolidata,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1258,Synidotea harfordi,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1259,Synidotea pettiboneae,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1260,Synidotea ritteri,isopod,1,3,317,4,4,1
2325,drift algae,algae,0,1270,Lignophliantis pyrifera,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1271,Pariphinotus escabrosus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1272,Dulichia rhabdoplastis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1273,Podocerus spongicolus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1274,Aoroides exilis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1275,Aoroides inermis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1276,Aoroides intermedius,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1277,Bemlos concavus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1278,Columbaora cyclocoxa,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1279,Paramicrodeutopus schmitti,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1290,Ampithoe corallina,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1291,Ampithoe dalli,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1292,Ampithoe lacertosa,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1294,Ampithoe pollex,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1295,Ampithoe ramondi,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1296,Ampithoe sectimanus,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1297,Ampithoe simulans,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1301,Peramphithoe lindbergi,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1303,Peramphithoe plea,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1305,Peramphithoe tea,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1306,Cerapus spp.,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1307,Ericthonius brasiliensis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1308,Ericthonius rubricornis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1310,Ischyrocerus parvus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1311,Jassa borowskyae,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1312,Jassa carltoni,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1313,Jassa morinoi,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1314,Jassa shawi,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1315,Jassa slatteryi,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1317,Microjassa barnardi,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1318,Microjassa litotes,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1320,Monocorophium insidiosum,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1321,Monocorophium uenoi,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1329,Allorchestes rickeri,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1330,Allorchestes bellabella,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1331,Allorchestes angustus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1332,Apohyale anceps,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1333,Apohyale californica,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1334,Apohyale pugettensis,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1335,Parallorchestes americana,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1336,Parallorchestes cowani,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1337,Parallorchestes leblondi,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1338,Protohyale (Leptohyale) longipalpa,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1339,Ptilohyale littoralis,gammarid,1,1,NA,4,4,1
2325,drift algae,algae,0,1347,Atylus georgianus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1348,Atylus tridens,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1349,Hartmanodes hartmanae,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1350,Tiron biocellata,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1351,Leucothoides pacifica,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1355,Aristias veleronis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1356,Dissiminassa dissimilis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1357,Macronassa macromera,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1358,Macronassa pariter,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1359,Ocosingo borlus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1360,Orchomenella recondita,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1364,Foxiphalus obtusidens,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1367,Commensipleustes commensalis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1368,Dactylopleustes echionoides,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1369,Gnathopleustes pachychaetus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1370,Gnathopleustes pugettensis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1371,Gnathopleustes serratus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1372,Heteropleustes setosus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1373,Micropleustes nautiloides,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1374,Micropleustes nautilus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1375,Pleusirus secorrus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1376,Thorlaksonius brevirostris,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1377,Thorlaksonius depressus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1378,Thorlaksonius grandirostris,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1379,Thorlaksonius subcarinatus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1380,Trachypleustes trevori,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1381,Calliopius carinatus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1383,Pontogeneia melanophthalma,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1384,Accedomoera vagor,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1385,Paramoera mohri,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1386,Paramoera suchaneki,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1387,Pontogeneia inermis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1388,Pontogeneia intermedia,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1390,Netamelita cortada,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1391,Ceradocus spinicauda,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1392,Dulichiella spinosa,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1393,Elasmopus antennatus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1394,Elasmopus mutatus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1395,Elasmopus serricatus,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1396,Megamoera dentata,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1397,Megamoera subtener,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1398,Melita oregonensis,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1399,Melita sulca,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1400,Quadrimaera vigota,gammarid,1,3,Light & Smith,3,1,1
2325,drift algae,algae,0,1403,Caprella alaskana,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1404,Caprella brevirostris,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1407,Caprella ferrea,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1408,Caprella greenleyi,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1409,Caprella incisa,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1410,Caprella kennerlyi,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1411,Caprella laeviuscula,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1412,Caprella natalensis,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1413,Caprella penantis,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1414,Caprella pilipalma,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1415,Caprella verrucosa,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1417,Tritella laevis,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1418,Tritella pilimana,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1419,Cercops compactus,caprellid,1,1,NA,4,4,1
2325,drift algae,algae,0,1457,Hyadesiid mites,mite,1,3,"344, 345",3,2,2
2325,drift algae,algae,0,1458,Ameronothroiid mites,mite,1,1,NA,4,4,1
2325,drift algae,algae,0,1467,Chironomids,insect,1,30,315,3,3,1
2325,drift algae,algae,0,1594,Neanthes brandti,polychaete,1,3,"338, 337, 342",4,4,1
2325,drift algae,algae,0,1597,Nereis latescens,polychaete,1,3,"338, 337, 342",4,4,1
2325,drift algae,algae,0,1598,Nereis pelagica,polychaete,1,3,"338, 337, 342",4,4,1
2325,drift algae,algae,0,1599,Nereis procera,polychaete,1,3,"338, 337, 342",4,4,1
2325,drift algae,algae,0,1758,Lepidozona radians,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1763,Cyanoplax berryana,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1764,Cyanoplax caverna,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1765,Cyanoplax dentiens,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1766,Cyanoplax keepiana,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1767,Cyanoplax lowei,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1768,Cyanoplax cryptica,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1769,Cyanoplax thomasi,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1770,Nuttallina fluxa,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1771,Tonicella lokii,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1777,Mopalia kennerleyi,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1778,Mopalia lionota,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1779,Mopalia plumosa,chiton,1,1,NA,4,4,1
2325,drift algae,algae,0,1875,Williamia peltoides,limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,1876,Lottia digitalis situs,limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,1877,Littorina littorea,limpet,1,30,Light & Smith,3,NA,1
2325,drift algae,algae,0,1878,Littorina plena,limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,1881,Runcina macfarlandi,limpet,1,1,NA,4,4,1
2325,drift algae,algae,0,2340,Acanthomysis sp.,mysid,1,30,306,6,4,1
2325,drift algae,algae,0,2341,Alienacanthomysis macropsis,mysid,1,3,306,4,4,1
2325,drift algae,algae,0,2343,Holmesimysis costata,mysid,1,3,306,4,4,1
