node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
351_Orienthella trilineata,351_Orienthella trilineata,351,Orienthella trilineata,Coryphella trilineata,nudibranch,three-lined,adult,1,Both,common,436,low,NA,solitary,mobile,Taxonomic,Species,1049566,Animalia,Mollusca,Gastropoda,Nudibranchia,Coryphellidae,Orienthella,n,micropredator,micropredator
303_Aplysiopsis enteromorphae,303_Aplysiopsis enteromorphae,303,Aplysiopsis enteromorphae,Aplysiopsis smithi,nudibranch,NA,adult,1,N,present,435,all,"Usually on Chaetomorpha spp., Rhizoclonium, or Cladophora spp",solitary,mobile,Taxonomic,Species,494528,Animalia,Mollusca,Gastropoda,NA,Hermaeidae,Aplysiopsis,n,grazer,micropredator
1894_Adalaria jannae,1894_Adalaria jannae,1894,Adalaria jannae,Onchidoris muricata,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,535688,Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Adalaria,n,micropredator,micropredator
302_Stiliger fuscovittatus,302_Stiliger fuscovittatus,302,Stiliger fuscovittatus,NA,nudibranch,streaked stilliger,adult,1,Both,abundant,436; 435,low,"seasonal abundance, exclusively on filamentous red algae",solitary,mobile,Taxonomic,Species,494601,Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Stiliger,n,grazer,micropredator
1134_Chondracanthus gracilis,1134_Chondracanthus gracilis,1134,Chondracanthus gracilis,NA,copepod,NA,adult,1,NA,present,435,all,"In the gill cavity of Hexagrammidae, the cabezon",solitary,sessile,Taxonomic,Species,350082,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,endoparasite,macroparasite
1137_Chondracanthus pinguis,1137_Chondracanthus pinguis,1137,Chondracanthus pinguis,NA,copepod,NA,adult,1,NA,present,435,all,"gill cavity of Hexagrammidae, cabezon, Scorpaenidae (rockfishes),, Stichaeidae (pricklebacks)",solitary,sessile,Taxonomic,Species,350095,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,endoparasite,macroparasite
1182_Caligus clemensi,1182_Caligus clemensi,1182,Caligus clemensi,NA,copepod,NA,adult,1,NA,present,435,all,Found on the body surfaces of fish,solitary,sessile,Taxonomic,Species,349592,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,y,endoparasite,macroparasite
1186_Lepeophtheirus oblitus,1186_Lepeophtheirus oblitus,1186,Lepeophtheirus oblitus,NA,copepod,NA,adult,1,NA,present,435,all,"body, in the gill cavity",solitary,sessile,Taxonomic,Species,352758,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,endoparasite,macroparasite
1187_Lepeophtheirus salmonis,1187_Lepeophtheirus salmonis,1187,Lepeophtheirus salmonis,NA,copepod,NA,adult,1,NA,present,435,all,Found on the body surfaces of fish,solitary,sessile,Taxonomic,Species,135782,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,endoparasite,macroparasite
2181_Chondracanthus deltoideus,2181_Chondracanthus deltoideus,2181,Chondracanthus deltoideus,Acanthochondria deltoidea,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,350073,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,ectoparasite,pathogen
2224_Hexagrammia longitestis,2224_Hexagrammia longitestis,2224,Hexagrammia longitestis,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,990560,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Stenakridae,Hexagrammia,y,endoparasite,macroparasite
2249_Prosomicrocotyla chiri,2249_Prosomicrocotyla chiri,2249,Prosomicrocotyla chiri,Microcotyle chiri,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,718174,Animalia,Platyhelminthes,Monogenea,Mazocraeidea,Microcotylidae,Prosomicrocotyla,y,ectoparasite,pathogen
2253_Helicometra pleurogrammi,2253_Helicometra pleurogrammi,2253,Helicometra pleurogrammi,Neohelicometra pleurogrammi,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,756962,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Helicometra,y,endoparasite,macroparasite
2360_Hexagrammia zhukovi,2360_Hexagrammia zhukovi,2360,Hexagrammia zhukovi,Anisorchis zhukovi,trematode,NA,adult,1,Both,present,205,all,Hexagrammos lagocephalus,NA,NA,Taxonomic,Species,990558,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Stenakridae,Hexagrammia,y,endoparasite,macroparasite
2140_Prosorhynchus sp.,2140_Prosorhynchus sp._metacercaria,2140,Prosorhynchus sp.,NA,trematode,NA,metacercaria,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,108673,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchus,y,endoparasite,macroparasite
2141_Prosorhynchus sp.,2141_Prosorhynchus sp.,2141,Prosorhynchus sp.,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,108673,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchus,y,endoparasite,macroparasite
2177_Lituaria sp.,2177_Lituaria sp.,2177,Lituaria sp.,Clavella sp.,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,205229,Animalia,Cnidaria,Octocorallia,Scleralcyonacea,Veretillidae,Lituaria,y,ectoparasite,pathogen
2182_Zschokkella embiotocidis,2182_Zschokkella embiotocidis,2182,Zschokkella embiotocidis,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1738657,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,Zschokkella,y,endoparasite,macroparasite
2204_Cucullanus sp.,2204_Cucullanus sp.,2204,Cucullanus sp.,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,22861,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus,y,endoparasite,macroparasite
2207_Derogenoides sp.,2207_Derogenoides sp._juvenile,2207,Derogenoides sp.,NA,leech,NA,juvenile,4,NA,present,205,all,NA,solitary,sessile,Taxonomic,Unidentified Species,108723,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Derogenidae,Derogenoides,y,ectoparasite,pathogen
2208_Diplangus macrovitellus,2208_Diplangus macrovitellus,2208,Diplangus macrovitellus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,734330,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Diplangidae,Diplangus,y,endoparasite,macroparasite
2223_Henneguya sp.,2223_Henneguya sp.,2223,Henneguya sp.,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,120288,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxobolidae,Henneguya,y,endoparasite,macroparasite
2244_Lepeophtheirus parvus,2244_Lepeophtheirus parvus,2244,Lepeophtheirus parvus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,352764,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,ectoparasite,pathogen
2246_Lepeophtheirus sp.,2246_Lepeophtheirus sp.,2246,Lepeophtheirus sp.,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,135568,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,ectoparasite,pathogen
2251_Myxidium oviforme,2251_Myxidium oviforme,2251,Myxidium oviforme,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,120411,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,Myxidium,y,endoparasite,macroparasite
2267_Prosorhynchoides sp.,2267_Prosorhynchoides sp._metacercaria,2267,Prosorhynchoides sp.,NA,trematode,NA,metacercaria,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Unidentified Species,108672,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchoides,y,endoparasite,macroparasite
2273_Rhipidocotyle sp.,2273_Rhipidocotyle sp._metacercaria,2273,Rhipidocotyle sp.,NA,trematode,NA,metacercaria,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Unidentified Species,108674,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Rhipidocotyle,y,endoparasite,macroparasite
2358_Encotyllabe pricei,2358_Encotyllabe pricei,2358,Encotyllabe pricei,Allencotyle pricei,monogene,NA,adult,1,Both,present,205,all,on Phanerodon vacca,NA,NA,Taxonomic,Species,717809,Animalia,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,Encotyllabe,y,endoparasite,macroparasite
2367_Davisia reginae,2367_Davisia reginae,2367,Davisia reginae,NA,myxozoan,NA,adult,1,Both,present,205,all,in Phanerodon vacca,colonial,sessile,Taxonomic,Species,1379323,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sinuolineidae,Davisia,y,endoparasite,macroparasite
3058_Maritrema megametrios,3058_Maritrema megametrios_metacercaria,3058,Maritrema megametrios,NA,trematode,NA,metacercaria,5,Both,present,386,host zone,host,aggregating,NA,Taxonomic,Species,767833,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,Maritrema,y,endoparasite,macroparasite
158_Lissothuria nutriens,158_Lissothuria nutriens,158,Lissothuria nutriens,NA,cucumber,NA,adult,1,Both,common,436; 435,low,"holdfasts, seagrass beds, vertical rocks, w/in colonial organisms",solitary,mobile,Taxonomic,Species,529527,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Psolidae,Lissothuria,n,deposit feeder,detritivore
256_Antisabia panamensis,256_Antisabia panamensis,256,Antisabia panamensis,Hipponix craniodes,slipper snail,hoof snail,adult,1,Both,fairly common,436; 435,low,"high surf, under rocks, in crevices; In colonies on under-surfaces of rocks at low tide",aggregating,mobile,Taxonomic,Species,1673886,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Antisabia,n,detritivore,detritivore
257_Hipponix tumens,257_Hipponix tumens,257,Hipponix tumens,NA,slipper snail,ribbed hoof snail,adult,1,Both,fairly common,436; 435,low,crevices,solitary,mobile,Taxonomic,Species,766722,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Hipponix,n,grazer,micropredator
1792_Lirobittium attenuatum,1792_Lirobittium attenuatum,1792,Lirobittium attenuatum,NA,snail,NA,adult,1,N,present,435,all,"In sand, gravel, under rocks, in surfgrass holdfasts",solitary,mobile,Taxonomic,Species,580433,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Lirobittium,n,detritivore,detritivore
1794_Lirobittium interfossa,1794_Lirobittium interfossa,1794,Lirobittium interfossa,NA,snail,NA,adult,1,N,uncommon,435,low,"In gravel, under algae",solitary,mobile,Taxonomic,Species,580439,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Lirobittium,n,detritivore,detritivore
1795_Lirobittium latifilosum,1795_Lirobittium latifilosum,1795,Lirobittium latifilosum,NA,snail,NA,adult,1,N,uncommon,435,low,"In gravel, under algae",solitary,mobile,Taxonomic,Species,580431,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Lirobittium,n,detritivore,detritivore
894_Parasagitta euneritica,894_Parasagitta euneritica,894,Parasagitta euneritica,NA,chaetognath,NA,adult,1,Both,present,435,all,pelagic,solitary,mobile,Taxonomic,Species,266254,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,n,carnivore (scavenger + predator),predator
895_Flaccisagitta enflata,895_Flaccisagitta enflata,895,Flaccisagitta enflata,Sagitta enflata,chaetognath,NA,adult,1,Both,abundant,435,all,pelagic,solitary,mobile,Taxonomic,Species,105434,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,n,carnivore (scavenger + predator),predator
896_Flaccisagitta enflata,896_Flaccisagitta enflata_juvenile,896,Flaccisagitta enflata,Sagitta enflata,chaetognath,NA,juvenile,4,Both,abundant,435,all,pelagic,solitary,mobile,Taxonomic,Species,105434,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta,n,carnivore (scavenger + predator),predator
897_Mesosagitta minima,897_Mesosagitta minima,897,Mesosagitta minima,Sagitta minima,chaetognath,NA,adult,1,S,present,435,all,pelagic,solitary,mobile,Taxonomic,Species,105437,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta,n,carnivore (scavenger + predator),predator
898_Serratosagitta bierii,898_Serratosagitta bierii,898,Serratosagitta bierii,Sagitta bierii,chaetognath,NA,adult,1,S,common,435,all,pelagic,solitary,mobile,Taxonomic,Species,266267,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta,n,carnivore (scavenger + predator),predator
899_Paraspadella pimukatharos,899_Paraspadella pimukatharos,899,Paraspadella pimukatharos,Spadella pimukatharos,chaetognath,NA,adult,1,S,present,435; 510,mid to low,benthic on coralline algae fragments,solitary,mobile,Taxonomic,Species,266813,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Spadellidae,Paraspadella,n,carnivore (scavenger + predator),predator
2021_Collastoma pacifica,2021_Collastoma pacifica,2021,Collastoma pacifica,NA,turbellarian,NA,adult,1,N,present,435,all,In gut of sipunculan Themiste pyroides,solitary,mobile,Taxonomic,Species,480802,Animalia,Platyhelminthes,NA,Rhabdocoela,Umagillidae,Collastoma,n,carnivore (scavenger + predator),predator
2036_Serpentiplana doughertyi,2036_Serpentiplana doughertyi,2036,Serpentiplana doughertyi,NA,turbellarian,NA,adult,1,N,present,435,all,in shell gravel in tide pool,solitary,mobile,Taxonomic,Species,154841,Animalia,Platyhelminthes,NA,Proseriata,Otoplanidae,Serpentiplana,n,carnivore (scavenger + predator),predator
2038_Oregoniplana opisthopora,2038_Oregoniplana opisthopora,2038,Oregoniplana opisthopora,NA,turbellarian,NA,adult,1,N,present,435,low,"In sandy substrate of Zostera meadows, on rocks in surf zone at low-tide level",solitary,mobile,Taxonomic,Species,481619,Animalia,Platyhelminthes,NA,Tricladida,Cercyridae,Oregoniplana,n,carnivore (scavenger + predator),predator
2039_Multipeniata (Multipeniata) californica,2039_Multipeniata (Multipeniata) californica,2039,Multipeniata (Multipeniata) californica,NA,turbellarian,NA,adult,1,N,present,435,all,gravel under algae,solitary,mobile,Taxonomic,Species,480479,Animalia,Platyhelminthes,NA,Prolecithophora,Multipeniatidae,Multipeniata,n,carnivore (scavenger + predator),predator
2040_Plagiostomum abboti,2040_Plagiostomum abboti,2040,Plagiostomum abboti,NA,turbellarian,NA,adult,1,N,present,435,all,"seaweed, stones, gravel in tide pool",solitary,mobile,Taxonomic,Species,480488,Animalia,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Plagiostomum,n,carnivore (scavenger + predator),predator
2041_Plagiostomum hedgpethi,2041_Plagiostomum hedgpethi,2041,Plagiostomum hedgpethi,NA,turbellarian,NA,adult,1,N,present,435,all,"tide pools with algae, in sand under ""wrackbeds""",solitary,mobile,Taxonomic,Species,480514,Animalia,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Plagiostomum,n,carnivore (scavenger + predator),predator
2042_Plagiostomum hymani,2042_Plagiostomum hymani,2042,Plagiostomum hymani,NA,turbellarian,NA,adult,1,N,present,435,all,from seaweed in great tidepool,solitary,mobile,Taxonomic,Species,485365,Animalia,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Plagiostomum,n,carnivore (scavenger + predator),predator
2043_Plagiostomum langi,2043_Plagiostomum langi,2043,Plagiostomum langi,NA,turbellarian,NA,adult,1,N,present,435,all,tidepools,solitary,mobile,Taxonomic,Species,480518,Animalia,Platyhelminthes,NA,Prolecithophora,Plagiostomidae,Plagiostomum,n,carnivore (scavenger + predator),predator
2044_Pseudostomum californicum,2044_Pseudostomum californicum,2044,Pseudostomum californicum,NA,turbellarian,NA,adult,1,N,common,435,all,"among stones, gravel with Polychoerus carmelensis, among a ""mosslike covering"" of Ulva",solitary,mobile,Taxonomic,Species,484603,Animalia,Platyhelminthes,NA,Prolecithophora,Pseudostomidae,Pseudostomum,n,carnivore (scavenger + predator),predator
2046_Koinostylochus burchami,2046_Koinostylochus burchami,2046,Koinostylochus burchami,"Pseudostylochus burchami, Discosolenia burchami",turbellarian,NA,adult,1,N,present,435,low,intertidal pools,solitary,mobile,Taxonomic,Species,483606,Animalia,Platyhelminthes,NA,Polycladida,Callioplanidae,Koinostylochus,n,carnivore (scavenger + predator),predator
2047_Emprosthopharynx gracilis,2047_Emprosthopharynx gracilis,2047,Emprosthopharynx gracilis,Stylochoplana gracilis),turbellarian,NA,adult,1,N,present,435,all,"On blades, stipes of Macrocystis,",solitary,mobile,Taxonomic,Species,483558,Animalia,Platyhelminthes,NA,Polycladida,Stylochoplanidae,Emprosthopharynx,n,carnivore (scavenger + predator),predator
2050_Notocomplana rupicola,2050_Notocomplana rupicola,2050,Notocomplana rupicola,Notoplana,turbellarian,NA,adult,1,N,present,435,low,"Under rocks, low intertidal",solitary,mobile,Taxonomic,Species,483522,Animalia,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,n,carnivore (scavenger + predator),predator
2051_Notocomplana saxicola,2051_Notocomplana saxicola,2051,Notocomplana saxicola,Notoplana,turbellarian,NA,adult,1,N,present,435,all,"On masses of algae in tide pools, on algal holdfasts",solitary,mobile,Taxonomic,Species,483525,Animalia,Platyhelminthes,NA,Polycladida,Notocomplanidae,Notocomplana,n,carnivore (scavenger + predator),predator
2056_Acanthozoon lepidum,2056_Acanthozoon lepidum,2056,Acanthozoon lepidum,NA,turbellarian,NA,adult,1,N,locally present,435,all,"Under stones, in rock crevices on shore",solitary,mobile,Taxonomic,Species,483922,Animalia,Platyhelminthes,NA,Polycladida,Pseudocerotidae,Acanthozoon,n,carnivore (scavenger + predator),predator
2057_Stylochoplana chloranota,2057_Stylochoplana chloranota,2057,Stylochoplana chloranota,eptoplana chloranota,turbellarian,NA,adult,1,N,present,435,low,"Under rocks, low intertidal",solitary,mobile,Taxonomic,Species,483575,Animalia,Platyhelminthes,NA,Polycladida,Stylochoplanidae,Stylochoplana,n,carnivore (scavenger + predator),predator
2058_Stylochus atentaculatus,2058_Stylochus atentaculatus,2058,Stylochus atentaculatus,NA,turbellarian,NA,adult,1,N,present,435,all,"In rocky crevices, under stones",solitary,mobile,Taxonomic,Species,879480,Animalia,Platyhelminthes,NA,Polycladida,Stylochidae,Stylochus,n,carnivore (scavenger + predator),predator
2061_Acerotisa langi,2061_Acerotisa langi,2061,Acerotisa langi,NA,turbellarian,NA,adult,1,N,uncommon,435,all,intertidal,solitary,mobile,Taxonomic,Species,483782,Animalia,Platyhelminthes,NA,Polycladida,Euryleptidae,Acerotisa,n,carnivore (scavenger + predator),predator
2062_Anciliplana graffi,2062_Anciliplana graffi,2062,Anciliplana graffi,NA,turbellarian,NA,adult,1,N,locally present,435,all,NA,solitary,mobile,Taxonomic,Species,483786,Animalia,Platyhelminthes,NA,Polycladida,Euryleptidae,Anciliplana,n,carnivore (scavenger + predator),predator
2063_Eurylepta aurantiaca,2063_Eurylepta aurantiaca,2063,Eurylepta aurantiaca,NA,turbellarian,NA,adult,1,N,present,435,all,"Under stones, crawling about on bottom of tide pools; sluggish, clings tenaciously to rocks",solitary,mobile,Taxonomic,Species,483788,Animalia,Platyhelminthes,NA,Polycladida,Euryleptidae,Eurylepta,n,carnivore (scavenger + predator),predator
2065_Euryleptodes cavicola,2065_Euryleptodes cavicola,2065,Euryleptodes cavicola,NA,turbellarian,NA,adult,1,N,present,435,low,loose rocky shore or among holdfasts of seaweeds.,solitary,mobile,Taxonomic,Species,483800,Animalia,Platyhelminthes,NA,Polycladida,Stylostomidae,Euryleptodes,n,carnivore (scavenger + predator),predator
2068_Pseudoceros canadensis,2068_Pseudoceros canadensis,2068,Pseudoceros canadensis,NA,turbellarian,NA,adult,1,N,present,435,low,In semiprotected rocky areas or jetties at low-tide level;,solitary,mobile,Taxonomic,Species,483947,Animalia,Platyhelminthes,NA,Polycladida,Pseudocerotidae,Pseudoceros,n,carnivore (scavenger + predator),predator
2069_Pseudoceros montereyensis,2069_Pseudoceros montereyensis,2069,Pseudoceros montereyensis,NA,turbellarian,NA,adult,1,N,locally present,435,middle,Under rocks in midintertidal,solitary,mobile,Taxonomic,Species,483993,Animalia,Platyhelminthes,NA,Polycladida,Pseudocerotidae,Pseudoceros,n,carnivore (scavenger + predator),predator
2070_Stylostomum lentum,2070_Stylostomum lentum,2070,Stylostomum lentum,NA,turbellarian,NA,adult,1,N,present,435,low,"Among rocks, low intertidal",solitary,mobile,Taxonomic,Species,879124,Animalia,Platyhelminthes,NA,Polycladida,Stylostomidae,Stylostomum,n,carnivore (scavenger + predator),predator
3034_Cathartes aura,3034_Cathartes aura,3034,Cathartes aura,buzzard,bird,turkey vulture,adult,1,Both,present,542,all,terrestrial bird,solitary,mobile,Taxonomic,Species,159144,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,n,carnivore (scavenger + predator),predator
81_Bythotiara huntsmani,81_Bythotiara huntsmani,81,Bythotiara huntsmani,Endocrypta huntsmani,hydroid,NA,hydroid colony,5,N,present,436; 435,NA,hydroids live in ascidian prebranchial region. Adult is presumably free swimming,colonial,sessile,Taxonomic,Species,284293,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Bythotiara,n,filter feeder,predator
180_Trididemnum opacum,180_Trididemnum opacum,180,Trididemnum opacum,NA,tunicate,NA,adult,1,Both,present,436,low,"caves, crevices",colonial,sessile,Taxonomic,Species,251518,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Trididemnum,n,filter feeder,predator
360_Trimusculus reticulatus,360_Trimusculus reticulatus,360,Trimusculus reticulatus,NA,snail,reticulate button snail,adult,1,Both,common,436; 435,middle,"hidden in caves, horizontal crevices, upsidedown, empty burrows of rock borers",aggregating,mobile,Taxonomic,Species,414592,Animalia,Mollusca,Gastropoda,Ellobiida,Trimusculidae,Trimusculus,n,filter feeder,predator
373_Pseudochama exogyra,373_Pseudochama exogyra,373,Pseudochama exogyra,NA,clam,reversed chama,adult,1,Both,common,436; 435,middle,large clusters; Cemented to algaecovered rocks on open coast,aggregating,sessile,Taxonomic,Species,504794,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Pseudochama,n,filter feeder,predator
1926_Dirona pellucida,1926_Dirona pellucida,1926,Dirona pellucida,NA,nudibranch,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,576387,Animalia,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,n,micropredator,micropredator
330_Corambe steinbergae,330_Corambe steinbergae,330,Corambe steinbergae,Doridella steinbergae,nudibranch,NA,adult,1,Both,common,436; 435,low,"seasonally common, on Membranipora sp.",solitary,mobile,Taxonomic,Species,535679,Animalia,Mollusca,Gastropoda,Nudibranchia,Corambidae,Corambe,n,micropredator,micropredator
1892_Okenia plana,1892_Okenia plana,1892,Okenia plana,NA,nudibranch,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,533845,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Okenia,n,micropredator,micropredator
329_Corambe pacifica,329_Corambe pacifica,329,Corambe pacifica,NA,nudibranch,frost spot,adult,1,Both,common,436; 435,low,"seasonally common, on Membranipora sp.",solitary,mobile,Taxonomic,Species,535677,Animalia,Mollusca,Gastropoda,Nudibranchia,Corambidae,Corambe,n,micropredator,micropredator
2231_Lankesteria montereyensis,2231_Lankesteria montereyensis,2231,Lankesteria montereyensis,NA,protozoan,NA,multiple,6,NA,present,235,all,NA,colonial,sessile,Taxonomic,Species,563065,Chromista,Myzozoa,Conoidasida,Eugregarinorida,Lecudinidae,Lankesteria,y,endoparasite,macroparasite
2232_Lankesteria pescaderoensis,2232_Lankesteria pescaderoensis,2232,Lankesteria pescaderoensis,NA,protozoan,NA,multiple,6,NA,present,235,all,NA,colonial,sessile,Taxonomic,Species,563070,Chromista,Myzozoa,Conoidasida,Eugregarinorida,Lecudinidae,Lankesteria,y,endoparasite,macroparasite
1434_Tanystylum duospinum,1434_Tanystylum duospinum_larva,1434,Tanystylum duospinum,NA,sea spider,NA,larva,3,NA,present,435,all,larvae ectoparasitic on hydroid Orthopyxis everta,solitary,mobile,Taxonomic,Species,240357,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Tanystylum,y,endoparasite,macroparasite
2376_Ammothea hilgendorfi,2376_Ammothea hilgendorfi_larva,2376,Ammothea hilgendorfi,NA,sea spider,NA,larva,3,Both,common,436,low,"on hydroids in crevices, under rocks; in large galls derived from hydranths of Eucopella everta ( ref# 284)",solitary,mobile,Life Stage,Species,134607,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,y,endoparasite,macroparasite
2361_Anteaeolidiella chromosoma,2361_Anteaeolidiella chromosoma,2361,Anteaeolidiella chromosoma,NA,nudibranch,colorful aeolid,adult,1,S,present,175,middle,intertidal zone of Deadman's Island,solitary,mobile,Taxonomic,Species,730438,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Anteaeolidiella,n,micropredator,micropredator
296_Volvarina taeniolata,296_Volvarina taeniolata,296,Volvarina taeniolata,NA,snail,banded California marginella,adult,1,S,common,436,low tidepools,little info,solitary,mobile,Taxonomic,Species,474076,Animalia,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Volvarina,n,typical predator,predator
1739_Dicyemennea abelis,1739_Dicyemennea abelis,1739,Dicyemennea abelis,NA,rhombozoan,NA,multiple,6,N,present,435,all,Octopus bimaculatus kidneys,colonial,mobile,Taxonomic,Species,265707,Animalia,Dicyemida,Rhombozoa,NA,Dicyemidae,Dicyemennea,y,endoparasite,macroparasite
3065_Microphallus sp. mihi,3065_Microphallus sp. mihi_sporocyst,3065,Microphallus sp. mihi,NA,trematode,NA,sporocyst,3,Both,present,386,host zone,host,colonial,NA,Common Name,Morphospecies,108588,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,Microphallus,y,endoparasite,macroparasite
1126_Bomolochus longicaudus,1126_Bomolochus longicaudus,1126,Bomolochus longicaudus,NA,copepod,NA,adult,1,Both,present,435,all,gill cavity of barred sand bass,solitary,sessile,Taxonomic,Species,349298,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Bomolochus,y,endoparasite,macroparasite
1180_Taeniastrotos californiensis,1180_Taeniastrotos californiensis,1180,Taeniastrotos californiensis,NA,copepod,NA,adult,1,NA,present,435,all,On the barred sand bass,solitary,sessile,Taxonomic,Species,356026,Animalia,Arthropoda,Copepoda,Cyclopoida,Taeniacanthidae,Taeniastrotos,y,endoparasite,macroparasite
2142_Phocanema sp.,2142_Phocanema sp._larva,2142,Phocanema sp.,NA,nematode,NA,larva,5,NA,present,205,all,NA,solitary,sessile,Taxonomic,Genus,527905,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Phocanema,y,endoparasite,macroparasite
