reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_category,resource_phylum,resource_class,resource_order,resource_family,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,eaten_by,parasitized_by,node_type,node_resolution,kingdom,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
258,Liparis florae,adult,Prionospio,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,"cobble beach, Straight of Juan de Fuca",1642,Prionospio lighti,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Proceraea,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1567,Proceraea cornuta,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,among algae with bryozoans or hydroids,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Autolytinae,NA,Nereidiformia,NA,NA,NA,NA,Procerini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Proceraea,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1568,Proceraea nigropunctata,Washington to Southern California,adult,NA,Both,unclear,Light & Smith,low,"Shallow water to about 18 m, on stones and shells among algae, sponges, and hydroids",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Autolytinae,NA,Nereidiformia,NA,NA,NA,NA,Procerini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Protocirrineris,polychaete,Annelida,Polychaeta,Terebellida,Cirratulidae,class,"cobble beach, Straight of Juan de Fuca",1652,Protocirrineris socialis,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky intertidal habitats, perhaps subtidal",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Protolaeospira,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1691,Protolaeospira (Protolaeospira) eximia,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,"Attaches to hard surfaces including wood, shells, and stones; found intermixed with Simplaria potswaldi or Circeis armoricana",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Romanchellini,Protolaeospira (Protolaeospira),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pseudopotamilla,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,"cobble beach, Straight of Juan de Fuca",443,Pseudopotamilla occelata,Columbia River to Point Conception,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"tough membranous tube in dense clusters; Rocky habitats, open coast",aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pseudopotamilla,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,"cobble beach, Straight of Juan de Fuca",1679,Pseudopotamilla socialis,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky habitats, open coast; associated with sponges and colonial tunicates; slender opaque tubes covered with sand and shell fragments.",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pseudopotamilla,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,"cobble beach, Straight of Juan de Fuca",1677,Pseudopotamilla sp.,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,all,Rocky or mixed bottoms,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pygospio,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,"cobble beach, Straight of Juan de Fuca",1643,Pygospio elegans,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,high,"Locally found with the sabellid Chone minuta in sand and tube aggregations in rocky intertidal areas; sand flats, high intertidal.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Ramex,polychaete,Annelida,Polychaeta,Terebellida,Terebellidae,class,"cobble beach, Straight of Juan de Fuca",1668,Ramex californiensis,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Rocky habitats on exposed outer coast.,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Terebellinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sabellaria,polychaete,Annelida,Polychaeta,NA,Sabellariidae,class,"cobble beach, Straight of Juan de Fuca",437,Sabellaria cementarium,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"tubes of cemented sand grains under rocks; Rocky habitats; tubes of sand and gravel, may be solitary or colonial, often forms reefs",solitary or aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sabellaria,polychaete,Annelida,Polychaeta,NA,Sabellariidae,class,"cobble beach, Straight of Juan de Fuca",1663,Sabellaria gracilis,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,"Rocky habitats; tubes made of fine sand, colonies smaller, more delicate, seldom conspicuous; common;",aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sabellaria,polychaete,Annelida,Polychaeta,NA,Sabellariidae,class,"cobble beach, Straight of Juan de Fuca",1664,Sabellaria nanella,San Francisco; introduced from South America?,adult,NA,N,rare,Light & Smith,all,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Salmacina,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",445,Salmacina tribranchiata,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"tangled masses of calcareous tubes underside of rocks; Sheltered rocky habitats. slender tubes white, cylindrical, often closely massed",aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Filograninae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Schizobranchia,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,"cobble beach, Straight of Juan de Fuca",1680,Schizobranchia insignis,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,"Rocky habitats; often found in clumps of thick, sand-coated, solidified mucus tubes intermixed with Eudistylia vancouveri",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Scolelepis,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,"cobble beach, Straight of Juan de Fuca",1644,Scolelepis texana,"Central California, Gulf of Mexico, Eastern United States",adult,NA,N,unclear,Light & Smith,all,mixed sediments,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Scoloplos,polychaete,Annelida,Polychaeta,NA,Orbiniidae,class,"cobble beach, Straight of Juan de Fuca",1620,Scoloplos acmeceps,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,"In mud, algal holdfasts, roots of Zostera",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Serpula,polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",444,Serpula columbiana,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"white calcareous tubes on undersurfaces of rocks; attached to hard surfaces along exposed shores; irregularly coiled white tubes mostly attached to substrate,",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Serpulinae,NA,NA,NA,NA,NA,NA,Serpulini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sige,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,"cobble beach, Straight of Juan de Fuca",1562,Sige bifoliata,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,common among algal holdfasts and debris in rocky habitats of the Bodega Bay region; also known from sandy-silt sediments and shell bottoms.,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Eteoninae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Simplaria,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1692,Simplaria potswaldi,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"On shaded areas of wood and stones; often associated with Paradexiospira vitrea, Spirorbis bifurcatus, Bushiella abnormis, and occasionally with Neodexiospira pseudocorrugata",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Pileolariini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Simplaria,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1693,Simplaria pseudomilitaris,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,On shaded areas of intertidal stones and hard substrata; often associated with Spirorbis bifurcatus and S. marioni.,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Pileolariini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sphaerosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1572,Sphaerosyllis bilineata,Calfornia,adult,NA,Both,present,Light & Smith,all,rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Exogoninae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sphaerosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1571,Sphaerosyllis californiensis,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Exogoninae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Spinosphaera,polychaete,Annelida,Polychaeta,Terebellida,Terebellidae,class,"cobble beach, Straight of Juan de Fuca",1669,Spinosphaera oculata,Northern California,adult,NA,N,present,Light & Smith,all,rocky habitats on exposed outer coast; intertidal,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Terebellinae,NA,Terebelliformia,NA,NA,NA,NA,Terebellini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,NA,polychaete,Annelida,Polychaeta,Sabellida,Spirorbidae,class,"cobble beach, Straight of Juan de Fuca",446,Spirorbids,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",middle to low,"under rocks, on algae, on mussels",NA,sessile,NA,NA,Common Name,Assemblage,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Spirorbis,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1694,Spirorbis bifurcatus,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"On shaded areas of intertidal rocks and stones; often found with Paradexiospira vitrea, Simplaria potswaldi, or S. pseudomilitaris.",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Spirorbini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Spirorbis,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1695,Spirorbis marioni,"tropical waters, Bodega Head",adult,NA,Both?,uncommon,Light & Smith,all,"occasionally found under rocks in and around ship harbors; intermixed with Protolaeospira eximia, Simplaria pseudomilitaris, and the sinistrally coiled Paradexiospira vitrea",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Spirorbini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Sthenelais,polychaete,Annelida,Polychaeta,Phyllodocida,Sigalionidae,class,"cobble beach, Straight of Juan de Fuca",1550,Sthenelais fusca,Columbia River to Point Conception,adult,130,N,common,Light & Smith,all,"under rocks, among algal holdfasts, and among rhizomes of Phyllospadix.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Syllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1577,Syllis elongata,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,Common among algal holdfasts on rocky shores,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Syllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1578,Syllis gracilis,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,With algal holdfasts and in crevices in rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Syllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1579,Syllis spongiphila,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Associated with various habitats including sponges, mussel beds, shell surfaces, rocks, and mixed sediments",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Thelepus,polychaete,Annelida,Polychaeta,Terebellida,Terebellidae,class,"cobble beach, Straight of Juan de Fuca",440,Thelepus crispus,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"thin, membranus sand encrusted tube under rocks; scale worms sometimes occur as commensals in the burrows",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Thelepodinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Thelepus,polychaete,Annelida,Polychaeta,Terebellida,Terebellidae,class,"cobble beach, Straight of Juan de Fuca",441,Thelepus setosus,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"thin, debris encrusted tube under rocks; Tubes sandy,",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Thelepodinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Timarete,polychaete,Annelida,Polychaeta,Terebellida,Cirratulidae,class,"cobble beach, Straight of Juan de Fuca",1654,Timarete luxuriosa,Southern California,adult,NA,S,present,Light & Smith,all,Under intertidal rocks covered with algae,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Timarete,polychaete,Annelida,Polychaeta,Terebellida,Cirratulidae,class,"cobble beach, Straight of Juan de Fuca",1653,Timarete perbranchiata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Under intertidal rocks covered with algae,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Trypanosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1580,Trypanosyllis gemmipara,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Among bryozoans, sponges, and tunicates in exposed rocky habitats",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Trypanosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1581,Trypanosyllis ingens,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Among rocks and algal holdfasts,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1582,Typosyllis aciculata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1583,Typosyllis adamanteus,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Among algae and barnacle clumps,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1584,Typosyllis alternata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"In mixed sediments, gravel, and rocks;",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1585,Typosyllis armillaris,cosmopolitan,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1586,Typosyllis hyalina,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"In cryptic habitats associated with algae, mussels, and sponges on hard surfaces;",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1587,Typosyllis nipponica,"San Francisco Bay to Los Angeles, introduced from Japan",adult,NA,Both,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Typosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,"cobble beach, Straight of Juan de Fuca",1588,Typosyllis pulchra,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Among mussel and algal holdfasts,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Vermiliopsis,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,"cobble beach, Straight of Juan de Fuca",1684,Vermiliopsis multiannulata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Rocky habitats; tube white,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Filograninae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,NA,NA,NA,NA,NA,Asellidae,family,"cobble beach, Straight of Juan de Fuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1403,Caprella alaskana,North to San Francisco Bay,adult,NA,N,present,Light & Smith,all,intertidal on bryozoans and sabellid worm tubes,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1404,Caprella brevirostris,NA,adult,NA,NA,present,Light & Smith,all,"On hydroids, algae, and abalone shells",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,amphipod,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",505,Caprella californica,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"Eelgrass, on outer coast on coralline algae;",aggregating,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1406,Caprella equilibra,cosmopolitan,adult,NA,Both,common,Light & Smith,all,"on hydroids, bryozoans, and ascidians,",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1407,Caprella ferrea,NA,adult,NA,NA,present,Light & Smith,all,"algae, hydroids, bryozoans, sabellid tubes, and other substrates",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
