INITIALS,consumerNum,consumerName,consumerCat,consumerStage,resourceNum,resourceName,resourceCat,resourceStage,interaction.type,confidence,justification,incl.code,ref_num,localities,zone,pools_exposed_interstitial,MorrisHaderlie,epibiota_consumed,notes,link.ID,date_added
ZZ_coded,429,Nereis grubei,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16734,29-May-24
ZZ_coded,429,Nereis grubei,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16735,29-May-24
ZZ_coded,429,Nereis grubei,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16736,29-May-24
ZZ_coded,429,Nereis grubei,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16737,29-May-24
ZZ_coded,430,Platynereis bicanaliculata,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16738,29-May-24
ZZ_coded,430,Platynereis bicanaliculata,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16739,29-May-24
ZZ_coded,430,Platynereis bicanaliculata,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16740,29-May-24
ZZ_coded,430,Platynereis bicanaliculata,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16741,29-May-24
ZZ_coded,1589,Ceratonereis tunicatae,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16742,29-May-24
ZZ_coded,1589,Ceratonereis tunicatae,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16743,29-May-24
ZZ_coded,1589,Ceratonereis tunicatae,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16744,29-May-24
ZZ_coded,1589,Ceratonereis tunicatae,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16745,29-May-24
ZZ_coded,1590,Cheilonereis cyclurus,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16746,29-May-24
ZZ_coded,1590,Cheilonereis cyclurus,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16747,29-May-24
ZZ_coded,1590,Cheilonereis cyclurus,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16748,29-May-24
ZZ_coded,1590,Cheilonereis cyclurus,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16749,29-May-24
ZZ_coded,1591,Eunereis longipes,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16750,29-May-24
ZZ_coded,1591,Eunereis longipes,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16751,29-May-24
ZZ_coded,1591,Eunereis longipes,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16752,29-May-24
ZZ_coded,1591,Eunereis longipes,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16753,29-May-24
ZZ_coded,1592,Micronereis nanaimoensis,polychaete,NA,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16754,29-May-24
ZZ_coded,1592,Micronereis nanaimoensis,polychaete,NA,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16755,29-May-24
ZZ_coded,1592,Micronereis nanaimoensis,polychaete,NA,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16756,29-May-24
ZZ_coded,1592,Micronereis nanaimoensis,polychaete,NA,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16757,29-May-24
ZZ_coded,1593,Micronereis nanaimoensis,polychaete,NA,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16758,29-May-24
ZZ_coded,1593,Micronereis nanaimoensis,polychaete,NA,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16759,29-May-24
ZZ_coded,1593,Micronereis nanaimoensis,polychaete,NA,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16760,29-May-24
ZZ_coded,1593,Micronereis nanaimoensis,polychaete,NA,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16761,29-May-24
ZZ_coded,1594,Neanthes brandti,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16762,29-May-24
ZZ_coded,1594,Neanthes brandti,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16763,29-May-24
ZZ_coded,1594,Neanthes brandti,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16764,29-May-24
ZZ_coded,1594,Neanthes brandti,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16765,29-May-24
ZZ_coded,1595,Neanthes virens,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16766,29-May-24
ZZ_coded,1595,Neanthes virens,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16767,29-May-24
ZZ_coded,1595,Neanthes virens,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16768,29-May-24
ZZ_coded,1595,Neanthes virens,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16769,29-May-24
ZZ_coded,1596,Nereis eakini,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16770,29-May-24
ZZ_coded,1596,Nereis eakini,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16771,29-May-24
ZZ_coded,1596,Nereis eakini,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16772,29-May-24
ZZ_coded,1596,Nereis eakini,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16773,29-May-24
ZZ_coded,1597,Nereis latescens,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16774,29-May-24
ZZ_coded,1597,Nereis latescens,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16775,29-May-24
ZZ_coded,1597,Nereis latescens,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16776,29-May-24
ZZ_coded,1597,Nereis latescens,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16777,29-May-24
ZZ_coded,1598,Nereis pelagica,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16778,29-May-24
ZZ_coded,1598,Nereis pelagica,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16779,29-May-24
ZZ_coded,1598,Nereis pelagica,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16780,29-May-24
ZZ_coded,1598,Nereis pelagica,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16781,29-May-24
ZZ_coded,1599,Nereis procera,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16782,29-May-24
ZZ_coded,1599,Nereis procera,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16783,29-May-24
ZZ_coded,1599,Nereis procera,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16784,29-May-24
ZZ_coded,1599,Nereis procera,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16785,29-May-24
ZZ_coded,1600,Nereis vexillosa,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16786,29-May-24
ZZ_coded,1600,Nereis vexillosa,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16787,29-May-24
ZZ_coded,1600,Nereis vexillosa,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16788,29-May-24
ZZ_coded,1600,Nereis vexillosa,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16789,29-May-24
ZZ_coded,1601,Perinereis monterea,polychaete,1,483,Limnoria algarum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16790,29-May-24
ZZ_coded,1601,Perinereis monterea,polychaete,1,1231,Limnoria lignorum,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16791,29-May-24
ZZ_coded,1601,Perinereis monterea,polychaete,1,1232,Limnoria quadripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16792,29-May-24
ZZ_coded,1601,Perinereis monterea,polychaete,1,1233,Limnoria tripunctata,isopod,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16793,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1546,Harmothoe hirsuta,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16794,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1547,Lepidasthenia longicirrata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16795,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1548,Lepidonotus squamatus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16796,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,422,Arctonoe fragilis,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16797,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,423,Arctonoe pulchra,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16798,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,424,Arctonoe vittata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16799,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,425,Halosydna brevisetosa,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16800,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,426,Harmothoe imbricata,scale worm,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16801,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,429,Nereis grubei,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16802,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,430,Platynereis bicanaliculata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16803,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1589,Ceratonereis tunicatae,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16804,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1590,Cheilonereis cyclurus,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16805,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1591,Eunereis longipes,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16806,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1592,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16807,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1593,Micronereis nanaimoensis,polychaete,NA,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16808,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1594,Neanthes brandti,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16809,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1595,Neanthes virens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16810,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1596,Nereis eakini,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16811,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1597,Nereis latescens,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16812,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1598,Nereis pelagica,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16813,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1599,Nereis procera,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16814,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1600,Nereis vexillosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16815,29-May-24
ZZ_coded,1603,Glycera robusta,polychaete,1,1601,Perinereis monterea,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16816,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,2388,Ophiuroidea,NA,6,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16817,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,1612,Lumbrineris latreilli,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16818,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,591,Flabesymbios commensalis,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,low to very low,NA,no,y,,16819,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,1656,Brada villosa,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16820,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,1657,Pherusa inflata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16821,29-May-24
ZZ_coded,1612,Lumbrineris latreilli,polychaete,1,1658,Pherusa papillata,polychaete,1,1,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16822,29-May-24
ZZ_coded,438,Pista elongata,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16823,29-May-24
ZZ_coded,440,Thelepus crispus,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16824,29-May-24
ZZ_coded,441,Thelepus setosus,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16825,29-May-24
ZZ_coded,1665,Neoleprea californica,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16826,29-May-24
ZZ_coded,1666,Polycirrus californicus,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16827,29-May-24
ZZ_coded,1667,Polycirrus spp.,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16828,29-May-24
ZZ_coded,1668,Ramex californiensis,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16829,29-May-24
ZZ_coded,1669,Spinosphaera oculata,polychaete,1,756,Bacteria,microorganism,1,1,3,6,2,"375, 376",Sanak Archipelago,NA,NA,no,y,,16830,29-May-24
ZZ_coded,438,Pista elongata,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16831,29-May-24
ZZ_coded,440,Thelepus crispus,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16832,29-May-24
ZZ_coded,441,Thelepus setosus,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16833,29-May-24
ZZ_coded,1665,Neoleprea californica,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16834,29-May-24
ZZ_coded,1666,Polycirrus californicus,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16835,29-May-24
ZZ_coded,1667,Polycirrus spp.,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16836,29-May-24
ZZ_coded,1668,Ramex californiensis,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16837,29-May-24
ZZ_coded,1669,Spinosphaera oculata,polychaete,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16838,29-May-24
ZZ_coded,196,Acmaea mitra,true limpet,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16839,29-May-24
ZZ_coded,196,Acmaea mitra,true limpet,1,613,Corallina chilensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low to very low,NA,no,y,,16840,29-May-24
ZZ_coded,196,Acmaea mitra,true limpet,1,614,Corallina vancouveriensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16841,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,784,Laminaria sinclairii,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16842,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,784,Laminaria sinclairii,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16843,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,2305,Nereocystis luetkeana,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16844,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,2305,Nereocystis luetkeana,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16845,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16846,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16847,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,643,Fucus distichus,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16848,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,643,Fucus distichus,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16849,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,613,Corallina chilensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low to very low,NA,no,y,,16850,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,614,Corallina vancouveriensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16851,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,613,Corallina chilensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low to very low,NA,no,y,,16852,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,614,Corallina vancouveriensis,corraline algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16853,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16854,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,601,Ulva sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16855,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,656,Cladophora columbiana,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16856,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,2307,Chaetomorpha sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16857,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,2319,Rhizoclonium riparium,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16858,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,656,Cladophora columbiana,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,middle to low,NA,no,y,,16859,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,2307,Chaetomorpha sp.,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16860,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,2319,Rhizoclonium riparium,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16861,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,2377,Codium fragile californicum,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16862,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,2377,Codium fragile californicum,green algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16863,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,654,Mastocarpus sp.,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16864,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,659,Mastocarpus papillatus,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16865,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,654,Mastocarpus sp.,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16866,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,659,Mastocarpus papillatus,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16867,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,646,Mazzaella splendens,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16868,29-May-24
ZZ_coded,1789,Halistylus pupoideus,topsnail,1,663,Mazzaella laminarioides,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16869,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,646,Mazzaella splendens,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16870,29-May-24
ZZ_coded,1790,Lirularia succincta,topsnail,1,663,Mazzaella laminarioides,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16871,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,784,Laminaria sinclairii,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16872,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,784,Laminaria sinclairii,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16873,29-May-24
ZZ_coded,1799,Lacuna unifasciata,snail,1,784,Laminaria sinclairii,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16874,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,2305,Nereocystis luetkeana,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16875,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,2305,Nereocystis luetkeana,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16876,29-May-24
ZZ_coded,1799,Lacuna unifasciata,snail,1,2305,Nereocystis luetkeana,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,low,NA,no,y,,16877,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16878,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16879,29-May-24
ZZ_coded,1799,Lacuna unifasciata,snail,1,645,Alaria marginata,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16880,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,643,Fucus distichus,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16881,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,643,Fucus distichus,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16882,29-May-24
ZZ_coded,1799,Lacuna unifasciata,snail,1,643,Fucus distichus,brown algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16883,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,654,Mastocarpus sp.,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16884,29-May-24
ZZ_coded,246,Lacuna marmorata,littorine,1,659,Mastocarpus papillatus,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16885,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,654,Mastocarpus sp.,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,all,NA,no,y,,16886,29-May-24
ZZ_coded,1798,Lacuna porrecta,snail,1,659,Mastocarpus papillatus,red algae,1,3,3,6,2,"375, 376",Sanak Archipelago,high to middle,NA,no,y,,16887,29-May-24
