man_edits,id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,aphia,kingdom,phylum,class,order,family,genus,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily,date_added,species.x,species2,species.y
NA,1671,Amphicorina gracilis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky intertidal, forming tube clusters with sponges, tunicates in sandy tide pools.",aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1612025,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Amphicorina,Sedentaria,Canalipalpata,NA,NA,NA,NA,Myxicolinae,NA,NA,NA,NA,NA,NA,Myxicolini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,442,Bispira sp.,Sabella crassicornis,polychaete,plume worm,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"membranous, sand encrusted tube extending from crevices; Rocky, mixed bottoms; tube membranous covered with muddy sand, debris",solitary,sessile,"""diatoms, algal spores. Protozoans, fine detritus""",filter feeder,generalist,"""fishes""",NA,NA,NA,NA,NA,NA,fish are maybe micropredators on worms because they can regenerate somewhat,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Bispira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1672,Chone minuta,C. ecaudata,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky intertidal, shallow subtidal, in algal holdfasts, among compound ascidians; builds close-fitting tubes covered with edge-mounted shell fragments that accumulate sand, form mounds in the intertidal",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,326735,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,Sedentaria,Canalipalpata,NA,NA,NA,NA,Myxicolinae,NA,NA,NA,NA,NA,NA,Myxicolini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1673,Demonax medius,Sabella media),polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky habitats, in crevices in flexible, leathery, sand-coated tubes",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332736,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Demonax,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1674,Eudistylia polymorpha,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky habitats, also in harbors on floats, wharves; tubes thick, parchmentlike, basally attached to hard substratum",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333269,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1675,Megalomma splendida,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,all,"Rocky bottoms, rare intertidal",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333993,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Megalomma,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,443,Pseudopotamilla occelata,NA,polychaete,feather duster worm,NA,Columbia River to Point Conception,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"tough membranous tube in dense clusters; Rocky habitats, open coast",aggregating,sessile,not reported,filter feeder,generalist,NA,"occasionally with small, commensal, two-tentacled hydroid Proboscidactyla on rims.",Proboscidactyla circumsabella,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1679,Pseudopotamilla socialis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky habitats, open coast; associated with sponges, colonial tunicates; slender opaque tubes covered with sand, shell fragments.",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,331426,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1677,Pseudopotamilla sp.,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,all,Rocky or mixed bottoms,solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1680,Schizobranchia insignis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,"Rocky habitats; often found in clumps of thick, sand-coated, solidified mucus tubes intermixed with Eudistylia vancouveri",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,331699,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Schizobranchia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1659,Hyboscolex pacificus,Oncoscolex pacificus,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,low,"low rocky intertidal, burrowing",solitary,mobile,not reported,deposit feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333634,Animalia,Annelida,Polychaeta,NA,Scalibregmatidae,Hyboscolex,Sedentaria,Scolecida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,447,Janua brasiliensis,NA,polychaete,spirorbid,NA,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",middle to low,"under rocks, on algae, on mussels",solitary,sessile,not reported,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,155377,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Janua,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Januini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,444,Serpula columbiana,Serpula vermicularis,polychaete,sabellid tubeworm,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"white calcareous tubes on undersurfaces of rocks; attached to hard surfaces along exposed shores; irregularly coiled white tubes mostly attached to substrate,",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,338088,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Sedentaria,Canalipalpata,NA,NA,NA,NA,Serpulinae,NA,NA,NA,NA,NA,NA,Serpulini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1549,Pholoides asperus,Pholoe minuta; Peisidice aspera,polychaete,NA,NA,Columbia River to Point Conception,adult,12,N,unclear,Light & Smith,low,low-tide mark crawling over stones or hiding in crevices,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,334498,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoides,Errantia,NA,NA,NA,NA,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1550,Sthenelais fusca,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,130,N,common,Light & Smith,all,"under rocks, among algal holdfasts,, among rhizomes of Phyllospadix.",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332168,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Errantia,NA,NA,NA,NA,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1621,Boccardia berkeleyorum,NA,polychaete,NA,NA,Central California,adult,NA,N,present,Light & Smith,all,"bores in coralline algae, hermit crab shells,, the jingle shell Pododesmus.",solitary,mobile,not reported,deposit feeder,generalist,NA,"bores in coralline algae, hermit crab shells,, the jingle shell Pododesmus.",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,327241,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1622,Boccardia columbiana,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Bores in mollusk shells, coralline algae",solitary,mobile,not reported,unknown,generalist,NA,"Bores in mollusk shells, coralline algae",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,327243,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1623,Boccardia proboscidea,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,high,"High intertidal rock pools, in crevices; sandy mudflats; occasionally in debris in rocky intertidal;",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,327249,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1624,Boccardia tricuspa,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,"Bores in mollusk shells, coralline algae",solitary,mobile,not reported,unknown,generalist,NA,"Bores in mollusk shells, coralline algae",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333120,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1625,Boccardiella hamata,occardia uncata,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,"Intertidal as a borer into hermit crab shells, bivalves; may also build tubes in mud flats",solitary,mobile,not reported,unknown,generalist,NA,bores into hermit crab shells,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333121,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1626,Boccardiella truncata,NA,polychaete,NA,NA,"Moss Beach, San Mateo County",adult,NA,N,locally present,Light & Smith,all,intertidal in sandstone reefs,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,333122,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Boccardiella,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1627,Dipolydora armata,NA,polychaete,NA,NA,Southern California,adult,NA,S,rare,Light & Smith,all,coralline algal crusts,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131115,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1628,Dipolydora bidentata,NA,polychaete,NA,NA,"California, western Pacific",adult,NA,Both,present,Light & Smith,all,"bores into hermit crab shells, shells of living bivalves, gastropods.",solitary,mobile,not reported,unknown,generalist,NA,"bores into hermit crab shells, shells of living bivalves, gastropods.",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332753,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1629,Dipolydora bifurcata,NA,polychaete,NA,NA,northern California,adult,NA,N,present,Light & Smith,all,A borer in coralline algae; known only from northern California in outer coast tide pools,solitary,mobile,not reported,unknown,generalist,NA,bores into coralline algae,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332754,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1630,Dipolydora commensalis,NA,polychaete,NA,NA,coastal North America,adult,NA,Both,present,Light & Smith,all,commensal with hermit crabs,solitary,mobile,not reported,unknown,generalist,NA,commensal (bores into shells of) with hermit crabs,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332756,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1631,Dipolydora elegantissima,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"ores in hermit crab, Pismo clam (Tivela) shells",solitary,mobile,not reported,unknown,generalist,NA,"bores in hermit crab, Pismo clam (Tivela) shells",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332757,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1632,Dipolydora giardi,NA,polychaete,NA,NA,"North America, Europe, Australia,, New Zealand",adult,NA,Both,present,Light & Smith,all,"bores into coralline algae, mollusk shells, especially those of the abalone Haliotis rufescens.",solitary,mobile,not reported,unknown,generalist,NA,"bores into coralline algae, mollusk shells, especially those of the abalone Haliotis rufescens.",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131119,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1633,Dispio uncinata,NA,polychaete,NA,NA,Tómales Bay to southern California,adult,NA,Both,unclear,Light & Smith,all,in mixed sediments,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131125,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Dispio,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1634,Microspio pigmentata,NA,polychaete,NA,NA,"Central, southern California to Mexico,",adult,NA,Both,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,157490,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Microspio,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1635,Polydora alloporis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,intertidal in Stylantheca porphyra.,solitary,mobile,not reported,unknown,generalist,NA,bores into Stylantheca porphyra,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,330902,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1636,Polydora bioccipitalis,NA,polychaete,NA,NA,"southern California, Chile.",adult,NA,S,present,Light & Smith,all,in hermit crab shells,solitary,mobile,not reported,unknown,generalist,NA,in hermit crab shells,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1637,Polydora brevipalpa,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"various calcareous habitats including bivalves, gastropod shells with or without hermit crabs",solitary,mobile,not reported,unknown,generalist,NA,"bivalves, gastropod shells with or without hermit crabs",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,334572,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1638,Polydora limicola,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,"Forms large aggregations on rocks, wharves, ships",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131147,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1639,Polydora pygidialis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"borer in mollusk shells, ectoprocts",solitary,mobile,not reported,unknown,generalist,NA,"borer in mollusk shells, ectoprocts",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1640,Polydora spongicola,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,Commensal with sponges,solitary,mobile,not reported,unknown,generalist,NA,Commensal with (bores??) sponges,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131150,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1641,Polydora websteri,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Bores in mollusk shells, other calcareous materials",solitary,mobile,not reported,unknown,generalist,NA,"Bores in mollusk shells, other calcareous materials",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,153847,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1642,Prionospio lighti,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,558839,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1643,Pygospio elegans,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,high,"Locally found with the sabellid Chone minuta in sand, tube aggregations in rocky intertidal areas; sand flats, high intertidal.",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131170,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1644,Scolelepis texana,(Parascolelepis),polychaete,NA,NA,"Central California, Gulf of Mexico, Eastern United States",adult,NA,N,unclear,Light & Smith,all,mixed sediments,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,421086,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,446,Spirorbids,NA,polychaete,spirorbid,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",middle to low,"under rocks, on algae, on mussels",NA,sessile,varies,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,name given to small coiled serpulorbid tube worms,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,middle,NA,Animalia,Annelida,Polychaeta,Sabellida,Spirorbidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1587,Typosyllis nipponica,NA,polychaete,NA,NA,"San Francisco Bay to Los Angeles, introduced from Japan",adult,NA,Both,unclear,Light & Smith,all,NA,solitary,mobile,algae,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,332303,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Typosyllis,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1564,Autolytus varius,NA,polychaete,NA,NA,British Columbia to San Francisco Bay,adult,NA,N,present,Light & Smith,all,rocky habitats,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,327072,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Autolytus,Errantia,NA,NA,NA,NA,NA,Autolytinae,NA,Nereidiformia,NA,NA,NA,NA,Autolytini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1569,Brania brevipharyngea,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,327294,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,Errantia,NA,NA,NA,NA,NA,Exogoninae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
