reference_number,nsboth,ca,ep_riz,general_location_of_study
319,n,n,y,"Waddah and Tatoosh Islands, WA"
319,n,n,y,"Departure Bay, BC"
319,n,n,y,"Departure Bay, BC"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
319,n,n,y,"Puget Sound, WA"
320,n,n,y,"Puget Sound, WA"
320,n,n,y,"Puget Sound, WA"
320,n,n,y,"Puget Sound, WA"
321,na,n,n,lab observations
322,na,n,n,lab observations
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
323,n,n,y,"Federal Way, WA"
324,n,n,y,"Puget Sound, WA"
324,n,n,y,"Puget Sound, WA"
324,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
325,n,n,y,"Admiralty Bay, Whidbey Island, WA"
326,NA,NA,NA,
327,n,n,y,"San Juan Island, WA"
327,n,n,y,"San Juan Island, WA"
328,n,n,y,"San Juan Island, WA"
328,n,n,y,"San Juan Island, WA"
328,n,n,y,"San Juan Island, WA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
329,n,y,y,"Bodega Bay, CA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
330,n,n,y,"San Juan Island, WA"
331,n,n,y,"San Juan Island, WA"
331,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
332,n,n,y,"San Juan Island, WA"
333,na,n,n,
333,na,n,n,
333,na,n,n,
333,na,n,n,
334,na,n,n,South West Africa
335,n,n,n,Japan
336,n,n,n,Japan
337,n,n,y,"Friday Harbor, WA"
337,n,n,y,"Friday Harbor, WA"
338,na,n,n,Woods Hole?
338,na,n,n,"Woods Hole, MA"
338,na,n,n,"Woods Hole, MA"
338,na,n,n,"Woods Hole, MA"
338,na,n,n,
338,na,n,n,"Woods Hole, MA"
339,s,y,y,"La Jolla, CA"
340,s,y,y,"La Jolla, CA"
341,both,y,y,California
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
342,s,y,y,"Point Fermin, San Pedro, CA"
343,n,y,y,Northern California; Oregon; Washington
344,na,n,n,northern Germany
344,na,n,n,northern Germany
344,na,n,n,northern Germany
344,na,n,n,northern Germany
344,na,n,n,northern Germany
344,na,n,n,northern Germany
344,na,n,n,northern Germany
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
345,na,n,n,Britain
346,n,n,y,Oregon
346,n,n,y,Oregon
346,n,n,y,Oregon
346,n,n,y,Oregon
347,na,n,n,
347,na,n,n,
347,na,n,n,
348,n,y,y,Northern California
348,n,y,y,Northern California
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
349,n,y,y,"Sonoma County, CA"
350,n,y,y,"Sonoma County, CA"
351,n,n,y,British Columbia
351,n,n,y,British Columbia
351,n,n,y,British Columbia
351,n,n,y,British Columbia
352,n,n,y,"San Juan Islands, WA"
352,n,n,y,"San Juan Islands, WA"
352,n,n,y,"San Juan Islands, WA"
352,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,lab
353,n,n,y,lab
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
353,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
354,n,n,y,"San Juan Islands, WA"
355,n,n,y,Canada
355,n,n,y,Canada
355,NA,NA,NA,Canada
355,NA,NA,NA,Canada
355,NA,NA,NA,Canada
355,NA,NA,NA,NA
355,n,n,y,Canada
355,n,n,y,Canada
355,n,n,y,Canada
355,n,n,y,Canada
356,n,y,y,"San Francisco Estuary, CA"
356,n,y,y,"San Francisco Estuary, CA"
356,n,y,y,"San Francisco Estuary, CA"
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
357,s,y,y,Southern California
358,s,y,y,"Newport Bay, CA"
358,s,y,y,"Newport Bay, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
359,n,y,y,"Diablo Canyon, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
360,n,y,y,"San Luis Obispo County, CA"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Humboldt Bay, Humboldt County, Ca"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
361,n,y,y,"Dillon Beach, CA"
362,n,n,n,Bering Sea
362,NA,NA,NA,
362,NA,NA,NA,
362,NA,NA,NA,
362,NA,NA,NA,
362,NA,NA,NA,
362,NA,NA,NA,
362,NA,NA,NA,
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
363,n,y,y,"British Columbia, Canada; Washington, California"
364,n,y,y,"Monterey Bay, CA"
364,n,y,y,"Monterey Bay, CA"
364,n,y,y,"Monterey Bay, CA"
364,n,y,y,"Monterey Bay, CA"
365,n,y,y,"Tomales Bay, CA; Campbell Cove, CA"
365,n,y,y,"Tomales Bay, CA; Campbell Cove, CA"
366,NA,NA,NA,
366,NA,NA,NA,
367,na,n,n,"Sao Paolo, Brazil"
367,na,n,n,"Sao Paolo, Brazil"
368,n,n,y,"Nanaimo, British Columbia"
368,n,n,y,"Nanaimo, British Columbia"
369,NA,NA,NA,
370,NA,NA,NA,
371,NA,NA,NA,
372,NA,NA,NA,White Sea
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
372,NA,NA,NA,
373,NA,NA,NA,
374,s,y,y,"Gaviota Coast, CA"
375,n,n,y,"Sanak Archipelago, AK"
376,n,n,y,"Sanak Archipelago, AK"
377,NA,NA,NA,
377,NA,NA,NA,
377,NA,NA,NA,
377,NA,NA,NA,
377,NA,NA,NA,
377,NA,NA,NA,
377,NA,NA,NA,
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
378,n,y,y,Charleston Slough
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
379,n,n,y,"Strait of Georgia, BC"
380,n,n,y,Northern Gulf of Alaska
380,n,n,y,Northern Gulf of Alaska
380,n,n,y,Northern Gulf of Alaska
381,NA,NA,NA,
382,NA,NA,NA,
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
383,n,y,y,"Bodega Head, CA"
384,s,y,y,"San Nicholas Island, CA"
384,s,y,y,"San Nicholas Island, CA"
384,s,y,y,"San Nicholas Island, CA"
384,s,y,y,"San Nicholas Island, CA"
384,s,y,y,"San Nicholas Island, CA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
385,n,n,y,"Tatoosh Island, WA"
386,s,y,y,Southern California
386,n,n,y,"Friday Harbor, WA"
386,n,n,y,"Friday Harbor, WA"
386,n,n,y,"Friday Harbor, WA"
386,n,y,y,"Dillon Beach, CA"
386,n,n,y,"Vancouver, BC"
386,n,y,y,"Bodega Bay to San Nicholas Island, CA"
386,n,y,y,"Bodega Bay to San Nicholas Island, CA"
386,n,n,y,"Vancouver, BC"
386,n,y,y,"Bodega Bay, CA to Vancouver, BC"
386,n,y,y,"Bodega Bay, CA to Vancouver, BC"
386,n,y,y,"Bodega Bay, CA to Vancouver, BC"
386,n,y,y,"Bodega Bay, CA to Vancouver, BC"
386,s,y,y,"Santa Barbara, CA"
386,n,n,y,Alaska
386,n,n,y,Alaska
386,n,n,y,Alaska
386,n,n,y,"Friday Harbor, WA; Vancouver BC"
386,n,n,y,"Friday Harbor, WA; Vancouver BC"
386,n,n,y,"Saturnina I., BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Friday Harbor, WA"
386,n,n,y,"Sinclair Inlet, WA"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Saturnina I., BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Friday Harbor, WA; Vancouver, BC"
386,n,n,y,"Thetis I., BC"
386,n,n,y,"Thetis I., BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Vancouver, BC"
386,n,n,y,"Friday Harbor, WA"
386,n,n,y,"Saturnina I., BC"
386,n,y,y,"Bodega Bay, CA to Vancouver, BC"
386,n,y,y,"San Clemente Island, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
386,n,y,y,"Bodega Bay, CA"
387,n,n,y,
387,n,n,y,
387,n,n,y,
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
388,n,n,y,"Friday Harbor, WA"
389,n,n,y,
389,n,y,y,"Dillon Beach, CA"
390,both,n,y,California
390,both,n,y,California
390,both,n,y,California
391,n,n,y,"Cape Arago, OR"
391,n,n,y,"Cape Arago, OR"
392,n,n,y,"Kopachuck State Park, WA"
392,n,n,y,"Kopachuck State Park, WA"
392,n,n,y,"Kopachuck State Park, WA"
392,n,n,y,"Kopachuck State Park, WA"
392,n,n,y,"Kopachuck State Park, WA"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
393,na,n,n,"Tampa Bay, FL"
394,n,n,y,"Cape Arago, OR"
394,n,n,y,"Cape Arago, OR"
394,n,n,y,"Cape Arago, OR"
394,n,n,y,"Cape Arago, OR"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
395,n,y,y,"Bolinas Lagoon, CA"
396,n,y,y,"Bodega Bay, CA"
396,n,y,y,"Bodega Bay, CA"
397,n,n,y,"Prince William Sound, AK"
397,n,n,y,"Prince William Sound, AK"
397,n,n,y,"Prince William Sound, AK"
397,n,n,y,"Prince William Sound, AK"
397,n,n,y,"Prince William Sound, AK"
398,n,n,y,"Prince William Sound, AK"
398,n,n,y,"Prince William Sound, AK"
398,n,n,y,"Prince William Sound, AK"
398,n,n,y,"Prince William Sound, AK"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
399,n,n,y,"Seal Rock, OR"
400,s,y,y,"Bolsa Chica, CA; San Diego, CA"
400,s,y,y,"Bolsa Chica, CA; San Diego, CA"
401,n,n,y,Washington
401,n,n,y,Washington
401,n,n,y,Washington
401,n,n,y,Washington
402,n,y,y,"Humboldt, CA"
402,n,y,y,"Humboldt, CA"
402,n,y,y,"Humboldt, CA"
402,n,y,y,"Humboldt, CA"
403,n,y,y,"San Francisco Bay, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
404,n,y,y,"Bolinas Lagoon, CA"
405,na,n,n,Atlantic
406,na,n,n,Atlantic
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
407,n,n,y,"Active Pass, BC"
408,n,n,y,British Columbia
409,n,n,y,Alaska
409,n,n,y,Alaska
409,n,n,y,Alaska
409,n,n,y,Alaska
409,n,n,y,Alaska
409,n,n,y,Alaska
409,n,n,y,Alaska
410,n,y,y,"Aviso, CA"
410,n,y,y,"Aviso, CA"
410,n,y,y,"Aviso, CA"
410,n,y,y,"Aviso, CA"
410,n,y,y,"Aviso, CA"
