date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Cercaria margaritensis,,parasite,endoparasitism,,species,Margarites pupillus,n,n,y,"Saturnina I., BC",,Furcocercous germinal sac Location: Germinal sac in extrapallial cavity,to do may 31,,,Ching (1982) USNM Helm. Coll. No. 81070,,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Profilicollis botulus,cystacanth,parasite,endoparasitism,,species,Hemigrapsus oregonensis,n,y,y,"Bodega Bay, CA to Vancouver, BC",,rectal caeca,to do may 31,,,Ching (1989),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Echinocephalus pseudouncinatus,juvenile,parasite,endoparasitism,,species,Haliotis corrugata,n,y,y,"San Clemente Island, CA",,foot,to do may 31,,,Pearse and Timm (1971),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp. 1,juvenile,parasite,endoparasitism,,species,Pagurus samuelis,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,Poinar and Thomas (1976),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp. 1,juvenile,parasite,endoparasitism,,species,Pagurus samuelis,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,Poinar and Thomas (1976),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp. 2,juvenile,parasite,endoparasitism,,species,Pagurus granosimanus,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,Poinar and Thomas (1976),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp. 2,juvenile,parasite,endoparasitism,,species,Pagurus granosimanus,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,Poinar and Thomas (1976),,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp.,juvenile,parasite,endoparasitism,,species,Pachycheles rudis,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,"Poinar and Thomas (1976), Poinar and Kuris(1976)",,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp.,juvenile,parasite,endoparasitism,,species,Pachycheles pubescens,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,"Poinar and Thomas (1976), Poinar and Kuris(1976)",,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp.,juvenile,parasite,endoparasitism,,species,Pugettia producta,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,"Poinar and Thomas (1976), Poinar and Kuris(1976)",,,,
,386,interaction report - parasites,Lists of larval worms from marine invertebrates of the Pacific Coast of North America,Ching,1991,Ascarophis sp.,juvenile,parasite,endoparasitism,,species,Hemigrapsus oregonensis,n,y,y,"Bodega Bay, CA",,hemocoel,to do may 31,,,"Poinar and Thomas (1976), Poinar and Kuris(1976)",,,,
,387,interaction report - parasites,"Occurrence of a Metacercaria (Trematoda: Gymnophallidae) in Acmaeid Gastropods, <i>Lottia digitalis</i> and <i>""Collisella"" scabra</i>",Ching,1988,Gymnophallus obscurus,metacercariae,parasite,endoparasitism,,species,Lottia digitalis,n,n,y,,,Parvatrema obscurus,to do may 31,,,,,,,
,387,interaction report - parasites,"Occurrence of a Metacercaria (Trematoda: Gymnophallidae) in Acmaeid Gastropods, <i>Lottia digitalis</i> and <i>""Collisella"" scabra</i>",Ching,1988,Gymnophallus obscurus,metacercariae,parasite,endoparasitism,,species,Lottia scabra,n,n,y,,,Parvatrema obscurus,to do may 31,,,,,,,
,387,interaction report - parasites,"Occurrence of a Metacercaria (Trematoda: Gymnophallidae) in Acmaeid Gastropods, <i>Lottia digitalis</i> and <i>""Collisella"" scabra</i>",Ching,1988,Gymnophallus obscurus,adult,parasite,endoparasitism,Haematopus bachmani,species,oystercatcher,n,n,y,,,dissected only one but it had over 100 adults in intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Galactosomum humbargari,adult,parasite,endoparasitism,,species,Laurus heermanni,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Galactosomum humbargari,adult,parasite,endoparasitism,,species,Laurus glaucescens,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Galactosomum humbargari,adult,parasite,endoparasitism,,species,Laurus philadelphia,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Cryptocotyle lingua,adult,parasite,endoparasitism,,species,Laurus glaucescens,n,n,y,"Friday Harbor, WA",,"intestine, 1IH are Littorina littoria, sitkana, and scutuluata; 2IH are fins of tidepool sculpin",to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Echinostephilla haematopi,adult,parasite,endoparasitism,,species,Haematopus bachmani,n,n,y,"Friday Harbor, WA",,intermediate hosts may be limpets but not determined,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Levinseniella propinqua,adult,parasite,endoparasitism,,species,Haematopus bachmani,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Microphallus primas,adult,parasite,endoparasitism,,species,Haematopus bachmani,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Plenosoma minimum,adult,parasite,endoparasitism,,species,Haematopus bachmani,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,388,interaction report - parasites,"Some digenetic trematodes of shore birds at Friday Harbor, Washington",Ching,1960,Gymnophallus obscurus,adult,parasite,endoparasitism,,species,Haematopus bachmani,n,n,y,"Friday Harbor, WA",,intestine,to do may 31,,,,,,,
,389,interaction report - parasites,New trematodes from birds: <i>Plagiorchis noblei </i>(Plagiorchidae) from <i>Agelaius phoeniceus californicus</i>; <i>Galactosomum humbargari </i>(Heterophidae) from <i>Larus californicus</i>,Park,1935,Plagiorchis noblei,adult,parasite,endoparasitism,,species,Agelaius phoeniceus californicus,n,n,y,,,,to do may 31,,,,,,,
,389,interaction report - parasites,New trematodes from birds: <i>Plagiorchis noblei </i>(Plagiorchidae) from <i>Agelaius phoeniceus californicus</i>; <i>Galactosomum humbargari </i>(Heterophidae) from <i>Larus californicus</i>,Park,1935,Galactosomum humbargari,adult,parasite,endoparasitism,,species,Larus californicus,n,y,y,"Dillon Beach, CA",,"where was this from: In San Francisco Bay, CA, important invertebrate prey included Polychaeta, Cumacea, and bivalves (Gemma gemma, Macoma balthica, Potamocorbula amurensis, and Mytilidae); preferences highest for Polychaeta and Cumacea (J. Takekawa and S. Warnock unpubl.).",to do may 31,,,,,,,
,390,interaction report - parasites,A Note concerning Certain Microphallid Trematodes Infecting Shore Birds (Limosa fedoa and Tringa semipalmata inornatus) with Description of a New Species (Levinseniella charadriformis),Young,1949,Spelotrema nicolli,adult,parasite,endoparasitism,,genus,Burhinus,both,n,y,California coast,,experimentally fed sand crabs  (stone curlew),to do may 31,,,,,,,
,390,interaction report - parasites,A Note concerning Certain Microphallid Trematodes Infecting Shore Birds (Limosa fedoa and Tringa semipalmata inornatus) with Description of a New Species (Levinseniella charadriformis),Young,1949,Levinseniella chadriformis,adult,parasite,endoparasitism,,species,Limosa fedoa,both,n,y,California coast,,,to do may 31,,,,,,,
,390,interaction report - parasites,A Note concerning Certain Microphallid Trematodes Infecting Shore Birds (Limosa fedoa and Tringa semipalmata inornatus) with Description of a New Species (Levinseniella charadriformis),Young,1949,Levinseniella chadriformis,adult,parasite,endoparasitism,,species,Tringa semipalmata,both,n,y,California coast,,,to do may 31,,,,,,,
,391,interaction report,"Survey of digenetic trematode parasitism in some prosobranch gastropods of the Cape Arago region, Oregon",Duerr,1965,a bunch of unnamed larval trematodes,,parasite,endoparasitism,,species,Littorina scutulata,n,n,y,"Cape Arago, OR",,,to do may 30,ZZ,,,,,,
,391,interaction report,"Survey of digenetic trematode parasitism in some prosobranch gastropods of the Cape Arago region, Oregon",Duerr,1965,a bunch of unnamed larval trematodes,,parasite,endoparasitism,,species,Olivella biplicata,n,n,y,"Cape Arago, OR",,,to do may 30,ZZ,,,,,,
,392,interaction report,Feeding Behavior of Crows and Gulls on a Puget Sound Beach,Tangren,1982,Larus glaucescens,adult,predator,predation,,species,Pisaster ochraceus,n,n,y,"Kopachuck State Park, Pierce Co., Washingto",,,to do may 30,ZZ,,,,,,
,392,interaction report,Feeding Behavior of Crows and Gulls on a Puget Sound Beach,Tangren,1982,Larus glaucescens,adult,predator,predation,,species,Hemigrapsus oregonensis,n,n,y,"Kopachuck State Park, Pierce Co., Washingto",,,to do may 30,ZZ,,,,,,
,392,interaction report,Feeding Behavior of Crows and Gulls on a Puget Sound Beach,Tangren,1982,Larus glaucescens,adult,predator,predation,,species,Cancer productus,n,n,y,"Kopachuck State Park, Pierce Co., Washingto",,,to do may 30,ZZ,,,,,,
,392,interaction report,Feeding Behavior of Crows and Gulls on a Puget Sound Beach,Tangren,1982,Larus glaucescens,adult,predator,predation,fish,category,"""small fish""",n,n,y,"Kopachuck State Park, Pierce Co., Washingto",,,to do may 30,ZZ,,,,,,
,392,interaction report,Feeding Behavior of Crows and Gulls on a Puget Sound Beach,Tangren,1982,Chroicocephalus philadelphia,adult,predator,predation,insect,category,insects,n,n,y,"Kopachuck State Park, Pierce Co., Washingto",,most food was too small to identify. caught flying insects on the wing,to do may 31,,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,insect,category,insects,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,to do may 31,,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,,genus,Nereis sp.,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,y,ZZ,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,,species,Ligia exotica,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,y,ZZ,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,true crab,category,crab spp.,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,y,,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,,genus,Sygnathus sp.,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,n,,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,,genus,Strongylura sp.,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,n,,,,,,,
,393,interaction report,"Behavior, Habitat Use, and Food of Three Egrets in a Marine Habitat",Kent,1986,Egretta thula,adult,predator,predation,fish,category,fish spp.,na,n,n,"Tampa Bay, FL",,only included potentially relevant ones,to do may 31,,,,,,,
,394,interaction report,"EFFECTS OF WINTER FEEDING ON LIMPETS BY BLACK OYSTERCATCHERS, HAEMATOPVS BACHMANJ",Frank,1982,Haematopus bachmani,adult,predator,predation,,species,Notoacmea persona,n,n,y,"Cape Arago, Oregon, USA",,same prey as other papers,to do may 31,,,,,,,
,394,interaction report,"EFFECTS OF WINTER FEEDING ON LIMPETS BY BLACK OYSTERCATCHERS, HAEMATOPVS BACHMANJ",Frank,1982,Haematopus bachmani,adult,predator,predation,,species,Notoacmea scutum,n,n,y,"Cape Arago, Oregon, USA",,same prey as other papers,to do may 31,,,,,,,
,394,interaction report,"EFFECTS OF WINTER FEEDING ON LIMPETS BY BLACK OYSTERCATCHERS, HAEMATOPVS BACHMANJ",Frank,1982,Haematopus bachmani,adult,predator,predation,,species,Lottia digitalis,n,n,y,"Cape Arago, Oregon, USA",,same prey as other papers,to do may 31,,,,,,,
,394,interaction report,"EFFECTS OF WINTER FEEDING ON LIMPETS BY BLACK OYSTERCATCHERS, HAEMATOPVS BACHMANJ",Frank,1982,Haematopus bachmani,adult,predator,predation,,species,Colisella pelta,n,n,y,"Cape Arago, Oregon, USA",,same prey as other papers,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Numenius americanus,adult,predator,predation,,category,insect pupae,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,y,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Numenius americanus,adult,predator,predation,,family,Nereidae,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,y,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Numenius americanus,adult,predator,predation,,species,Littorina scutulata,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,y,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Numenius americanus,adult,predator,predation,,family,Talitridae,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,y,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,genus,Corophium spp.,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Allorchestes augustus,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,genus,Ampithoe sp.,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Littorina scutulata,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,genus,Mytilus sp.,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,Coleoptera,order,Coleoptera adults,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,Diptera,order,Diptera adults,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Orchestia traskiana,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Hemigrapsus oregonensis,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Cancer antennarius,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Calianassa californiensis,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,genus,Pagurus sp.,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Capitella capitata,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Lumbrineris zonata,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Leptochelia dubia,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Pachygrapsus crassipes,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Hemigrapsus nudus,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,species,Clinocardium nuttali,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,order,larval diptera,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,order,pupal diptera,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,395,interaction report,Feeding Behavior and Diet of the Long-Billed Curlew and Willet,Stenzel,1976,Tringa semipalmata,adult,predator,predation,,genus,Cottus sp.,n,y,y,"Bolinas Lagoon, CA",,again only included items i thought were relevant,to do may 31,,,,,,,
,396,interaction report,"Foraging ecology of black turnstones and surfbirds on their wintering grounds at Bodega Bay, California",Connors,1977,Arenaria melanocephala,adult,predator,predation,,category,"mussels, snails, limpets, barnacles, polychaete worms, decapod crabs, Pycnogonids (sea spiders), isopods, amphipods, insects, and fish eggs",n,y,y,"Bodega Bay, CA",,waiting on ILL,to do may 31,,,,,,,
,396,interaction report,"Foraging ecology of black turnstones and surfbirds on their wintering grounds at Bodega Bay, California",Connors,1977,Calidris virgata,adult,predator,predation,,,,n,y,y,"Bodega Bay, CA",,waiting on ILL,,,,,,,,
,397,interaction report,"Effects of the Exxon Valdez oil spill on migrant shorebirds using rocky intertidal habitats of Prince William Sound, Alaska, during spring, 1989. Exxon Valdez oil spill state/federal natural resource damage assessment final report",Martin,1993,Arenaria melanocephala,adult,predator,predation,barnacle,category,barnacles,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,397,interaction report,"Effects of the Exxon Valdez oil spill on migrant shorebirds using rocky intertidal habitats of Prince William Sound, Alaska, during spring, 1989. Exxon Valdez oil spill state/federal natural resource damage assessment final report",Martin,1993,Arenaria melanocephala,adult,predator,predation,,life stage,herring roe,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,397,interaction report,"Effects of the Exxon Valdez oil spill on migrant shorebirds using rocky intertidal habitats of Prince William Sound, Alaska, during spring, 1989. Exxon Valdez oil spill state/federal natural resource damage assessment final report",Martin,1993,Arenaria melanocephala,adult,predator,predation,,genus,Lacuna sp.,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,397,interaction report,"Effects of the Exxon Valdez oil spill on migrant shorebirds using rocky intertidal habitats of Prince William Sound, Alaska, during spring, 1989. Exxon Valdez oil spill state/federal natural resource damage assessment final report",Martin,1993,Arenaria melanocephala,adult,predator,predation,,genus,Lottia sp.,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,397,interaction report,"Effects of the Exxon Valdez oil spill on migrant shorebirds using rocky intertidal habitats of Prince William Sound, Alaska, during spring, 1989. Exxon Valdez oil spill state/federal natural resource damage assessment final report",Martin,1993,Arenaria melanocephala,adult,predator,predation,,family,Sphaeromatidae,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,398,interaction reports - diet,"Shorebirds and herring roe in Prince William Sound, Alaska",Norton,1990,Arenaria melanocephala,adult,predator,predation,,life stage,herring roe,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,398,interaction reports - diet,"Shorebirds and herring roe in Prince William Sound, Alaska",Norton,1990,Arenaria melanocephala,adult,predator,predation,,species,Mytilus trossulus,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,398,interaction reports - diet,"Shorebirds and herring roe in Prince William Sound, Alaska",Norton,1990,Arenaria melanocephala,adult,predator,predation,,genus,Semibalanus sp.,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,398,interaction reports - diet,"Shorebirds and herring roe in Prince William Sound, Alaska",Norton,1990,Arenaria melanocephala,adult,predator,predation,,genus,Balanus sp.,n,n,y,"Prince William Sound, AK",,data accessed via Birds of the World,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Mytilus sp.,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Pollicipes sp.,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Balanus sp.,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Littorina,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Lacuna sp.,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Thais,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,Lottia,genus,Collisella,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Nereis sp.,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,amphipod,category,amphipods,n,n,y,"Seal Rock, Lincoln County, Oregon","(44°,29.8'N,124°,5.2'W).",,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,species,Idotea wosnezenski,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,,genus,Gnomosphaeromum sp.,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Arenaria melanocephala,adult,predator,predation,gammarid,category,gammaridean amphipods,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,species,Pollicipes polymerous,n,n,y,"Seal Rock, Lincoln County, Oregon",,"Mytilus edulis, M. californianus, and Modiolus rectus, the barnacles Pollicipes polymerus and Balanus glandula, and the gastropods Littorina and Lacuna",y,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,species,Mytilus edulis,n,n,y,"Seal Rock, Lincoln County, Oregon",,,y,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,species,Mytilus californianus,n,n,y,"Seal Rock, Lincoln County, Oregon",,,y,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,species,Modiolus rectus,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,species,Balanus glandula,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,genus,Littorina sp.,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
,399,interaction reports - diet,The Role of Avian Predators in an Oregon Rocky Intertidal Community,Marsh,1983,Calidris virgata,adult,predator,predation,,genus,Lacuna sp.,n,n,y,"Seal Rock, Lincoln County, Oregon",,,to do may 31,,,,,,,
