resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,localities,interactionZone,habitat,parasitic
6_Micrometrus minimus_1,6,Micrometrus minimus,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
6_Micrometrus minimus_1,6,Micrometrus minimus,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
6_Micrometrus minimus_1,6,Micrometrus minimus,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
6_Micrometrus minimus_1,6,Micrometrus minimus,fish,1,3048_Nannopterum auritum_1,3048,Nannopterum auritum,bird,1,1,415,6,1,Northeast Pacific,all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,9_Triakis semifasciata_1,9,Triakis semifasciata,shark,1,1,"101, 121",3,1,"California; Elkhorn Slough, Monterey Bay, CA",all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,3,1,"Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,378,3,2,San Francisco Bay; Charleston Slough,all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1124_Bomolochus constrictus_1,1124,Bomolochus constrictus,copepod,1,6,435,3,2,NA,all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1124_Bomolochus constrictus_1,1124,Bomolochus constrictus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1195_Peniculus fissipes_1,1195,Peniculus fissipes,copepod,1,7,"205, 435",3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific","all, low",pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1227_Elthusa californica_1,1227,Elthusa californica,isopod,1,6,435,3,2,NA,all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1229_Nerocila acuminata_1,1229,Nerocila acuminata,isopod,1,7,425,3,3,Eastern Pacific,all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2123_Contracaecum sp._5,2123,Contracaecum sp.,nematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2127_Nerocila californica_1,2127,Nerocila californica,isopod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2134_Sterna elegans_1,2134,Sterna elegans,bird,1,1,400,3,1,"Southern California Bays; Bolsa Chica, CA; San Diego, CA",all,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2136_Procamallanus (Spirocamallanus) pereirai_1,2136,Procamallanus (Spirocamallanus) pereirai,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2155_Trichodina sp._1,2155,Trichodina sp.,ciliate,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2173_Ergasilus sp._1,2173,Ergasilus sp.,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2189_Caligus serratus_1,2189,Caligus serratus,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2199_Galactosomum humbargari_5,2199,Galactosomum humbargari,trematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2219_Gyrodactylus sp._1,2219,Gyrodactylus sp.,monogene,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2363_Archigyrodactylus atherinops_1,2363,Archigyrodactylus atherinops,monogene,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,2364_Ascotyle angrensis_5,2364,Ascotyle angrensis,trematode,5,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3008_Canis latrans_1,3008,Canis latrans,terrestrial mammal,1,1,374,1,1,"Gaviota, CA; Gaviota Coast, CA",low,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",middle,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",middle,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3042_Ardea alba_1,3042,Ardea alba,bird,1,1,378,3,1,San Francisco Bay; Charleston Slough,"all, middle",pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,"378, 393",3,2,"San Francisco Bay; Charleston Slough; Florida; Tampa Bay, FL","all, all, middle",pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3047_Urile penicillatus_1,3047,Urile penicillatus,bird,1,1,415,3,1,Northeast Pacific,middle,pools,n
8_Atherinops affinis_1,8,Atherinops affinis,fish,1,3048_Nannopterum auritum_1,3048,Nannopterum auritum,bird,1,1,415,3,1,Northeast Pacific,middle,pools,n
9_Triakis semifasciata_1,9,Triakis semifasciata,shark,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
10_Hypsoblennius jenkinsi_1,10,Hypsoblennius jenkinsi,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
10_Hypsoblennius jenkinsi_1,10,Hypsoblennius jenkinsi,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
10_Hypsoblennius jenkinsi_1,10,Hypsoblennius jenkinsi,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
10_Hypsoblennius jenkinsi_1,10,Hypsoblennius jenkinsi,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
10_Hypsoblennius jenkinsi_1,10,Hypsoblennius jenkinsi,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,436,6,3,NA,low,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,717_Ardea herodias_1,717,Ardea herodias,bird,1,1,379,6,3,"British Columbia; Strait of Georgia, BC",all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1129_Holobomolochus spinulus_1,1129,Holobomolochus spinulus,copepod,1,7,435,6,3,NA,all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1192_Clavella parva_1,1192,Clavella parva,copepod,1,7,435,6,3,NA,all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1193_Naobranchia occidentalis_1,1193,Naobranchia occidentalis,copepod,1,7,435,6,3,NA,all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,436,6,3,NA,low,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,2112_Genolinea laticauda_1,2112,Genolinea laticauda,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,2156_Trichodina lairdi_1,2156,Trichodina lairdi,ciliate,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,2221_Haemogregarina bigemina_6,2221,Haemogregarina bigemina,protozoan,6,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,2283_Trichodina rectuncinata_1,2283,Trichodina rectuncinata,ciliate,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,2284_Trichodina vancouverense_1,2284,Trichodina vancouverense,ciliate,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,3017_Larus argentatus_1,3017,Larus argentatus,bird,1,1,414,4,4,"Mandarte Island, BC",all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,392,6,2,"Kopachuck State Park, WA",all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,3031_Tringa melanoleuca_1,3031,Tringa melanoleuca,bird,1,1,409,5,3,Alaska,all,pools,n
11_Artedius fenestralis_1,11,Artedius fenestralis,fish,1,3043_Egretta thula_1,3043,Egretta thula,bird,1,1,393,6,2,"Florida; Tampa Bay, FL",all,pools,n
12_Girella nigricans_4,12,Girella nigricans,fish,4,660_Larus occidentalis_1,660,Larus occidentalis,bird,1,1,418,4,4,"California; Alcatraz Island, CA; East Anacapa Island, CA; Moss Landing, CA; Southeast Farallon Islands, CA; Santa Barbara Island, CA",all,pools,n
12_Girella nigricans_4,12,Girella nigricans,fish,4,732_Kyphosus azureus_4,732,Kyphosus azureus,fish,4,1,139,3,1,"Santa Catalina Island, CA; San Diego, CA",all,pools,n
12_Girella nigricans_4,12,Girella nigricans,fish,4,1183_Caligus hobsoni_1,1183,Caligus hobsoni,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,1195_Peniculus fissipes_1,1195,Peniculus fissipes,copepod,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,1264_Gnathia steveni_3,1264,Gnathia steveni,isopod,3,3,"427, 428, 527",4,4,NA,all,pools,n
12_Girella nigricans_4,12,Girella nigricans,fish,4,2136_Procamallanus (Spirocamallanus) pereirai_1,2136,Procamallanus (Spirocamallanus) pereirai,nematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,2146_Opecoelus adsphaericus_1,2146,Opecoelus adsphaericus,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,2159_Schikhobalotrema girellae_1,2159,Schikhobalotrema girellae,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,2164_Opecoelus cameroni_1,2164,Opecoelus cameroni,trematode,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,2166_Neobenedenia girellae_1,2166,Neobenedenia girellae,monogene,1,7,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
12_Girella nigricans_4,12,Girella nigricans,fish,4,2174_Cryptocaryon irritans_1,2174,Cryptocaryon irritans,ciliate,1,6,205,3,1,"British Columbia; Japan; Oregon; Alaska; Baja California; California; Canada; Central California; Cerros Island, Mexico; Gulf of California; Southern California; New York Aquarium; Northern California; Pacific coast of Baja California; Sea of Japan; USSR; USSR Pacific; Washington; Washington, British Columbia; Northeast Pacific",all,pools,y
