node,nodeNum,nodeName,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,trophic_strategy,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite
853_Fenestrulina miramara_1,853,Fenestrulina miramara,Fenestruloides,bryozoan,uncommon,adult,1,S,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,470025,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,n
854_Fenestrulina morrisae_1,854,Fenestrulina morrisae,Fenestruloides,bryozoan,uncommon,adult,1,S,present,435,low,"on shell, stone",colonial,sessile,filter feeder,Taxonomic,Species,470021,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,n
855_Fenestrulina umbonata_1,855,Fenestrulina umbonata,NA,bryozoan,NA,adult,1,Both,present,435,low,on hard substrates,colonial,sessile,filter feeder,Taxonomic,Species,470022,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,n
856_Haywardipora major_1,856,Haywardipora major,Mucronella major,bryozoan,NA,adult,1,Both,present,435,low,"on rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,1415311,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,n
857_Haywardipora orbicula_1,857,Haywardipora orbicula,Mucronella major,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,1415312,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,n
858_Haywardipora rugosa_1,858,Haywardipora rugosa,Mucronella ventricosa,bryozoan,NA,adult,1,Both,present,435,low,"on hard substrates, other bryozoans",colonial,sessile,filter feeder,Taxonomic,Species,990198,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,n
859_Haywardipora rylandi_1,859,Haywardipora rylandi,Mucronella major,bryozoan,rare,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,1415313,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,n
861_Primavelans mexicana_1,861,Primavelans mexicana,NA,bryozoan,NA,adult,1,S,present,435,low,"on shell, stone",colonial,sessile,filter feeder,Taxonomic,Species,472024,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Pacificincolidae,Primavelans,n
862_Lagenicella neosocialis_1,862,Lagenicella neosocialis,NA,bryozoan,NA,adult,1,NA,present,435,all,"on algae, rock, shell, bryozoans",colonial,sessile,filter feeder,Taxonomic,Species,471765,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Teuchoporidae,Lagenicella,n
863_Lagenicella punctulata_1,863,Lagenicella punctulata,Lagenipora punctulata,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,471766,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Teuchoporidae,Lagenicella,n
864_Lagenicella spinulosa_1,864,Lagenicella spinulosa,Lagenipora spinulosa,bryozoan,NA,adult,1,S,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,465719,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Teuchoporidae,Lagenicella,n
866_Microporella catalinensis_1,866,Microporella catalinensis,Microporelloides (Microporelloides) catalinensis,bryozoan,NA,adult,1,S,present,435,all,"on shell, algae",colonial,sessile,filter feeder,Taxonomic,Species,470048,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
869_Microporella planata_1,869,Microporella planata,Microporelloides (Cribriporella) planata,bryozoan,NA,adult,1,S,present,435,low,"on shell, stone",colonial,sessile,filter feeder,Taxonomic,Species,470051,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,n
871_Neodakaria islandica_1,871,Neodakaria islandica,NA,bryozoan,NA,adult,1,Both,present,435,NA,"on rock, shell, algae",colonial,sessile,filter feeder,Taxonomic,Species,472020,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Neodakaria,n
872_Neodakaria ordinata_1,872,Neodakaria ordinata,Dakaria ordinata,bryozoan,NA,adult,1,Both,present,435,all,"on rock, shell, algae;",colonial,sessile,filter feeder,Taxonomic,Species,472019,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Neodakaria,n
873_Parasmittina collifera_1,873,Parasmittina collifera,NA,bryozoan,NA,adult,1,N,present,435,all,"common intertidally off Oregon, central California, deeper water off Mexico",colonial,sessile,filter feeder,Taxonomic,Species,868579,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,n
874_Parasmittina trispinosa_1,874,Parasmittina trispinosa,NA,bryozoan,NA,adult,1,S,present,435,low,"on gravel, sponge, shell;",colonial,sessile,filter feeder,Taxonomic,Species,111547,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,n
875_Parasmittina tubulata_1,875,Parasmittina tubulata,NA,bryozoan,NA,adult,1,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,470445,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,n
877_Porella columbiana_1,877,Porella columbiana,NA,bryozoan,NA,adult,1,Both,present,435,all,intertidal on floating kelp,colonial,sessile,filter feeder,Taxonomic,Species,469160,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,n
878_Porella major_1,878,Porella major,NA,bryozoan,NA,adult,1,Both,present,435,low,on shell,colonial,sessile,filter feeder,Taxonomic,Species,469162,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,n
879_Porella porifera_1,879,Porella porifera,NA,bryozoan,NA,adult,1,Both,present,435,all,"on rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,469163,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,n
880_Raymondcia osburni_1,880,Raymondcia osburni,NA,bryozoan,NA,adult,1,Both,present,435,all,"on rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,472526,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Raymondcia,n
881_Rhynchozoon rostratum_1,881,Rhynchozoon rostratum,NA,bryozoan,NA,adult,1,Both,present,435,NA,"on rock, shell, other hard substrates;",colonial,sessile,filter feeder,Taxonomic,Species,422411,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Rhynchozoon,n
882_Schizomavella robertsonae_1,882,Schizomavella robertsonae,NA,bryozoan,NA,adult,1,S,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,469140,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,n
883_Schizomavella triavicularia_1,883,Schizomavella triavicularia,NA,bryozoan,NA,adult,1,S,present,435,low,"on rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,469141,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,n
884_Schizosmittina pedicellata_1,884,Schizosmittina pedicellata,NA,bryozoan,NA,adult,1,S,present,435,low,"on rock, shell",colonial,sessile,filter feeder,Taxonomic,Species,471900,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizosmittina,n
885_Smittina ovirotula_1,885,Smittina ovirotula,NA,bryozoan,NA,adult,1,S,present,435,low,on hard substrates,colonial,sessile,filter feeder,Taxonomic,Species,470514,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,n
886_Smittina veleroa_1,886,Smittina veleroa,NA,bryozoan,NA,adult,1,Both,present,435,low,"on shell, rock",colonial,sessile,filter feeder,Taxonomic,Species,470513,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina,n
887_Smittoidea prolifica_1,887,Smittoidea prolifica,NA,bryozoan,NA,adult,1,Both,present,435,all,"on stone, shell, stems",colonial,sessile,filter feeder,Taxonomic,Species,396735,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittoidea,n
888_Stomachetosella condylata_1,888,Stomachetosella condylata,NA,bryozoan,NA,adult,1,Both,present,435,low,"on shell, rock",colonial,sessile,filter feeder,Taxonomic,Species,470600,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Stomachetosellidae,Stomachetosella,n
889_Trypostega claviculata_1,889,Trypostega claviculata,NA,bryozoan,NA,adult,1,Both,present,435,low,"on shell, rock",colonial,sessile,filter feeder,Taxonomic,Species,111581,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Trypostegidae,Trypostega,n
890_Terebratulina unguicula_1,890,Terebratulina unguicula,NA,brachiopod,NA,adult,1,Both,common,435,very low,locally abundant in intertidal in areas of broken rocks,solitary,sessile,filter feeder,Taxonomic,Species,235529,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,n
892_Laqueus erythraeus_1,892,Laqueus erythraeus,NA,brachiopod,NA,adult,1,Both,present,435,low,intertidally,solitary,sessile,filter feeder,Taxonomic,Species,235590,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Laqueidae,Laqueus,n
893_Platidia hornii_1,893,Platidia hornii,NA,brachiopod,NA,adult,1,Both,common,435,low,often attached to rocks or shells in low intertidal in northern part of range,solitary,sessile,filter feeder,Taxonomic,Species,869728,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Platidiidae,Platidia,n
901_Distaplia smithi_1,901,Distaplia smithi,NA,tunicate,NA,adult,1,N,locally abundant,435,low,"under rocky ledges, in cave-like spaces below large rocks,, along the sides of deep rocky channels,",colonial,sessile,filter feeder,Taxonomic,Species,250160,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,n
903_Synoicum pellucidum_1,903,Synoicum pellucidum,NA,tunicate,NA,adult,1,S,uncommon,435,low,rocky shores,colonial,sessile,filter feeder,Taxonomic,Species,251479,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Synoicum,n
906_Botryllus tuberatus_1,906,Botryllus tuberatus,NA,tunicate,NA,adult,1,S,uncommon,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,250109,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus,n
907_Dendrodoa abbotti_1,907,Dendrodoa abbotti,NA,tunicate,NA,adult,1,N,present,435; 478,low,"under rocks, peak abundance is at about +0.3 m,, I have found no specimens at either site above +0.6 m or below 0.0 m. This is an open-coast ascidian in California, inhabiting surf-swept rocky habitats where the full force of the waves is broken by surrounding rocks, reefs",aggregating,sessile,filter feeder,Taxonomic,Species,250445,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Dendrodoa,n
912_Leuckartiara octona_5,912,Leuckartiara octona,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,"Stolonal colonies on shells of gastropods including Hima mendica, Callianax biplicata",colonial,sessile,filter feeder,Taxonomic,Species,117791,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,n
914_Proboscidactyla circumsabella_1,914,Proboscidactyla circumsabella,NA,plankton,NA,medusa,1,N,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,285324,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,n
918_Rathkea octopunctata_1,918,Rathkea octopunctata,NA,plankton,NA,medusa,1,N,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,117848,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Rathkeidae,Rathkea,n
919_Cladonema myersi_5,919,Cladonema myersi,NA,hydroid,NA,hydroid colony,5,S,present,435,low,coralline algae,colonial,sessile,filter feeder,Taxonomic,Species,284444,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cladonematidae,Cladonema,n
920_Cladonema myersi_1,920,Cladonema myersi,NA,plankton,NA,medusa,1,S,present,435,low,"benthic, clinging to algae or other substrates with specialized tentacular adhesive pads.",solitary,sessile,filter feeder,Taxonomic,Species,284444,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cladonematidae,Cladonema,n
922_Coryne eximia_1,922,Coryne eximia,NA,plankton,NA,medusa,1,N,present,435,all,NA,solitary,mobile,filter feeder,Taxonomic,Species,151860,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,n
923_Dipurena bicircella_5,923,Dipurena bicircella,NA,hydroid,NA,hydroid colony,5,N,present,435,low,"On granite rock, shell, 3-10 m; ""on an empty valve of Pododesmus cepio""",colonial,sessile,filter feeder,Taxonomic,Species,284525,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Dipurena,n
924_Dipurena bicircella_1,924,Dipurena bicircella,NA,plankton,NA,medusa,1,N,present,435,low,spending most of their time on the bottom in culture,solitary,mobile,filter feeder,Taxonomic,Species,284525,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Dipurena,n
926_Coryne sp._1,926,Coryne sp.,NA,plankton,NA,medusa,1,Both,present,435,all,NA,solitary,mobile,filter feeder,Taxonomic,Genus,NA,Animalia,C,Hydrozoa,Anthoathecata,Corynidae,Coryne,n
929_Halimedusa typus_1,929,Halimedusa typus,NA,plankton,NA,medusa,1,N,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,290072,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Halimedusa,n
930_Hydrocoryne bodegensis_5,930,Hydrocoryne bodegensis,NA,hydroid,NA,hydroid colony,5,N,present,435; 517,all,"Intertidal, subtidal on jetty at entrance to Bodega Harbor, on rock faces exposed to moderately strong water movements; occasionally on kelps",colonial,sessile,filter feeder,Taxonomic,Species,290163,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydrocorynidae,Hydrocoryne,n
931_Hydrocoryne bodegensis_1,931,Hydrocoryne bodegensis,NA,plankton,NA,medusa,1,N,present,435; 517,low,"medusa in Bodega Harbor, Bodega Bay",solitary,mobile,filter feeder,Taxonomic,Species,290163,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydrocorynidae,Hydrocoryne,n
933_Hybocodon prolifer_5,933,Hybocodon prolifer,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,117988,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hybocodon,n
934_Hybocodon prolifer_1,934,Hybocodon prolifer,NA,plankton,NA,medusa,1,Both,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,117988,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hybocodon,n
936_Zanclea bomala_5,936,Zanclea bomala,NA,hydroid,NA,hydroid colony,5,N,present,435,NA,"Hydroid on unidentified bryozoan, with reticulate hydrorhiza growing under the bryozoan skeleton",colonial,sessile,filter feeder,Taxonomic,Species,285989,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,n
937_Zanclea bomala_1,937,Zanclea bomala,NA,plankton,NA,medusa,1,N,present,435,low,shallow water.,solitary,mobile,filter feeder,Taxonomic,Species,285989,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,n
943_Calycella syringa_5,943,Calycella syringa,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,on stalks of other hydroids,colonial,sessile,filter feeder,Taxonomic,Species,117402,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulinidae,Calycella,n
944_Eutonina indicans_5,944,Eutonina indicans,NA,hydroid,NA,hydroid colony,5,N,present,435,all,"on Zostera, crabs,, rocks, shallow water",colonial,sessile,filter feeder,Taxonomic,Species,117517,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,n
947_Halecium sp._1,947,Halecium sp.,NA,plankton,NA,medusa,1,Both,present,435,all,NA,solitary,mobile,filter feeder,Taxonomic,Species,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,Halecium,n
948_Filellum serpens_5,948,Filellum serpens,NA,hydroid,NA,hydroid colony,5,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,117690,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Filellum,n
949_Lafoea dumosa_5,949,Lafoea dumosa,NA,hydroid,NA,hydroid colony,5,Both,present,435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,117702,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,n
950_Mitrocoma cellularia_1,950,Mitrocoma cellularia,NA,plankton,NA,medusa,1,Both,present,435,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,292350,Animalia,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Mitrocoma,n
954_Abietinaria filicula_5,954,Abietinaria filicula,NA,hydroid,NA,hydroid colony,5,N,present,435,all,on intertidal rocks,colonial,sessile,filter feeder,Taxonomic,Species,117871,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,n
955_Abietinaria greenei_5,955,Abietinaria greenei,NA,hydroid,NA,hydroid colony,5,N,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,285366,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,n
956_Abietinaria inconstans_5,956,Abietinaria inconstans,NA,hydroid,NA,hydroid colony,5,Both,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,285368,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,n
957_Dynamena disticha_5,957,Dynamena disticha,NA,hydroid,NA,hydroid colony,5,Both,present,435,low,warm water,colonial,sessile,filter feeder,Taxonomic,Species,117887,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,n
958_Salacia desmoides_5,958,Salacia desmoides,NA,hydroid,NA,hydroid colony,5,Both,present,435,very low,NA,colonial,sessile,filter feeder,Taxonomic,Species,117892,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Salacia,n
960_Symplectoscyphus erectus_5,960,Symplectoscyphus erectus,"Sertularella erecta, Amphisbetia",hydroid,NA,hydroid colony,5,S,present,435,all,NA,colonial,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,n
961_Symplectoscyphus tricuspidatus_5,961,Symplectoscyphus tricuspidatus,Sertularella tricuspidata,hydroid,NA,hydroid colony,5,Both,present,435,middle to low,"An epibiont on other hydroids, on mussels",colonial,sessile,filter feeder,Taxonomic,Species,117929,Animalia,Cnidaria,Hydrozoa,Leptothecata,Symplectoscyphidae,Symplectoscyphus,n
963_Clytia hemisphaerica_5,963,Clytia hemisphaerica,"Phialidium hemisphaericum, Clytia johnstoni",hydroid,NA,hydroid colony,5,N,present,435,all,"On many substrates,",colonial,sessile,filter feeder,Taxonomic,Species,117368,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,n
967_Manania gwilliami_1,967,Manania gwilliami,NA,cnidarian,NA,adult,1,Both,present,435,low,"Attached to rocks, algae in surf-swept areas; very cryptic near coralline algae",solitary,sessile,filter feeder,Taxonomic,Species,287219,Animalia,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Manania,n
969_Haliclystus sanjuanensis_1,969,Haliclystus sanjuanensis,NA,cnidarian,NA,adult,1,N,present,479,low,"On living eelgrass, surfgrass, Zostera marina, Phyllospadix scouleri, or on various species of red, green,, brown algae",solitary,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,n
974_Cactosoma arenarium_1,974,Cactosoma arenarium,Cactosoma arenaria,anemone,NA,adult,1,Both,present,435,all,On open coasts; frequents kelp holdfasts,solitary,sessile,filter feeder,Taxonomic,Species,592961,Animalia,Cnidaria,Hexacorallia,Actiniaria,Halcampidae,Cactosoma,n
976_Metridium exilis_1,976,Metridium exilis,NA,anemone,NA,adult,1,Both,present,435,all,under rocks or ledges on the open coast in California,solitary,sessile,filter feeder,Taxonomic,Species,283703,Animalia,Cnidaria,Hexacorallia,Actiniaria,Metridiidae,Metridium,n
980_Telesto sp._1,980,Telesto sp.,NA,octocoral,NA,adult,1,S,present,435,low,exposed open coast situations,colonial,sessile,filter feeder,Taxonomic,Species,NA,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Tubiporidae,Telesto,n
983_Thrombophyton trachydermum_1,983,Thrombophyton trachydermum,NA,octocoral,NA,adult,1,N,present,435; 469,low,"attached to rock substrates, often on the undersides of boulders or in protected crevices",colonial,sessile,filter feeder,Taxonomic,Species,291219,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Paramuriceidae,Thrombophyton,n
1015_Evadne spinifera_1,1015,Evadne spinifera,NA,water flea,NA,adult,1,S,present,435,all,pelagic,solitary,mobile,filter feeder,Taxonomic,Species,106274,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,n
1016_Evadne nordmanni_1,1016,Evadne nordmanni,NA,water flea,NA,adult,1,Both,present,435,all,pelagic,solitary,mobile,filter feeder,Taxonomic,Species,106273,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,n
1017_Penilia avirostris_1,1017,Penilia avirostris,NA,water flea,NA,adult,1,Both,present,435,all,"pelagic, warm water",solitary,mobile,filter feeder,Taxonomic,Species,106272,Animalia,Arthropoda,Branchiopoda,Ctenopoda,Sididae,Penilia,n
1018_Pleopis polyphemoides_1,1018,Pleopis polyphemoides,NA,water flea,NA,adult,1,Both,present,435,all,pelagic,solitary,mobile,filter feeder,Taxonomic,Species,247981,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pleopis,n
1019_Pseudevadne tergestina_1,1019,Pseudevadne tergestina,NA,water flea,NA,adult,1,Both,present,435,all,pelagic,solitary,mobile,filter feeder,Taxonomic,Species,106278,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pseudevadne,n
1020_Cypridopsis vidua_1,1020,Cypridopsis vidua,NA,ostracod,NA,adult,1,Both,abundant,435,high,tide pools with freshwater influx,aggregating,mobile,filter feeder,Taxonomic,Species,160026,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,n
1021_Cypria reptans_1,1021,Cypria reptans,Herpetocypris reptans,ostracod,NA,adult,1,Both,present,435,high,tide pools with freshwater influx,aggregating,mobile,filter feeder,Taxonomic,Species,1672852,Animalia,Arthropoda,Ostracoda,Podocopida,Cyclocyprididae,Cypria,n
1022_Heterocypris salina_1,1022,Heterocypris salina,yprinotus salinus,ostracod,NA,adult,1,Both,present,435,all,"Empty valves in roots of eelgrass in brackish water inlet; Females, juveniles in high intertidal/supratidal pools with freshwater influx,",aggregating,mobile,filter feeder,Taxonomic,Species,416544,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Heterocypris,n
1023_Sarscypridopsis aculeata_1,1023,Sarscypridopsis aculeata,NA,ostracod,NA,adult,1,Both,present,435,all,Empty valves in roots of eelgrass in brackish water inlet,aggregating,mobile,filter feeder,Taxonomic,Species,558729,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,Sarscypridopsis,n
1024_Cythere alveolivalva_1,1024,Cythere alveolivalva,NA,ostracod,NA,adult,1,Both,common,435,all,NA,aggregating,mobile,filter feeder,Taxonomic,Genus,460642,Animalia,Arthropoda,Ostracoda,Podocopida,Cytheridae,Cythere,n
1025_Cythere sp._1,1025,Cythere sp.,NA,ostracod,NA,adult,1,Both,present,435,all,tide pool,aggregating,mobile,filter feeder,Taxonomic,Species,NA,Animalia,Arthropoda,Ostracoda,Podocopida,Cytheridae,Cythere,n
1026_Ambostracon glaucum_1,1026,Ambostracon glaucum,NA,ostracod,NA,adult,1,Both,present,435,low,"On holdfasts of algae in Carmel Bay; also on calcareous algae in tide pool just outside Hopkins Marine Station,",aggregating,mobile,filter feeder,Taxonomic,Species,461328,Animalia,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,Ambostracon,n
1027_Aurila lincolnensis_1,1027,Aurila lincolnensis,NA,ostracod,NA,adult,1,Both,common,435,all,"among shore rocks, habitat generalist",aggregating,mobile,filter feeder,Taxonomic,Species,461369,Animalia,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,Aurila,n
1028_Aurila montereyensis_1,1028,Aurila montereyensis,NA,ostracod,NA,adult,1,N,present,435,low,"On calcareous algae, among roots of eelgrass,, on holdfasts of Macrocystis in 2 m, in tide pools at Carmel Bay; Bodega Harbor, in fairly dense seagrass, silt with fine sand, RFM",aggregating,mobile,filter feeder,Taxonomic,Species,461374,Animalia,Arthropoda,Ostracoda,Podocopida,Hemicytheridae,Aurila,n
1029_Radimella aurita_1,1029,Radimella aurita,NA,ostracod,NA,adult,1,Both,present,435,all,"On calcareous algae in tide pool, on holdfasts of Macrocystis, outside Hopkins Marine Station on Monterey Bay, near Pacific Grove; also on kelp near shore, on eelgrass in Carmel Bay",aggregating,mobile,filter feeder,Taxonomic,Species,NA,Animalia,Arthropoda,Ostracoda,Pococopida,Hemicytheridae,Radimella,n
1030_Acetabulastoma californica_1,1030,Acetabulastoma californica,NA,ostracod,NA,adult,1,N,present,435,low,in the zone of the red alga Corallina gracilis; most are parasitic but this one's host is unknown,aggregating,mobile,filter feeder,Taxonomic,Species,462114,Animalia,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,Acetabulastoma,n
1031_Xestoleberis hopkinsi_1,1031,Xestoleberis hopkinsi,NA,ostracod,NA,adult,1,N,present,435,all,"On holdfasts of algae in rocky tide pool full of brown algae, just outside the Hopkins Marine Station, Monterey Bay",aggregating,mobile,filter feeder,Taxonomic,Species,462870,Animalia,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,Xestoleberis,n
1032_Ameira longipes_1,1032,Ameira longipes,NA,copepod,NA,adult,1,Both,common,435,all,"high intertidal pools to shallow subtidal eelgrass beds where microalgal epiphytes, detritus occur",aggregating,mobile,filter feeder,Taxonomic,Species,115517,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,n
1033_Ameira parvuloides_1,1033,Ameira parvuloides,NA,copepod,NA,adult,1,no data,present,435,no data,no data,aggregating,mobile,filter feeder,Taxonomic,Species,115522,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,n
1034_Nitokra spinipes_1,1034,Nitokra spinipes,NA,copepod,NA,adult,1,Both,present,435,high,tide pools with freshwater input.,aggregating,mobile,filter feeder,Taxonomic,Species,115576,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,n
1035_Nitocra californica_1,1035,Nitocra californica,NA,copepod,NA,adult,1,N,present,435,all,"tide pool with shell sand, stones,, algae near HMS",aggregating,mobile,filter feeder,Taxonomic,Subspecies,1735342,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitocra,n
1036_Praeleptomesochra similis_1,1036,Praeleptomesochra similis,NA,copepod,NA,adult,1,N,present,435,all,"Tidal pools, shell sand, stones, algae.",aggregating,mobile,filter feeder,Taxonomic,Species,360268,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Praeleptomesochra,n
1037_Psyllocamptus triarticulatus_1,1037,Psyllocamptus triarticulatus,NA,copepod,NA,adult,1,N,present,435,all,"tidal pools containing shell sand, stones,, algae off HMS",aggregating,mobile,filter feeder,Taxonomic,Species,360377,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Psyllocamptus,n
