reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,alternate_nomenclature,resource_category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,resource_phylum,resource_class,resource_order,resource_family,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Megamoera,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1397,Megamoera subtener,NA,gammarid,NA,NA,NA,adult,12,NA,present,Light & Smith,all,"In coarse gravel and shell, under stones and kelp",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,537193,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Eumalacostraca,NA,NA,Peracarida,Hadzioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Melita,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1398,Melita oregonensis,NA,gammarid,NA,NA,NA,adult,12,NA,present,Light & Smith,all,rocky shores,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,537227,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Eumalacostraca,NA,NA,Peracarida,Hadzioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Melita,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1399,Melita sulca,NA,gammarid,NA,NA,NA,adult,12,NA,present,Light & Smith,all,among cobbles and algae holdfasts of open coasts,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,537198,Animalia,Arthropoda,Malacostraca,Amphipoda,Melitidae,Eumalacostraca,NA,NA,Peracarida,Hadzioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Metopa,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1343,Metopa cistella,NA,gammarid,NA,NA,NA,adult,2.2999999999999998,NA,present,Light & Smith,all,"Commensal with anemones, hydroids and sea pens",solitary,mobile,hydroids,micropredator,generalist,NA,"anemones, hydroids and sea pens",NA,NA,NA,NA,NA,trophic strategy a guess by Light & Smith,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,555083,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Stenothoinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Microjassa,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1317,Microjassa barnardi,NA,gammarid,NA,NA,NA,adult,2.5,NA,present,Light & Smith,all,on algal holdfasts and rocks,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,tube building,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,491781,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Eumalacostraca,NA,NA,Peracarida,Photoidea,Crustacea,Ischyrocerinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,Ischyrocerini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Microjassa,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1318,Microjassa litotes,NA,gammarid,NA,NA,NA,adult,3.5,NA,present,Light & Smith,all,on algal holdfasts,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,tube building,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,889658,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Eumalacostraca,NA,NA,Peracarida,Photoidea,Crustacea,Ischyrocerinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,Ischyrocerini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Micropleustes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1373,Micropleustes nautiloides,NA,gammarid,NA,NA,NA,adult,3,NA,present,Light & Smith,all,In coralline algae and Phyllospadix mats,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549672,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Parapleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Micropleustes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1374,Micropleustes nautilus,NA,gammarid,NA,NA,NA,adult,3.4,NA,present,Light & Smith,all,"In exposed rocky shore algal mats, sponges and among Phyllospadix;",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549667,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Parapleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Monocorophium,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1320,Monocorophium insidiosum,NA,gammarid,NA,NA,cosmopolitan,adult,4.5,NA,present,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,undescribed nicothoid copepod in Puget Sound in summer,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,148592,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,Corophiinae,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,Corophiini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Monocorophium,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1321,Monocorophium uenoi,NA,gammarid,NA,NA,"Sea of Japan, South China Sea, introduced to California;",adult,5,NA,present,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,431365,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,Corophiinae,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,Corophiini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Netamelita,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1390,Netamelita cortada,NA,gammarid,NA,NA,NA,adult,3.5,NA,present,Light & Smith,all,Tunicate colonies at base of Phyllospadix beds,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,535926,Animalia,Arthropoda,Malacostraca,Amphipoda,Eriopisidae,Eumalacostraca,NA,NA,Peracarida,Hadzioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Ocosingo,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1359,Ocosingo borlus,NA,gammarid,NA,NA,NA,adult,2,NA,present,Light & Smith,all,intertidal,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,510624,Animalia,Arthropoda,Malacostraca,Amphipoda,Conicostomatidae,Eumalacostraca,NA,NA,Peracarida,Aristioidea,Crustacea,NA,Multicrustacea,Amphilochidea,Lysianassida,Lysianassidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Oligochinus,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",504,Oligochinus lighti,NA,gammarid,NA,NA,NA,adult,11.5,Both,present,"Morris, Abbott, & Haderlie",high to middle,"algae (Gigartina papillata, Endocladia muricata) and surfgrass",solitary,mobile,"diatoms, microalgal film, Gigartina papillata, Endocladia muricata",grazer,specialist,NA,NA,NA,NA,NA,NA,NA,"""abundant to scarce""",Taxonomic,Species,2,fix,NA,NA,NA,NA,high,430741,Animalia,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Orchomenella,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1360,Orchomenella recondita,NA,gammarid,NA,NA,Oregon to Santa Cruz Island,adult,4,N,present,Light & Smith,all,"Commensal in the gut of the sea anemone Anthopleura elegantissima,",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1674685,Animalia,Arthropoda,Malacostraca,Amphipoda,Tryphosidae,Eumalacostraca,NA,NA,Peracarida,Lysianassoidea,Crustacea,NA,Multicrustacea,Amphilochidea,Lysianassida,Lysianassidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Parallorchestes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1335,Parallorchestes americana,NA,gammarid,NA,NA,NA,adult,7.5,NA,common,Light & Smith,all,Commonly free swimming in intertidal areas of surf-exposed costs;,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1355661,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Parallorchestes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1336,Parallorchestes cowani,NA,gammarid,NA,NA,NA,adult,13,NA,present,Light & Smith,low,ree swimming or associated with brown algae and Phyllospadix at low water on exposed and semiprotected rocky coasts;,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,395440,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Parallorchestes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1337,Parallorchestes leblondi,NA,gammarid,NA,NA,NA,adult,11,NA,present,Light & Smith,low,Exposed sandy and rocky beaches at low water level,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,395442,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Paramicrodeutopus,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1279,Paramicrodeutopus schmitti,NA,gammarid,NA,NA,NA,adult,5,NA,present,Light & Smith,all,Rocky surfwashed beaches among Phyllospadix and red algae,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488841,Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,Eumalacostraca,NA,NA,Peracarida,Aoroidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Paramoera,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1385,Paramoera mohri,NA,gammarid,NA,NA,NA,adult,6.5,NA,present,Light & Smith,all,Marine rocky open coasts,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550355,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Paramoera,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1386,Paramoera suchaneki,NA,gammarid,NA,NA,NA,adult,13,NA,present,Light & Smith,all,"arine, gravel, cobble and mussel beds",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550367,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pariphinotus,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1271,Pariphinotus escabrosus,NA,gammarid,NA,NA,NA,adult,3.8,NA,abundant,Light & Smith,all,"Moderately abundant under rock substrata, in kelp Macrocystis holdfasts, rare in surfgrass Phyllospadix.",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548478,Animalia,Arthropoda,Malacostraca,Amphipoda,Phliantidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,NA,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1299,Peramphithoe humeralis,NA,gammarid,NA,NA,NA,adult,53,NA,present,Light & Smith,all,makes nests in Alaria or Macrocystis by curling the fronds into a tube,aggregating,mobile,NA,parasite,specialist,NA,NA,NA,NA,NA,Alaria or Macrocystis,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488574,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1300,Peramphithoe humeralis,NA,gammarid,NA,NA,NA,juvenile,<53?,NA,present,Light & Smith,all,makes nests in Alaria or Macrocystis by curling the fronds into a tube,aggregating,mobile,NA,parasite,specialist,NA,NA,NA,NA,NA,Alaria or Macrocystis,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488574,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1301,Peramphithoe lindbergi,NA,gammarid,NA,NA,"Boreal to Corona Del Mar, CA",adult,12.5,NA,present,Light & Smith,all,among eelgrass and algal holdfasts,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488576,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1302,Peramphithoe mea,NA,gammarid,NA,NA,Boreal to Southern California,adult,22,NA,rare,Light & Smith,low,among eelgrass,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488577,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1303,Peramphithoe plea,NA,gammarid,NA,NA,NA,adult,12.5,NA,present,Light & Smith,all,Among kelp holdfasts on exposed coasts,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488581,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1304,Peramphithoe stypotrupetes,NA,gammarid,NA,NA,NA,adult,21,NA,present,Light & Smith,very low,Burrows into Eisenia and Laminaria stipes; cohorts remain and graze on the stipe's interior;,solitary,mobile,NA,parasite,specialist,NA,NA,NA,NA,NA,Eisenia and Laminaria,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488582,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Peramphithoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1305,Peramphithoe tea,NA,gammarid,NA,NA,NA,adult,12,NA,present,Light & Smith,all,Among algae of exposed and semiprotected high salinity areas,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,488583,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Eumalacostraca,NA,NA,Peracarida,Corophioidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Photis,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1287,Photis californica,NA,gammarid,NA,NA,NA,adult,6,NA,present,Light & Smith,low,Among Phyllospadix and on open coast rocky shores;,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Eumalacostraca,NA,NA,Peracarida,Photoidea,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Photis,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1288,Photis conchicola,NA,gammarid,NA,NA,NA,adult,5.5,NA,present,Light & Smith,all,"On rocky beaches with algae and surfgrass, often paguridlike, living in empty gastropod shell",solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,548647,Animalia,Arthropoda,Malacostraca,Amphipoda,Photidae,Eumalacostraca,NA,NA,Peracarida,Photoidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pleusirus,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1375,Pleusirus secorrus,NA,gammarid,NA,NA,NA,adult,3.8,NA,present,Light & Smith,low,Low intertidal and subtidal cobbles; 3.8 mm;,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549686,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Pleusirinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Podocerus,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1273,Podocerus spongicolus,NA,gammarid,NA,NA,NA,adult,6,NA,present,Light & Smith,all,"in sponges, poorly known",solitary,mobile,NA,unknown,generalist,NA,sponges,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550187,Animalia,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,NA,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pontogeneia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1387,Pontogeneia inermis,NA,gammarid,NA,NA,Pan boreal in northern hemisphere,adult,4.5,NA,present,Light & Smith,all,"mixed sediments, possible echinoderm and coelenterate commensal",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,102223,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
