id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,phylum,class,subclass,infraclass,subterclass,superorder,superfamily,family,genus,subphylum,order,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
236,Tegula brunnea,Chlorostoma brunnea,topsnail,brown turban snail,NA,NA,adult,19-45mm,Both,abundant,"Morris, Abbott, & Haderlie; light & Smith",low,mostly subtidal,solitary,mobile,"Macrocystis pyrifera, Laminaria sp., Pterygophora sp.",grazer,generalist,"Pisaster ochraceus, Cancer antennarius, Enhydra lutris",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,534187,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Tegulidae,Tegula,NA,Trochida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Tegula eiseni,Cholorostoma,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,413469,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Tegulidae,Tegula,NA,Trochida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,Tegula funebralis,Cholorostoma,topsnail,black turban snail,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",middle,avoiding exposed outercoast habitats,solitary,mobile,"microalgal film, drift algae",grazer,generalist,"Enhydra lutris, Cancer antennarius, Posaster ochraceus","Lottia asmi, Lottia pelta, Lottia digitalis, Lottia strigatella, Lottia limatula, Crepidula adunca, Crepidula perforans",NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,534190,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Tegulidae,Tegula,NA,Trochida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Tegula gallina,Cholorostoma,topsnail,speckled turban snail,NA,NA,adult,NA,S,abundant,"Morris, Abbott, & Haderlie",low,little info,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,534191,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Tegulidae,Tegula,NA,Trochida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Tegula montereyi,Cholorostoma,topsnail,monterey turban snail,NA,NA,adult,NA,N,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"little info, kelp beds",solitary,mobile,brown algae,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,534193,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,NA,Trochoidea,Tegulidae,Tegula,NA,Trochida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,Teinostoma supravallatum,"invallata, Teinostoma invallatum",microsnail,NA,NA,NA,adult,NA,Both,present,"Distributional list of the west american marine mollusks from San Diego, California (https://www.biodiversitylibrary.org/page/46830186#page/178/mode/1up)",middle,NA,solitary,mobile,NA,unknown,NA,Navanax inermis,Stenoplax sp.,NA,NA,NA,NA,NA,Teinostoma invallatum is a subspecies,Taxonomic,Species,3,NA,NA,NA,NA,NA,NA,575552,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Truncatelloidea,Teinostomatidae,Teinostoma,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,Telesto sp.,NA,octocoral,NA,NA,Santa Barbara County,adult,45514,S,present,Light & Smith,low,exposed open coast situations,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,Telmessus cheiragonus,NA,true crab,NA,NA,NA,adult,NA,N,rare,Light & Smith,very low,NA,solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,254360,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Cheiragonoidea,Cheiragonidae,Telmessus,Crustacea,Decapoda,NA,Multicrustacea,Pleocyemata,Brachyura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubrachyura,Heterotremata,NA,NA
1949,Tenellia adspersa,NA,nudibranch,NA,NA,Oregon to Southern California,adult,NA,Both,unclear,Light & Smith,all,widely distributed but usually in harbors,solitary,mobile,"hydroids, Obelia sp., Pinauay crocea",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,141639,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Fionoidea,Trinchesiidae,Tenellia,NA,Nudibranchia,NA,NA,Cladobranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,Terebratalia transversa,NA,brachiopod,NA,NA,Alaska to Baja California,adult,NA,Both,present,Light & Smith,very low,often attached to the underside of rocks at very low tides in the northern part of range,solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,235615,Animalia,Brachiopoda,Rhynchonellata,NA,NA,NA,NA,Laqueoidea,Terebrataliidae,Terebratalia,Rhynchonelliformea,Terebratulida,Terebrataliinae,NA,Terebratellidina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,Terebratulina unguicula,NA,brachiopod,NA,NA,Alaska to Baja California,adult,NA,Both,common,Light & Smith,very low,locally abundant in intertidal in areas of broken rocks,solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,235529,Animalia,Brachiopoda,Rhynchonellata,NA,NA,NA,NA,Cancellothyridoidea,Cancellothyrididae,Terebratulina,Rhynchonelliformea,Terebratulida,Cancellothyridinae,NA,Terebratulidina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Tetraclita rubescens,NA,barnacle,NA,NA,"Cape Mendocino, CA to South",adult,NA,Both,common,"morris, Abbott, & Haderlie",middle to low,on rocks exposed to strong surf,aggregating,sessile,NA,filter feeder,generalist,"Nucella emarginata, Pisaster ochraceus",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,middle,882213,Animalia,Arthropoda,Thecostraca,Cirripedia,Thoracica,NA,Thoracicalcarea,Coronuloidea,Tetraclitidae,Tetraclita,Crustacea,Balanomorpha,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,Tetrastemma albidum,NA,nemertean,ribbon worm,NA,Monterey Bay to Mexico,adult,NA,Both,present,Light & Smith,all,among algae and other surface cover on rocks and pilings exposed to surf,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,176363,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1729,Tetrastemma candidum,NA,nemertean,ribbon worm,NA,"Alaska to Mexico, also northeast Atlantic coasts (type region) to Mediterranean, South Africa, and Labrador to south of New England",adult,NA,Both,present,Light & Smith,all,"among algae and other surface cover on rocks and piers, and buried in soft sediments",solitary,mobile,artemia nauplii in laboratory,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,122764,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,Tetrastemma nigrifrons,NA,nemertean,ribbon worm,NA,Washington to Costa Rica; also Sea ofJapan,adult,NA,Both,common,Light & Smith,all,among algae and other surface cover on rocks and piers;,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,162358,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1731,Tetrastemma quadrilineatum,NA,nemertean,ribbon worm,NA,Monterey Bay to Mexico.,adult,NA,Both,present,Light & Smith,all,"among algae and other surface cover on rocks and pilings, also in tide pools",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,148219,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1732,Tetrastemma reticulatum,NA,nemertean,ribbon worm,NA,"Monterey Bay to San Diego, CA",adult,45519,Both,present,Light & Smith,very low,On pilings and among rocks in lowest intertidal,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,162361,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,Tetrastemma signifer,NA,nemertean,ribbon worm,NA,Monterey Bay to San Diego,adult,NA,Both,present,Light & Smith,all,"among algae and other surface cover on rocks and pilings, and in subtidal kelp holdfasts",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,148222,Animalia,Nemertea,Hoplonemertea,NA,NA,NA,NA,NA,Tetrastemmatidae,Tetrastemma,NA,Monostilifera,NA,NA,Eumonostilifera,Amphiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,Thalamoporella californica,NA,bryozoan,NA,NA,Monterey Bay and south,adult,2 - 200,Both,present,Light & Smith,all,"on kelp, other algal substrates",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,468453,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Thalamoporelloidea,Thalamoporellidae,Thalamoporella,NA,Cheilostomatida,NA,NA,Thalamoporellina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,Thalamoporella gothica,NA,bryozoan,NA,NA,"hallow, warmer California waters especially during El Nino years, more common in Gulf of California",adult,2 - 200,S,present,Light & Smith,all,"on rock, shell",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,216033,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Thalamoporelloidea,Thalamoporellidae,Thalamoporella,NA,Cheilostomatida,NA,NA,Thalamoporellina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,Thalassacarus spp.,NA,mite,NA,NA,NA,adult,0.18-2,NA,unclear,Light & Smith,all,NA,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1451,Thalassarachna rhaphidochela,NA,mite,NA,NA,Oregon,adult,0.18-2,N,not reported for CA/present,Krantz 1977,all,"colony of Mytilus californianus-Balanus on rock face (northern exposure) at low tide,",solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,in Light & Smith at higher taxonomic level,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,407446,Animalia,Arthropoda,Arachnida,Acari,NA,NA,Acariformes,Halacaroidea,Halacaridae,Thalassarachna,Chelicerata,Trombidiformes,NA,NA,Prostigmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,Thalasselephas testaceus,NA,insect,NA,NA,NA,adult,NA,NA,present,Light & Smith,high,rocky shores,aggregating,mobile,detritus,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,Thalasselephas testaceus,NA,insect,NA,NA,NA,larvae,NA,NA,present,Light & Smith,high,rocky shores,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,Thalassotrechus barbarae,NA,insect,NA,NA,NA,adult,NA,NA,rare,Light & Smith,all,in deep rock cracks; Adults emerge from crevices at dusk and retreat at dawn or during a full moon or when the tide floods,solitary,mobile,NA,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,411104,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Carabidae,Thalassotrechus,Crustacea,Coleoptera,NA,Allotriocarida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,Thalassotrechus nigripennis,NA,insect,NA,NA,NA,adult,NA,NA,rare,Light & Smith,all,"exist throughout the intertidal zone, persisting in trapped air pockets at high tide and crawling about at low tide; in rock crevices",solitary,mobile,NA,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Thelepus crispus,NA,polychaete,terebellid tubeworm,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"thin, membranus sand encrusted tube under rocks; scale worms sometimes occur as commensals in the burrows",solitary,sessile,"""fine particulate surface deposits""",filter feeder,generalist,NA,"Halosydna brevisetosa, Hololepidella tuta in tube",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,332560,Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,NA,NA,NA,Terebellidae,Thelepus,NA,Terebellida,Thelepodinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Thelepus setosus,NA,polychaete,feather duster worm,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"thin, debris encrusted tube under rocks; Tubes sandy,",solitary,sessile,"detritus, phytoplankton, zooplankton",deposit feeder,generalist,NA,Halosydna brevisetosa may occur as a commensal in the tubes,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,131544,Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,NA,NA,NA,Terebellidae,Thelepus,NA,Terebellida,Thelepodinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Themiste dyscrita,NA,sipunculid,NA,NA,NA,adult,NA,N,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices, pholad and urchin holes",solitary,mobile,NA,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,424642,Animalia,Annelida,NA,NA,NA,NA,NA,NA,Golfingiidae,Themiste,NA,Sipuncula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,Themiste pyroides,NA,sipunculid,NA,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"under rocks, in crevices, abandoned pholad holes",solitary,mobile,NA,detritivore,generalist,NA,NA,NA,NA,Collastoma pacifica,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,424671,Animalia,Annelida,NA,NA,NA,NA,NA,NA,Golfingiidae,Themiste,NA,Sipuncula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,Thinusa fletcheri,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,fly eggs and small insects and crustaceans,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,L&S guessing on food habits,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,508068,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Thinusa,Crustacea,Coleoptera,Aleocharinae,Allotriocarida,NA,NA,NA,NA,NA,Athetini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,Thinusa maritima,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,fly eggs and small insects and crustaceans,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,L&S guessing on food habits,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,508064,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Thinusa,Crustacea,Coleoptera,Aleocharinae,Allotriocarida,NA,NA,NA,NA,NA,Athetini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Thoonchus ferox,NA,nematode,NA,NA,Dillon Beach,adult,NA,N,unclear,Light & Smith,all,Intertidal sand and tide pools behind rocks,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,single record?,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,229619,Animalia,Nematoda,Enoplea,Enoplia,NA,NA,NA,Oncholaimoidea,Enchelidiidae,Thoonchus,NA,Enoplida,NA,NA,Oncholaimina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Thoracostoma trachygaster,NA,nematode,NA,NA,"Dillon Beach and Point Pinos, Pacific Grove",adult,NA,N,unclear,Light & Smith,all,Holdfasts of Egregia,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,single record?,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,227880,Animalia,Nematoda,Enoplea,Enoplia,NA,NA,NA,Ironoidea,Leptosomatidae,Thoracostoma,NA,Enoplida,Thoracostomatinae,NA,Ironina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,Thordisa bimaculata,NA,nudibranch,NA,NA,Central California to Mexico,adult,NA,Both,NA,Light & Smith,NA,NA,solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581824,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,Discodorididae,Thordisa,NA,Nudibranchia,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,Thordisa rubescens,NA,nudibranch,NA,NA,Southern California to Mexico,adult,NA,S,present,Light & Smith,all,Usually found on or near the red sponges Axinella and Lissodendoryx,solitary,mobile,Axinella and Lissodendoryx,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581825,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Doridoidea,Discodorididae,Thordisa,NA,Nudibranchia,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,Thorlaksonius brevirostris,NA,gammarid,NA,NA,NA,adult,7,NA,present,Light & Smith,all,Among algae on rocks,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549701,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Pleustidae,Thorlaksonius,Crustacea,Amphipoda,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,Thorlaksonius depressus,NA,gammarid,NA,NA,NA,adult,8.5,NA,present,Light & Smith,all,Among algae on rocks and among Phyllospadix. Mimics snails,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549705,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Pleustidae,Thorlaksonius,Crustacea,Amphipoda,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1378,Thorlaksonius grandirostris,NA,gammarid,NA,NA,NA,adult,6,NA,present,Light & Smith,all,"On rocks with seagrass, probably mimics a snail",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549706,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Pleustidae,Thorlaksonius,Crustacea,Amphipoda,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379,Thorlaksonius subcarinatus,NA,gammarid,NA,NA,NA,adult,9.5,NA,present,Light & Smith,all,on rocks and algae,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549710,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Pleustidae,Thorlaksonius,Crustacea,Amphipoda,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,Thracia curta,NA,bivalve,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,low,Nestling in rock crevices from the low intertidal zone to offshore,solitary,sessile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,506908,Animalia,Mollusca,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Thracioidea,Thraciidae,Thracia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,Thrombophyton trachydermum,NA,octocoral,NA,NA,"Vancouver Island to Año Nuevo Point, California",adult,NA,N,present,Light & Smith; McFadden & Hochberg 2003,low,"attached to rock substrates, often on the undersides of boulders or in protected crevices",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26.5,NA,291219,Animalia,Cnidaria,Octocorallia,NA,NA,NA,NA,NA,Paramuriceidae,Thrombophyton,Anthozoa,Malacalcyonacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Thylacodes squamigerus,Serpulorbis squamigerus,vermetid,scaled worm snail,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; MacGintie & MacGintie 1949; Hadfield 1967; Light & Smith",all,"upper surfaces of protected rocks; individuals north of Point Conception, aggregated South",aggregating,sessile,"zooplankton, phytoplankton",filter feeder,generalist,"Pisaster giganteus, Ceratostoma foliatum, Shaskyus festivus, Pterynotus trialatus","Opisthopus transversus, epiphytic: calyptraeid gastropods, nemerteans, sipunculids, polychaetes, and the ubiquitous nematodes, (attached:) , bryozoans, sponges, compound ascidians",NA,mystery trematode castrators (cercariae),NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,709499,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Vermetoidea,Vermetidae,Thylacodes,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,Thylacodes squamigerus,Serpulorbis squamigerus,vermetid,NA,NA,NA,larvae,scaled worm snail,Both,present,Light & Smith,all,larvae settle on bryozoans,aggregating,sessile,NA,unknown,generalist,NA,bryozoans,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,NA,NA,NA,NA,NA,NA,709499,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Vermetoidea,Vermetidae,Thylacodes,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
