nodeNum,species,synonymies,organismal_category,common_name,range,body_size_mm,province,commonality,reference_justification,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,trophic_strategy,notes,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,life_stage,web_enter_code,clean_stage
252,Bittium eschrichtii,NA,snail,threded bittium,"Sitka, Alaska to Crescent City, CA",NA,Both,present,"Morris, Abbott, & Haderlie",low,"under rocks, in gravel",solitary,mobile,grazer,crawl away juveniles,Taxonomic,Species,743343,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Bittium,adult,1,1
257,Hipponix tumens,NA,slipper snail,ribbed hoof snail,NA,1500,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,crevices,solitary,mobile,grazer,NA,Taxonomic,Species,766722,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Hipponix,adult,1,1
1144,Gastrodelphys dalesi,Sabellacheres dalesi,copepod,NA,NA,1.5,NA,present,Light & Smith; 312,all,External associate of the sabellid polychaete Eudistylia polymorpha,solitary,sessile,filter feeder,NA,Taxonomic,Species,358656,Animalia,Arthropoda,Copepoda,Cyclopoida,Gastrodelphyidae,Gastrodelphys,adult,1,1
1145,Gastrodelphys fernaldi,NA,copepod,NA,NA,4,NA,present,Light & Smith; 312,all,External associate of the sabellid polychaete Bispira sp (and Sabella crassicornis in WA - 312),solitary,sessile,filter feeder,NA,Taxonomic,Species,351933,Animalia,Arthropoda,Copepoda,Cyclopoida,Gastrodelphyidae,Gastrodelphys,adult,1,1
1147,Sabellacheres illgi,NA,copepod,NA,NA,4,NA,present,Light & Smith; 312,all,"External associate of the sabellid polychaetes Branchiomma burrardum, Distylidia rugosa,, Pseudopotamilla occelata",solitary,sessile,unknown,NA,Taxonomic,Species,360412,Animalia,Arthropoda,Copepoda,Cyclopoida,Gastrodelphyidae,Sabellacheres,adult,1,1
1990,Pentamera montereyensis,Thyone montereyensis,cucumber,NA,"Queen Charlotte Islands to Long Beach, CA",NA,Both,present,Light & Smith; 314,all,NA,solitary,mobile,filter feeder,trophic strategy inferred from order,Taxonomic,Species,529913,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Pentamera,adult,1,1
1809,Caecum californicum,NA,microsnail,NA,Columbia River to Point Conception,2,N,present,Light & Smith,middle to low,"Interstitial in sand, gravel, especially near roots of surfgrass Phyllospadix",solitary,mobile,grazer,truly just inferred trophic strategy based on size,Taxonomic,Species,545250,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Caecum,adult,1,1
1812,Fartulum orcutti,NA,microsnail,NA,Columbia River to Point Conception,2,N,present,Light & Smith,high,Among debris under stones at high tide zone,solitary,mobile,grazer,truly just inferred trophic strategy based on size,Taxonomic,Species,580644,Animalia,Mollusca,Gastropoda,Littorinimorpha,Caecidae,Fartulum,adult,1,1
1800,Eatonina sp.,Mistostigma sp.,microsnail,NA,Columbia River to Point Conception,1.4,N,present,Light & Smith,all,"Rocky intertidal, sublittoral near brown algae. Common in sediment samples",solitary,mobile,grazer,truly just inferred trophic strategy based on size,Taxonomic,Species,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cingulopsidae,Eatonina,adult,1,1
110,Balanophyllia elegans,NA,anemone,orange cup coral,British Columbia to Baja California,NA,Both,present,Light & Smith,low,"on rocky open coasts, typically in surge channels, often under overhangs",colonial,sessile,filter feeder,NA,Taxonomic,Species,1288908,Animalia,Cnidaria,Hexacorallia,Scleractinia,Dendrophylliidae,Balanophyllia,adult,1,1
974,Cactosoma arenarium,Cactosoma arenaria,anemone,NA,Alaska to Central America,NA,Both,present,Light & Smith,all,On open coasts; frequents kelp holdfasts,solitary,sessile,filter feeder,NA,Taxonomic,Species,592961,Animalia,Cnidaria,Hexacorallia,Actiniaria,Halcampidae,Cactosoma,adult,1,1
97,Halcampa decemtentaculata,NA,anemone,NA,"Southern British Columbia, Canada to central California",NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"among Phyllospadix (surfgrass) holdfasts, holdfasts of laminarian kelp, or in gravelly tidepools.",NA,sessile,filter feeder,NA,Taxonomic,Species,283565,Animalia,Cnidaria,Hexacorallia,Actiniaria,Halcampidae,Halcampa,adult,1,1
976,Metridium exilis,NA,anemone,NA,Alaska to Santa Catalina,180,Both,present,Light & Smith,all,under rocks or ledges on the open coast in California,solitary,sessile,filter feeder,NA,Taxonomic,Species,283703,Animalia,Cnidaria,Hexacorallia,Actiniaria,Metridiidae,Metridium,adult,1,1
1969,Milneria kelseyi,NA,bivalve,NA,Monterey to South,18,Both,present,Light & Smith,all,NA,solitary,sessile,filter feeder,broods young,Taxonomic,Species,504924,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Milneria,adult,1,1
1968,Milneria minima,NA,bivalve,NA,Columbia River to Point Conception,8,N,present,Light & Smith,low,attaches with a byssus to rocks from the low intertidal zone,solitary,sessile,filter feeder,broods young,Taxonomic,Species,504923,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Milneria,adult,1,1
1966,Epilucina californica,NA,bivalve,NA,Columbia River to Point Conception,NA,N,present,Light & Smith,all,"In the intertidal zone nestling in gravel, crevices on rocky coast",solitary,sessile,filter feeder,NA,Taxonomic,Species,464159,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Epilucina,adult,1,1
1956,Philobrya setosa,NA,bivalve,NA,Columbia River to Point Conception,5,N,present,Light & Smith,low,lives attached to rocks or algae by a byssus in the low intertidal zone,solitary,sessile,filter feeder,NA,Taxonomic,Species,504729,Animalia,Mollusca,Bivalvia,Arcida,Philobryidae,Philobrya,adult,1,1
1976,Penitella turnerae,NA,bivalve,NA,Columbia River to Point Conception,NA,N,uncommon,Light & Smith,all,in rocks,solitary,sessile,filter feeder,NA,Taxonomic,Species,507017,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Penitella,adult,1,1
1973,Gari californica,NA,bivalve,NA,Columbia River to Point Conception,NA,N,present,Light & Smith,low,Among rubble,solitary,sessile,filter feeder,NA,Taxonomic,Species,507139,Animalia,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari,adult,1,1
1974,Cumingia californica,NA,bivalve,NA,Columbia River to Point Conception,NA,N,common,Light & Smith,all,nestler in rocky intertidal zone,solitary,sessile,filter feeder,NA,Taxonomic,Species,507256,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Cumingia,adult,1,1
1975,Semele decisa,NA,bivalve,NA,Point Arguello to South,NA,Both,present,Light & Smith,all,nestling in rocky situations.,solitary,sessile,filter feeder,NA,Taxonomic,Species,507284,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,adult,1,1
1978,Thracia curta,NA,bivalve,NA,Columbia River to Point Conception,NA,N,present,Light & Smith,low,Nestling in rock crevices from the low intertidal zone to offshore,solitary,sessile,filter feeder,NA,Taxonomic,Species,506908,Animalia,Mollusca,Bivalvia,NA,Thraciidae,Thracia,adult,1,1
383,Platyodon cancellatus,NA,boring clam,checked borer,NA,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",middle,"protected areas, bores into hard packed clay, mudstone, sandstone",solitary,sessile,filter feeder,NA,Taxonomic,Species,505903,Animalia,Mollusca,Bivalvia,Myida,Myidae,Platyodon,adult,1,1
362,Adula gruneri,Adula falcata,boring clam,rough pea-pod borer,NA,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,"bores in clay, shale",solitary,sessile,filter feeder,NA,Taxonomic,Species,505935,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Adula,adult,1,1
387,Parapholas californica,NA,boring clam,scale-sided piddock,NA,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"bores in clay, soft sandstone,, shale",solitary,sessile,filter feeder,NA,Taxonomic,Species,507009,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas,adult,1,1
391,Penitella fitchi,NA,boring clam,NA,NA,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"bores into shale, chert, nothing known",solitary,sessile,filter feeder,NA,Taxonomic,Species,507020,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Penitella,adult,1,1
389,Penitella richardsoni,Penitella gabbii,boring clam,NA,NA,NA,Both,fairly common,"Morris, Abbott, & Haderlie",low,"bores in clay, shale",solitary,sessile,filter feeder,NA,Taxonomic,Species,507019,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Penitella,adult,1,1
890,Terebratulina unguicula,NA,brachiopod,NA,Alaska to Baja California,NA,Both,common,Light & Smith,very low,locally abundant in intertidal in areas of broken rocks,solitary,sessile,filter feeder,NA,Taxonomic,Species,235529,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,adult,1,1
892,Laqueus erythraeus,NA,brachiopod,NA,Alaska to Baja California,NA,Both,present,Light & Smith,low,intertidally,solitary,sessile,filter feeder,NA,Taxonomic,Species,235590,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Laqueidae,Laqueus,adult,1,1
893,Platidia hornii,NA,brachiopod,NA,Alaska to Baja California,NA,Both,common,Light & Smith,low,often attached to rocks or shells in low intertidal in northern part of range,solitary,sessile,filter feeder,NA,Taxonomic,Species,869728,Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Platidiidae,Platidia,adult,1,1
798,Aetea paraligulata,NA,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,low,"central, southern California; shallow water to 100 m",colonial,sessile,filter feeder,NA,Taxonomic,Species,469045,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,adult,1,1
799,Aetea pseudoanguina,Aetea anguina,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,low,"on algae, rock, other bryozoans",colonial,sessile,filter feeder,NA,Taxonomic,Species,469044,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,adult,1,1
871,Neodakaria islandica,NA,bryozoan,NA,"Channel Islands, ? northern California to Baja California",2 - 200,Both,present,Light & Smith,NA,"on rock, shell, algae",colonial,sessile,filter feeder,NA,Taxonomic,Species,472020,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Neodakaria,adult,1,1
872,Neodakaria ordinata,Dakaria ordinata,bryozoan,NA,"British Columbia, ? to Dillon Beach",2 - 200,Both,present,Light & Smith,all,"on rock, shell, algae;",colonial,sessile,filter feeder,NA,Taxonomic,Species,472019,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Neodakaria,adult,1,1
882,Schizomavella robertsonae,NA,bryozoan,NA,Channel Islands to Coronados Islands,2 - 200,S,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469140,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,adult,1,1
883,Schizomavella triavicularia,NA,bryozoan,NA,Channel Islands to Galapagos Islands,2 - 200,S,present,Light & Smith,low,"on rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,469141,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,adult,1,1
884,Schizosmittina pedicellata,NA,bryozoan,NA,Channel Islands,2 - 200,S,present,Light & Smith,low,"on rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,471900,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizosmittina,adult,1,1
877,Porella columbiana,NA,bryozoan,NA,"British Columbia to southern California, ? Galapagos Islands",2 - 200,Both,present,Light & Smith,all,intertidal on floating kelp,colonial,sessile,filter feeder,NA,Taxonomic,Species,469160,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,adult,1,1
878,Porella major,NA,bryozoan,NA,Alaska to southern California,2 - 200,Both,present,Light & Smith,low,on shell,colonial,sessile,filter feeder,NA,Taxonomic,Species,469162,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,adult,1,1
879,Porella porifera,NA,bryozoan,NA,"British Columbia to southern California, ? west coast of Baja Calfornia",2 - 200,Both,present,Light & Smith,all,"on rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,469163,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,adult,1,1
805,Caulibugula californica,NA,bryozoan,NA,British Columbia to La Jolla,2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,448286,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Caulibugula,adult,1,1
800,Alderina brevispina,NA,bryozoan,NA,NA,2 - 200,N,present,Light & Smith,low,"Small encrusting colonies on rock, shell, other hard substrates",colonial,sessile,filter feeder,NA,Taxonomic,Species,469255,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Alderina,adult,1,1
808,Cauloramphus echinus,NA,bryozoan,NA,British Columbia to Santa Barbara Channel,2 - 200,N,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469298,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,adult,1,1
813,Copidozoum adamantum,NA,bryozoan,NA,British Columbia to Channel Islands,2 - 200,Both,present,Light & Smith,all,Encrusting,colonial,sessile,filter feeder,NA,Taxonomic,Species,469313,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Copidozoum,adult,1,1
814,Copidozoum protectum,NA,bryozoan,NA,British Columbia to Gulf of California,2 - 200,Both,present,Light & Smith,low,encrusting hard substrates,colonial,sessile,filter feeder,NA,Taxonomic,Species,469317,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Copidozoum,adult,1,1
826,Tegella armifera,NA,bryozoan,NA,"Arctic seas, North Atlantic, Alaska, Oregon, California;",2 - 200,Both,present,Light & Smith,all,intertidal in northern waters to >100 m in southern California if all are the same species,colonial,sessile,filter feeder,NA,Taxonomic,Species,111224,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
827,Tegella cassidata,NA,bryozoan,NA,"British Columbia, to ? southern California",2 - 200,Both,present,Light & Smith,all,"encrusting rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,469374,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
828,Tegella circumclathrata,Callopora circumclathrata,bryozoan,NA,? British Columbia to ? Baja California,2 - 200,Both,present,Light & Smith,low,"encrusting rock, shell;",colonial,sessile,filter feeder,NA,Taxonomic,Species,469373,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
829,Tegella horrida,NA,bryozoan,NA,"British Columbia, California, ? Galapagos Islands;",2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469377,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
830,Tegella larusiensis,T. armifera or T. cassidata,bryozoan,NA,"central, southern California",2 - 200,Both,present,Light & Smith,low,"encrusting, especially arenaceous worm tubes",colonial,sessile,filter feeder,NA,Taxonomic,Species,469375,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
831,Tegella robertsonae,NA,bryozoan,NA,"Alaska, British Columbia, Dillon Beach, Monterey Bay, Channel Islands",2 - 200,Both,present,Light & Smith,all,"encrusting shell, sponge, larger algae, tunicates",colonial,sessile,filter feeder,NA,Taxonomic,Species,1018100,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,adult,1,1
803,Caberea ellisii,NA,bryozoan,NA,"arctic Atlantic to English Channel, Cape Cod; reported from Alaska, British Columbia, Puget Sound, Channel Islands,, Baja California",2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,111230,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Caberea,adult,1,1
809,Cellaria diffusa,NA,bryozoan,NA,"Puget Sound to southern California, ? Galapagos Islands",2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469491,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,adult,1,1
843,Buffonellaria vitrea,NA,bryozoan,NA,"Puget Sound, south",2 - 200,Both,present,Light & Smith,low,"on shell, rock, worm tubes",colonial,sessile,filter feeder,NA,Taxonomic,Species,469520,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Buffonellaria,adult,1,1
845,Celleporina souleae,NA,bryozoan,NA,Bodega Head to southern California,2 - 200,Both,present,Light & Smith,low,on erect stems,colonial,sessile,filter feeder,NA,Taxonomic,Species,469573,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporina,adult,1,1
811,Chaperiopsis patula,NA,bryozoan,NA,British Columbia to Baja California,2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469647,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Chaperiidae,Chaperiopsis,adult,1,1
836,Cribrilaria californiensis,"(Cribrilaria) californiensis; =PueIlina setosa of Osburn, 1950, in part; Colletosia radiata form innominata: Osburn 1950, in part; Colletosia radiata of J. Soule 1959",bryozoan,NA,"Channel Islands, Gulf of California",2 - 200,S,present,Light & Smith,low,"encrusting rock, shell; warmer California waters",colonial,sessile,filter feeder,NA,Taxonomic,Species,1317599,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Cribrilaria,adult,1,1
837,Cribrilaria perplexa,(Cribrilaria?) perplexa; Colletosia radiata form innominata of Osburn 1950,bryozoan,NA,"? British Columbia to southern California, ? Galapagos Islands, ? Peru",2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,471847,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Cribrilaria,adult,1,1
838,Figularia hilli,Reginella,bryozoan,NA,"Monterey Bay, Channel Islands; Baja California;",2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,469715,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Figularia,adult,1,1
785,Bicrisia robertsonae,Bicrisia edwardsiana,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,all,"ntertidal in bioturf, on rock, red algae, Laminaria holdfasts; to >120 m",colonial,sessile,filter feeder,NA,Taxonomic,Species,470750,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Bicrisia,adult,1,1
793,Filicrisia geniculata,NA,bryozoan,NA,NA,2 - 200,Both,common,Light & Smith,all,"undersides of rocks; British Colombia to San Pedro, CA; common in Monterey Bay; intertidal, shallow water",colonial,sessile,filter feeder,NA,Taxonomic,Species,111708,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,adult,1,1
812,Conopeum osburni,NA,bryozoan,NA,Oregon to Gulf of California,2 - 200,Both,present,Light & Smith,all,Encrusting,colonial,sessile,filter feeder,NA,Taxonomic,Species,467568,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Conopeum,adult,1,1
816,Einhornia venturaensis,Electra venturaensis,bryozoan,NA,"Alaska; central, southern California",2 - 200,Both,present,Light & Smith,all,"encrusting rocks, shells, algae",colonial,sessile,filter feeder,NA,Taxonomic,Species,471856,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Einhornia,adult,1,1
851,Fenestrulina blaggae,Fenestruloides,bryozoan,uncommon,"Carmel Bay on settling plates, perhaps more widely distributed as part of Osburn's F. malusi;",2 - 200,N,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,470024,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
852,Fenestrulina eopacifica,Fenestruloides,bryozoan,uncommon,"on kelp off San Onofre, probably occurs in other shallow waters as part of ""F. malusi"" of Osburn",2 - 200,N,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,470023,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
850,Fenestrulina farnsworthi,NA,bryozoan,uncommon,"Channel Islands, La Jolla; ? British Columbia",2 - 200,Both,present,Light & Smith,very low,may be on intertidal drift algae or shell,colonial,sessile,filter feeder,NA,Taxonomic,Species,470020,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
853,Fenestrulina miramara,Fenestruloides,bryozoan,uncommon,"on drift algae off Montecito (Santa Barbara), beach, probably elsewhere as part of ""F. malusi""",2 - 200,S,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,470025,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
854,Fenestrulina morrisae,Fenestruloides,bryozoan,uncommon,"Channel Islands, California coast, Revillagigedo Islands off Baja California, Gulf of California, perhaps north elsewhere as ""F. malusi"";",2 - 200,S,present,Light & Smith,low,"on shell, stone",colonial,sessile,filter feeder,NA,Taxonomic,Species,470021,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
855,Fenestrulina umbonata,NA,bryozoan,NA,British Columbia to Channel Islands,2 - 200,Both,present,Light & Smith,low,on hard substrates,colonial,sessile,filter feeder,NA,Taxonomic,Species,470022,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,adult,1,1
817,Hincksina alba,NA,bryozoan,NA,British Columbia to Channel Islands,2 - 200,Both,present,Light & Smith,low,"encrusting rock, molluscan, brachiopod shells",colonial,sessile,filter feeder,NA,Taxonomic,Species,469811,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Hincksina,adult,1,1
818,Hincksina pallida,NA,bryozoan,NA,British Columbia to central California,2 - 200,N,present,Light & Smith,low,"Encrusting, loosely attached to hard substrates",colonial,sessile,filter feeder,NA,Taxonomic,Species,469812,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Hincksina,adult,1,1
842,Arthropoma cecilii,NA,bryozoan,NA,"? British Columbia, California, to ? Costa Rica",2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,111513,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Lacernidae,Arthropoma,adult,1,1
791,Disporella sp.,Lichenopora sp.,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,all,"on algal blades, hydroids, shell, stone; intertidal to 200 m",colonial,sessile,filter feeder,NA,Taxonomic,Genus,NA,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Disporella,adult,1,1
866,Microporella catalinensis,Microporelloides (Microporelloides) catalinensis,bryozoan,NA,"Channel Islands, probably recorded elsewhere in California as ""M. californica""-",2 - 200,S,present,Light & Smith,all,"on shell, algae",colonial,sessile,filter feeder,NA,Taxonomic,Species,470048,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,adult,1,1
869,Microporella planata,Microporelloides (Cribriporella) planata,bryozoan,NA,from off Channel Islands,2 - 200,S,present,Light & Smith,low,"on shell, stone",colonial,sessile,filter feeder,NA,Taxonomic,Species,470051,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,adult,1,1
823,Micropora santacruzana,NA,bryozoan,NA,? British Columbia to Channel Islands,2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,470101,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Micropora,adult,1,1
789,Diaperoforma californica,"Diaperoecia californica, Idmonea californica).",bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,low,intertidal,colonial,sessile,filter feeder,NA,Taxonomic,Species,472584,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,NA,Diaperoforma,adult,1,1
133,Primavelans insculpta,Hippodoplosia insculpta,bryozoan,common,"Alaska to central California,",2 - 200,both,abundant,"Morris, Abbott, & Haderlie; Light & Smith","middle, low","encrusting on shells; on rock, shell, algae, bryozoans, hydroids",colonial,sessile,filter feeder,NA,Taxonomic,Species,472023,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Pacificincolidae,Primavelans,adult,1,1
861,Primavelans mexicana,NA,bryozoan,NA,Channel Islands to Cocos Island off Costa Rica,2 - 200,S,present,Light & Smith,low,"on shell, stone",colonial,sessile,filter feeder,NA,Taxonomic,Species,472024,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Pacificincolidae,Primavelans,adult,1,1
881,Rhynchozoon rostratum,NA,bryozoan,NA,Alaska to South America,2 - 200,Both,present,Light & Smith,NA,"on rock, shell, other hard substrates;",colonial,sessile,filter feeder,NA,Taxonomic,Species,422411,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Rhynchozoon,adult,1,1
790,Diplosolen harmelini,NA,bryozoan,NA,NA,2 - 200,Both,present,Light & Smith,low,intertidal,colonial,sessile,filter feeder,no further south than Santa Cruz Island,Taxonomic,Species,470798,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Diplosolen,adult,1,1
856,Haywardipora major,Mucronella major,bryozoan,NA,"British Columbia to southern California,",2 - 200,Both,present,Light & Smith,low,"on rock, shell",colonial,sessile,filter feeder,NA,Taxonomic,Species,1415311,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,adult,1,1
857,Haywardipora orbicula,Mucronella major,bryozoan,NA,perhaps from Vancouver Island to Baja California,2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,1415312,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,adult,1,1
858,Haywardipora rugosa,Mucronella ventricosa,bryozoan,NA,"? Arctic; Puget Sound, Oregon, Channel Islands",2 - 200,Both,present,Light & Smith,low,"on hard substrates, other bryozoans",colonial,sessile,filter feeder,NA,Taxonomic,Species,990198,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,adult,1,1
859,Haywardipora rylandi,Mucronella major,bryozoan,rare,"Point Barrow, Alaska, possibly to Baja California; distributions uncertain due to confused identifications",2 - 200,Both,present,Light & Smith,low,NA,colonial,sessile,filter feeder,shallow water in north to deeper water in south.,Taxonomic,Species,1415313,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Haywardipora,adult,1,1
132,Schizoporella unicornis,NA,bryozoan,NA,NA,NA,both,common,"Morris, Abbott, & Haderlie",low,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,111538,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,adult,1,1
849,Dengordonia uniporosa,mittina bella;,bryozoan,NA,British Columbia to southern California,2 - 200,Both,present,Light & Smith,all,NA,colonial,sessile,filter feeder,NA,Taxonomic,Species,472516,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Dengordonia,adult,1,1
873,Parasmittina collifera,NA,bryozoan,NA,British Columbia to Coranados Islands of Mexico,2 - 200,N,present,Light & Smith,all,"common intertidally off Oregon, central California, deeper water off Mexico",colonial,sessile,filter feeder,NA,Taxonomic,Species,868579,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,adult,1,1
